key,0,1,2,3,4,5,6,7,8,9,10,11
#,Icon,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article,Name,Tooltip,Action
int32,Image,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,str,str,Action
0,0,"",0,"",0,0,1,0,0,"","",0
1,27901,"pomander of safety",0,"pomanders of safety",0,0,1,0,0,"Pomander of Safety","Removes all traps from the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.",6259
2,27902,"pomander of sight",0,"pomanders of sight",0,0,1,0,0,"Pomander of Sight","Reveals the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>'s map and the location of all hidden traps.",6260
3,27903,"pomander of strength",0,"pomanders of strength",0,0,1,0,0,"Pomander of Strength","Increases damage dealt and HP recovered via healing magic by 30%.",6262
4,27904,"pomander of steel",0,"pomanders of steel",0,0,1,0,0,"Pomander of Steel","Decreases damage received by 40%.",6263
5,27905,"pomander of affluence",0,"pomanders of affluence",0,0,1,0,0,"Pomander of Affluence","Increases the number of treasure coffers <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the next <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.",6264
6,27906,"pomander of flight",0,"pomanders of flight",0,0,1,0,0,"Pomander of Flight","Decreases the number of enemies <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the next <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch>.",6265
7,27907,"pomander of alteration",0,"pomanders of alteration",0,0,1,0,0,"Pomander of Alteration","Changes the enemy occupying a random room <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the next <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch> into a mimic or a mandragora.",6266
8,27908,"pomander of purity",0,"pomanders of purity",0,0,1,0,0,"Pomander of Purity","Removes the Pox status.",6267
9,27909,"pomander of fortune",0,"pomanders of fortune",0,0,1,0,0,"Pomander of Fortune","Increases the chance enemies <If(Equal(PlayerParameter(109),4))>in<Else/>on</If> the current <Switch(PlayerParameter(109))><Case(1)>floor</Case><Case(2)>floor</Case><Case(3)>floor</Case><Case(4)>area</Case></Switch> will drop treasure coffers.",6268
10,27910,"pomander of witching",0,"pomanders of witching",0,0,1,0,0,"Pomander of Witching","Transforms all targets within range into a frog, imp, or chicken.",6269
