key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,Item{Atma},Item{Animus},Icon,Materia[0],NoteMain[0],NoteSub[0],NoteSelection{1}[0],Materia[1],NoteMain[1],NoteSub[1],NoteSelection[1],Materia[2],NoteMain[2],NoteSub[2],Materia[3],NoteSelection[3]
int32,Item,Item,Image,Materia,RelicNote,RelicNote,RelicNote,Materia,RelicNote,RelicNote,RelicNote,Materia,RelicNote,RelicNote,Materia,RelicNote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7824,7834,80152,39,1,2,0,43,4,5,0,44,7,8,45,9
2,7825,7835,80153,39,1,2,3,43,4,5,6,44,7,8,47,9
3,7826,7836,80154,39,1,2,3,43,4,5,6,45,7,8,47,9
4,7827,7837,80155,39,1,2,3,43,4,5,6,44,7,8,49,9
5,7828,7838,80156,40,1,2,3,43,4,5,6,44,7,8,47,9
6,7829,7839,80157,42,1,2,3,43,4,5,6,46,7,8,48,9
7,7830,7840,80158,41,1,2,3,43,4,5,6,48,7,8,46,9
8,7831,7841,80159,41,1,2,3,43,4,5,6,48,7,8,46,9
9,7832,7842,80160,42,1,2,3,43,4,5,6,48,7,8,46,9
10,7833,7843,80151,39,3,0,0,43,6,0,0,0,0,0,0,0
11,9251,9252,80161,40,1,2,3,43,4,5,6,49,7,8,44,9
