#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
0,0,0,0,0,0,False
1,1,0,6,1,0,False
2,0,0,1,0,0,False
3,0,0,1,0,0,False
4,1,0,1,0,0,False
5,1,0,2,0,0,False
6,1,0,3,0,0,False
7,1,0,4,0,0,False
8,1,0,5,0,0,False
9,1,0,10,0,0,False
10,1,0,15,0,0,False
11,1,0,20,0,0,False
12,1,0,25,0,0,False
13,1,0,30,0,0,False
14,1,0,35,0,0,False
15,1,0,40,0,0,False
16,1,1,5,0,0,False
17,1,1,10,0,0,False
18,1,1,15,0,0,False
19,1,1,20,0,0,False
20,1,1,25,0,0,False
21,1,1,30,0,0,False
22,1,1,35,0,0,False
23,1,1,40,0,0,False
24,1,1,45,0,0,False
25,1,1,50,0,0,False
26,1,1,15,1,0,False
27,1,1,30,1,0,False
28,0,0,0,0,0,False
29,0,0,0,0,0,False
30,1,2,5,0,0,False
31,1,2,10,0,0,False
32,1,2,15,0,0,False
33,1,2,20,0,0,False
34,0,0,0,0,0,False
35,0,0,0,0,0,False
36,0,0,0,0,0,False
37,0,3,0,0,0,False
38,15,3,5,0,1,False
39,30,3,5,0,1,False
40,15,3,10,0,1,False
41,30,3,10,0,1,False
42,15,3,15,0,1,False
43,30,3,15,0,1,False
44,15,3,20,0,1,False
45,30,3,20,0,1,False
46,15,3,25,0,1,False
47,30,3,25,0,1,False
48,15,3,30,0,1,False
49,30,3,30,0,1,False
50,15,3,5,0,0,False
51,30,3,5,0,0,False
52,15,3,10,0,0,False
53,30,3,10,0,0,False
54,15,3,15,0,0,False
55,30,3,15,0,0,False
56,15,3,5,0,2,False
57,15,3,10,0,2,False
58,30,3,10,0,2,False
59,30,3,15,0,2,False
60,15,3,5,0,3,False
61,30,3,5,0,3,False
62,15,3,10,0,3,False
63,30,3,10,0,3,False
64,0,0,0,0,0,False
65,0,0,0,0,0,False
66,0,0,0,0,0,False
67,0,0,0,0,0,False
68,0,0,0,0,0,False
69,0,0,0,0,0,False
70,0,0,0,0,0,False
71,0,0,0,0,0,False
72,0,0,0,0,0,False
73,15,3,5,0,1,True
74,30,3,5,0,1,True
75,15,3,10,0,1,True
76,30,3,10,0,1,True
77,15,3,15,0,1,True
78,30,3,15,0,1,True
79,15,3,20,0,1,True
80,30,3,20,0,1,True
