key,0,1,2,3,4,5,6,7,8,9
#,NpcYell[0],NpcYell[1],NpcYell[2],NpcYell[3],NpcYell[4],NpcYell[5],NpcYell[6],NpcYell[7],,
int32,NpcYell,NpcYell,NpcYell,NpcYell,NpcYell,NpcYell,NpcYell,NpcYell,uint16,uint16
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,2383,2409,2424,0,2383,2409,2424,0,110,0
3,2384,0,0,0,2420,0,0,0,111,114
4,2385,2410,0,0,2385,2410,0,0,111,115
5,2386,2411,0,0,2386,2421,0,0,111,116
6,2387,2412,0,0,2387,2422,0,0,111,117
7,2388,2413,0,0,2388,2413,0,0,111,118
8,2389,2414,0,0,2389,2414,0,0,111,119
9,2390,2415,0,0,2390,2415,0,0,111,120
10,2391,0,0,0,2391,0,0,0,111,121
11,2416,2417,2418,0,2416,2417,2418,0,112,0
