key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Level,MinLevel,MaxLevel,Emote,MinTime,MaxTime,PlaceName,Icon{List},Icon{Discovered},Icon{Undiscovered},IsInitial,Name,Impression,Description
int32,Level,int32,byte,Emote,uint16,uint16,PlaceName,Image,Image,Image,bit&01,str,str,str
2162688,4876856,0,0,22,800,1159,27,81501,81001,81451,True,"Barracuda Piers","""Under the azure, I gazed down upon warships three, their billowing sails of crimson leaving no doubt as to who truly rules the seas."" Such were the merchant's words, and I would see as he saw.","These docks provide safe mooring for the Thalassocratic Navy's principal squadrons, also known as the Crimson Fleet. To prevent sabotage, admittance to the area is forbidden to the general citizenry; however, on clear days, one may catch a glimpse of the armada flagship, the <Emphasis>Triumph</Emphasis>, from atop one of Limsa Lominsa's myriad spans."
2162689,4876859,0,0,22,1800,459,27,81502,81002,81451,True,"The <Emphasis>Astalicia</Emphasis>","""A flagon or two o' grog havin' filled me 'ead with big ideas, I eyed that 'ive o' villainy from the pier, feelin' as if I could cut down Hyllfyr 'imself. Woke the next mornin' strung up by me ankles. Aye, was lucky to escape with me life."" Such were the buccaneer's words, and I would see as he saw.","Registered as a trade vessel hailing from foreign waters, this battle-scarred warship captained by the lord of the region's underworld, Hyllfyr, serves as a gathering place for brigands, cutthroats, and the purveyors of sundry other breeds of villainy. It is here that the city–state's many pirate crews find new recruits to join their ranks."
2162690,4876905,0,0,58,500,759,30,81503,81003,81451,True,"Seasong Grotto","""In a dank cavern that's never known the sun, the patter of the rain me only companion, I dropped to one knee and said me farewells to me ill-fated mates. They sing no songs for fishermen, but the sea swallows us all the same."" Such were the old mariner's words, and I would see as he saw.","“I am the waves that bear, I am the winds that guide.
I am the evening stars, I am the morning sky.
I am born of the sea, and there shall I die.”

Nestled within a shallow cavern situated to the south of Summerford Farms sits an ancient monolith upon which is carved this, the Sailors' Requiem."
2162691,4876907,0,0,22,1200,1659,30,81504,81004,81451,True,"The Skylift","""Backbreakin', arse-bustin' work, it is. But seein' me vessels ridin' the winds, soarin' off to far lands where me legs will never carry me─well, at least me sweat and blood ain't been for naught, eh?"" Such were the laborer's words, and I would see as he saw.","Once an endless expanse of flat, rocky meadows, middle La Noscea is now severed atwain by a sheer cliff known as the Descent. To maintain overland trade routes from the easterly outposts of Aleport and Bronze Lake, Lominsan engineers created the Skylift─a tower of wooden scaffolding outfitted with pulleys, winches, and lighter-than-air balloons."
2162692,4876912,0,0,22,800,1159,30,81505,81005,81451,True,"La Thagran Eastroad","""When the skies turn grey and spirits sag, I climb high and look upon roads blazed long ago. I turn my thoughts to the hardships of my forebears till mine own worries drift away, and I find strength to carry on."" Such were the sentry's words, and I would see as she saw.","When the <Emphasis>Galadion</Emphasis> fell victim to the Navigator's fury and ran aground on the southern shores of Vylbrand seven hundred years ago, it was her two helmsmen, Jean De Nevelle and Guy La Thagran, who were tasked with exploring the newfound island─the former heading east, the latter, west. To this day, their routes still serve as La Noscea's two main thoroughfares."
2162693,4876920,0,0,22,1800,459,31,81508,81008,81451,True,"The Salt Strand","""Under the watchful gaze of the Wanderer, I cast a line to waters far below. Looking upon those pillars, grotesque and beautiful, my thoughts drift to that fateful day five years ago."" Such were the fisher's words, and I would see as she saw.","When struck by a fallen shard from Dalamud's outer shell, a massive amount of concentrated aether was released from just below the surface of the Rhotano Sea, immediately fusing with and crystallizing the towering fount of saltwater which was expelled during the impact. City–state-funded exploratory forays into the inner crater have all yet to return..."
2162694,4876921,0,0,22,500,759,31,81509,81009,81451,True,"Red Rooster Stead","""No romance in the farmin' life? Balderdash, I say! Rise at dawn, climb atop the gate, and look upon the dew-kissed fields below─then tell me there's any place in the realm ye'd rather be."" Such were the farmer's words, and I would see as he saw.","The farmers on the Red Rooster Stead will rarely shy from testing their agricultural acumen on exotic crops or untested growing methods, and take pride in their willingness to sacrifice a harvest if it means a better yield an autumn hence. The plantation's name is said to be taken from the bloody cockfights held after nightfall by the gamekeeps."
2162695,4876926,0,0,22,500,759,33,81513,81013,81451,True,"The Brewer's Beacon","""When dawn breaks, I quench the flame and pour meself an ale. I step outside, and lose meself in the blue expanse above and below─me hard-earned reward for the ships I've seen to safety, I reckon."" Such were the candlekeep's words, and I would see as he saw.","This relatively new lighthouse was built soon after the Calamity claimed Swiftperch Tower to ensure safe passage for trade vessels carrying shipments of dark stouts and blonde barleywines out of Aleport. In addition, the candlekeeps also keep watch for increasingly frequent rogue tidal waves caused by the stirrings of the Lord of the Whorl."
