key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
#,,,,,,,,,,,,,,,
int32,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool
0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
3,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True
4,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
5,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
6,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False
7,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False
8,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False
9,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False
10,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False
11,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False
12,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False
13,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False
14,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
