key,0,1,2,3,4,5,6,7,8,9
#,Slot,Probability<%>,Item,Collectability{Low},Collectability{Mid},Collectability{High},Reward,,,
int32,byte,byte,Item,uint16,uint16,uint16,SatisfactionSupplyReward,bit&01,uint16,uint16
0.0,0,0,0,0,0,0,0,False,0,0
1.0,1,1,17549,20,79,139,1,False,0,0
1.1,2,1,17557,240,450,600,2,False,0,0
1.2,3,1,17562,138,212,325,2,False,127,0
2.0,1,1,17550,20,92,153,3,False,0,0
2.1,2,1,17558,240,450,600,4,False,0,0
2.2,3,1,17563,12,20,29,4,False,112,0
3.0,1,1,17551,21,105,168,5,False,0,0
3.1,2,1,17559,240,450,600,6,False,0,0
3.2,3,1,17564,259,469,610,6,False,136,0
4.0,1,1,17552,21,119,183,7,False,0,0
4.1,2,1,17560,240,450,600,8,False,0,0
4.2,3,1,17565,36,68,84,8,False,131,0
5.0,1,23,17549,20,79,139,9,False,0,0
5.1,1,23,17550,20,92,153,9,False,0,0
5.2,1,23,17551,21,105,168,9,False,0,0
5.3,1,23,17552,21,119,183,9,False,0,0
5.4,1,8,17553,22,134,201,11,True,0,0
5.5,2,23,17557,240,450,600,10,False,0,0
5.6,2,23,17558,240,450,600,10,False,0,0
5.7,2,23,17559,240,450,600,10,False,0,0
5.8,2,23,17560,240,450,600,10,False,0,0
5.9,2,8,17561,240,450,600,12,True,0,0
5.10,3,23,17562,138,212,325,10,False,127,0
5.11,3,23,17563,12,20,29,10,False,112,0
5.12,3,23,17564,259,469,610,10,False,136,0
5.13,3,23,17565,36,68,84,10,False,131,0
5.14,3,8,17566,59,139,140,12,True,117,0
6.0,1,1,20775,54,108,162,13,False,0,0
6.1,2,1,20780,240,450,600,14,False,0,0
6.2,3,1,20785,33,50,77,14,False,185,0
7.0,1,1,20776,54,110,165,15,False,0,0
7.1,2,1,20781,240,450,600,16,False,0,0
7.2,3,1,20786,33,54,77,16,False,158,0
8.0,1,1,20777,43,142,207,17,False,0,0
8.1,2,1,20782,240,450,600,18,False,0,0
8.2,3,1,20787,39,70,92,18,False,165,0
9.0,1,1,20778,38,137,195,19,False,0,0
9.1,2,1,20783,240,450,600,20,False,0,0
9.2,3,1,20788,379,736,891,20,False,188,0
10.0,1,23,20775,54,108,162,21,False,0,0
10.1,1,23,20776,54,110,165,21,False,0,0
10.2,1,23,20777,43,142,207,21,False,0,0
10.3,1,23,20778,38,137,195,21,False,0,0
