key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
#,ExpToNext,AdditionalActions,ApplyAction,ScaledQuestXP,MpModifier,BaseSpeed,LevelModifier,QuestExpModifier,HpModifier,HuntingLogExpReward,MonsterNoteSeals,ItemLevelSync,ProperDungeon,ProperGuildOrder,CraftingLevel
int32,int32,byte,byte,uint16,int32,int32,int32,byte,uint16,int32,int32,uint16,uint16,uint16,uint16
0,100,0,0,45,10000,53,53,1,0,0,0,0,4,10001,0
1,300,1,0,50,10000,56,56,2,18,2500,1181,1,4,10001,1
2,450,1,0,55,10000,57,57,3,20,0,0,2,4,10001,2
3,630,1,0,60,10000,60,60,4,21,0,0,3,4,10001,3
4,970,1,0,65,10000,62,62,4,27,0,0,4,4,10001,4
5,1440,1,0,70,10000,65,65,5,34,0,0,5,4,10001,5
6,1940,1,0,75,10000,68,68,6,35,0,0,6,4,10001,6
7,3000,1,0,80,10000,70,70,7,40,0,0,7,4,10001,7
8,3920,1,1,85,10000,73,73,8,43,0,0,8,4,10001,8
9,4970,1,1,90,10000,76,76,9,46,0,0,9,4,10001,9
10,5900,2,1,95,10000,78,78,9,48,10000,2141,10,4,10001,10
11,7430,2,1,100,10000,82,82,10,55,0,0,11,4,10001,11
12,8620,2,2,105,10000,85,85,11,58,0,0,12,4,10001,12
13,10200,2,2,110,10000,89,89,12,63,0,0,13,4,10001,13
14,11300,2,2,115,10000,93,93,12,64,0,0,14,4,10001,14
15,13100,3,2,120,10000,96,96,12,69,0,0,15,4,10003,15
16,15200,3,3,125,10000,100,100,12,75,0,0,16,2,10003,16
17,17400,3,3,130,10000,104,104,12,81,0,0,17,3,10003,17
18,19600,3,3,135,10000,109,109,12,86,0,0,18,3,10003,18
19,21900,3,3,140,10000,113,113,12,90,0,0,19,3,10003,19
20,24300,4,4,145,10000,116,116,12,95,20000,3603,20,7,10005,20
21,27400,4,4,150,10000,122,122,12,102,0,0,21,7,10005,21
22,30600,4,4,155,10000,127,127,12,108,0,0,22,7,10005,22
23,33900,4,4,160,10000,133,133,12,115,0,0,23,7,10005,23
24,37300,4,5,165,10000,138,138,12,121,0,0,24,1,10005,24
25,40800,5,5,170,10000,144,144,12,127,0,0,25,1,10007,25
26,49200,5,5,175,10000,150,150,13,147,0,0,26,1,10007,26
27,54600,5,5,180,10000,155,155,14,157,0,0,27,1,10007,27
28,61900,5,5,185,10000,162,162,15,174,0,0,28,6,10007,28
29,65600,5,5,190,10000,168,168,16,184,0,0,29,6,10007,29
30,68400,6,5,195,10000,173,173,16,192,30000,0,30,6,10009,30
31,74000,6,5,200,10000,181,181,16,208,0,0,31,6,10009,31
32,82700,6,6,205,10000,188,188,17,232,0,0,32,8,10009,32
33,88700,6,6,210,10000,194,194,17,249,0,0,33,8,10009,33
