key,0,1,2,3,4,5,6,7
#,DeepDungeon,FloorSet,RoomA,RoomB,RoomC,WepMinLv,ArmourMinLv,
int32,DeepDungeon,byte,DeepDungeonMap5X,DeepDungeonMap5X,DeepDungeonMap5X,byte,byte,bit&01
0,0,0,0,0,0,0,0,False
1,1,0,1,2,0,0,0,False
2,1,1,3,4,0,1,1,False
3,1,2,5,6,0,3,3,False
4,1,3,7,8,0,6,6,False
5,1,4,8,7,0,10,10,False
6,1,5,9,10,0,13,13,False
7,1,6,10,9,0,16,16,False
8,1,7,9,10,0,19,19,False
9,1,8,11,12,0,22,22,False
10,1,9,12,11,0,25,25,False
11,1,10,11,12,0,0,0,False
12,1,11,17,18,0,0,0,False
13,1,12,18,17,0,0,0,False
14,1,13,15,16,0,0,0,False
15,1,14,16,15,0,0,0,False
16,1,15,13,14,0,0,0,False
17,1,16,14,13,0,0,0,False
18,1,17,13,14,0,0,0,False
19,1,18,14,13,0,0,0,False
20,1,19,13,14,0,0,0,False
21,2,0,28,29,30,0,0,False
22,2,1,31,32,33,1,1,False
23,2,2,34,35,36,3,3,False
24,2,3,34,35,36,0,0,False
25,2,4,25,26,27,0,0,False
26,2,5,25,26,27,0,0,False
27,2,6,22,23,24,0,0,False
28,2,7,22,23,24,0,0,False
29,2,8,19,20,21,0,0,False
30,2,9,19,20,21,0,0,False
31,3,0,37,38,0,0,0,False
32,3,1,39,40,0,1,1,False
33,3,2,41,42,0,3,3,False
34,3,3,41,42,0,0,0,False
35,3,4,43,44,0,0,0,False
36,3,5,43,44,0,0,0,False
37,3,6,45,46,0,0,0,False
38,3,7,45,46,0,0,0,False
39,3,8,47,48,0,0,0,False
40,3,9,47,48,0,0,0,False
41,4,0,49,50,0,0,0,False
42,4,1,51,52,0,1,1,False
43,4,2,53,54,0,3,3,False
44,4,3,53,54,0,26,26,False
45,4,4,55,56,0,43,43,False
46,4,5,55,56,0,60,60,False
47,4,6,57,58,0,81,81,False
48,4,7,57,58,0,94,94,False
49,4,8,59,60,0,94,94,False
50,4,9,59,60,0,94,94,False
51,4,9,0,0,0,0,0,True
52,4,9,0,0,0,94,94,True
