key,0
#,Text
int32,str
0,""
1,"Abalathia's Spine reached. Plotting course to <Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>."
2,"<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/> reached. Commencing initial survey."
3,"<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/> reached. Commencing survey."
4,"No wind or turbulence detected. <Emphasis><Highlight>StringParameter(1)</Highlight></Emphasis> <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> sufficient for exploration."
5,"Experiencing high winds. Airship <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> unaffected, but exploratory capability may be slightly hindered."
6,"Experiencing violent turbulence. Airship <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> unaffected, but exploratory capability may be significantly hindered."
7,"No turbulence detected. Airship <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> normal."
8,"Experiencing high winds. Airship <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> normal, but exploratory capability may be significantly hindered."
9,"Airship <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> dropping. Continuing exploration until rendered unable."
10,"Several high-quality <SheetEn(Item,3,IntegerParameter(1),2,1)/> discovered. Commencing extraction upon determining ideal sample."
11,"High-quality <SheetEn(Item,3,IntegerParameter(1),1,1)/> discovered. Commencing extraction."
12,"<Clickable(<SheetEn(Item,3,IntegerParameter(1),1,1)/>)/> discovered. Commencing extraction."
13,"<Clickable(<SheetEn(Item,3,IntegerParameter(1),1,1)/>)/> discovered. Commencing extraction."
14,"Optimal <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> result in excellent extraction yield."
15,"High <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> result in above-average extraction yield."
16,"Normal <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> result in average extraction yield."
17,"Sub-normal <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> result in below-average extraction yield."
18,"Low <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> result in disappointing extraction yield."
19,"Poor <Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/> result in extremely disappointing extraction yield."
20,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow><If(Equal(IntegerParameter(2),1))><Clickable(<SheetEn(Item,3,IntegerParameter(1),1,1)/>)/><Else/><Value>IntegerParameter(2)</Value> <SheetEn(Item,3,IntegerParameter(1),3,1)/></If> retrieved!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
21,"Additional anomalies detected. Continuing exploration."
22,"Additional anomalies detected. However, current airship condition found insufficient for further exploration. Setting course to next destination."
23,"Additional anomalies detected...but lost."
24,"No additional anomalies detected in the sector."
25,"Survey of <Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/> complete. <Emphasis><Clickable(<Highlight>StringParameter(2)</Highlight>)/></Emphasis> performance rated as outstanding."
26,"Survey of <Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/> complete. <Emphasis><Clickable(<Highlight>StringParameter(2)</Highlight>)/></Emphasis> performance rated as decent."
27,"Survey of <Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/> complete. <Emphasis><Clickable(<Highlight>StringParameter(2)</Highlight>)/></Emphasis> performance rated as satisfactory."
28,"Survey of <Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/> complete. <Emphasis><Clickable(<Highlight>StringParameter(2)</Highlight>)/></Emphasis> performance rated as substandard."
29,"Survey of <Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/> complete. <Emphasis><Clickable(<Highlight>StringParameter(2)</Highlight>)/></Emphasis> performance rated as abysmal."
30,"<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow><Emphasis><Clickable(<Highlight>StringParameter(1)</Highlight>)/></Emphasis> gains <Value>IntegerParameter(2)</Value><If(Equal(IntegerParameter(3),0))><Else/>(+<Value>IntegerParameter(3)</Value>%)</If> experience points.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
31,"Changing course to <Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>."
32,"All locations surveyed. Returning to workshop."
33,"<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow><Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/> discovered!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
34,"<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>Permission granted to register an additional airship!<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
