key,0,1,2,3,4
#,Name,Region,,,
int32,str,byte,uint16,byte,bit&01
0,"Unknown",0,0,0,False
1,"Elemental",1,1,1,False
2,"Gaia",3,1,1,False
3,"Mana",5,1,1,False
4,"Aether",2,2,2,False
5,"Primal",4,2,2,False
6,"Chaos",6,3,3,False
7,"Light",7,3,3,False
8,"Crystal",8,2,2,False
9,"Materia",9,4,4,False
10,"Meteor",10,1,1,False
11,"Dynamis",11,2,2,False
12,"Shadow",12,3,3,False
13,"NA Cloud DC (Beta)",98,5,7,True
99,"Beta",99,0,0,False
101,"陆行鸟",1,101,5,False
102,"莫古力",5,102,5,False
103,"猫小胖",7,103,5,False
104,"豆豆柴",8,104,5,False
151,"",0,0,0,False
201,"Eorzea",1,201,6,False
