key,0,1,2,3,4
#,Rating{Min},Rating{Max},Name,Fee,Icon
int32,uint16,uint16,GoldSaucerTextData,uint16,Image
0,0,0,0,10,0
1,0,0,15,0,0
2,1,20,16,10,121641
3,21,40,17,10,121642
4,41,60,18,10,121643
5,61,80,19,10,121644
6,81,100,20,10,121645
7,101,120,21,10,121646
8,121,140,22,10,121647
9,141,160,23,10,121648
10,161,180,24,10,121649
11,181,200,25,10,121650
12,201,220,26,10,121651
13,221,240,27,10,121652
14,241,300,28,10,121653
15,0,0,29,10,121654
16,0,0,139,10,121655
17,21,60,0,10,0
18,41,80,0,10,0
19,61,100,0,10,0
20,81,120,0,10,0
21,101,140,0,10,0
22,121,160,0,10,0
23,141,180,0,10,0
24,161,200,0,10,0
25,181,220,0,10,0
26,201,240,0,10,0
27,211,250,0,10,0
28,221,260,0,10,0
29,231,270,0,10,0
30,241,280,0,10,0
31,251,290,0,10,0
