#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
0,None,0,82093,0,0,0,0,0,0
1,None,192001,82093,1,0,0,0,1,1
2,Laurels,192002,82093,1,0,0,0,2,1
3,Hearts,192003,82093,1,0,0,0,10,1
4,Stars,192004,82093,1,0,0,0,11,1
5,Tank Emblem,192005,82093,1,0,0,0,12,1
6,DPS Emblem,192006,82093,1,0,0,0,14,1
7,Healer Emblem,192007,82093,1,0,0,0,13,1
8,Sparkles,192008,82093,1,0,0,0,32,1
9,Pawprints,192009,82093,1,0,0,0,16,1
10,Exclamation Mark,192010,82093,1,0,0,0,17,1
11,Question Mark,192011,82093,1,0,0,0,18,1
12,Paladin Emblem,192301,82093,124,0,0,0,2150,2
13,Warrior Emblem,192302,82093,125,0,0,0,2151,2
14,Dark Knight Emblem,192303,82093,126,0,0,0,2152,2
15,Gunbreaker Emblem,192304,82093,127,0,0,0,2153,2
16,White Mage Emblem,192305,82093,128,0,0,0,2154,2
17,Scholar Emblem,192306,82093,129,0,0,0,2155,2
18,Astrologian Emblem,192307,82093,130,0,0,0,2156,2
19,Sage Emblem,192308,82093,131,0,0,0,2157,2
20,Monk Emblem,192309,82093,132,0,0,0,2158,2
21,Dragoon Emblem,192310,82093,133,0,0,0,2159,2
22,Ninja Emblem,192311,82093,134,0,0,0,2160,2
23,Samurai Emblem,192312,82093,135,0,0,0,2161,2
24,Reaper Emblem,192313,82093,136,0,0,0,2162,2
25,Bard Emblem,192314,82093,137,0,0,0,2164,2
26,Machinist Emblem,192315,82093,138,0,0,0,2165,2
27,Dancer Emblem,192316,82093,139,0,0,0,2166,2
28,Black Mage Emblem,192317,82093,140,0,0,0,2167,2
29,Summoner Emblem,192318,82093,141,0,0,0,2168,2
30,Red Mage Emblem,192319,82093,142,0,0,0,2169,2
31,Astra Emblem,192401,82093,143,0,0,0,3000,10
32,Umbra Emblem,192402,82093,144,0,0,0,3001,10
33,Final Conflict Crystal 1,192403,82093,145,0,0,0,3200,5
34,Endless Conflict Blades 1,192404,82093,146,0,0,0,3201,5
35,Rising Conflict Blades 1,192405,82093,147,0,0,0,3202,5
36,Bronze Conflict Arms 1,192406,82093,148,0,0,0,3208,5
37,Silver Conflict Arms 1,192407,82093,149,0,0,0,3207,5
38,Gold Conflict Arms 1,192408,82093,150,0,0,0,3206,5
39,Platinum Conflict Arms 1,192409,82093,151,0,0,0,3205,5
40,Diamond Conflict Arms 1,192410,82093,152,0,0,0,3204,5
41,Crystal Conflict Arms 1,192411,82093,153,0,0,0,3203,5
42,Companion Buttons 1,192901,82093,154,1032,1034,1036,4000,7
43,Companion Buttons 2,192902,82093,155,1033,1035,1037,4001,7
44,Unending Coil of Bahamut,192701,82093,319,0,0,0,2500,4
45,Weapon's Refrain,192702,82093,320,0,0,0,2501,4
46,Epic of Alexander,192703,82093,321,0,0,0,2502,4
47,Dragonsong's Reprise,192704,82093,322,0,0,0,2503,4
48,Final Conflict Crystal 2,192412,82093,323,0,0,0,3209,5
49,Endless Conflict Blades 2,192413,82093,324,0,0,0,3210,5
50,Rising Conflict Blades 2,192414,82093,325,0,0,0,3211,5
51,Bronze Conflict Arms 2,192415,82093,326,0,0,0,3217,5
52,Silver Conflict Arms 2,192416,82093,327,0,0,0,3216,5
53,Gold Conflict Arms 2,192417,82093,328,0,0,0,3215,5
54,Platinum Conflict Arms 2,192418,82093,329,0,0,0,3214,5
55,Diamond Conflict Arms 2,192419,82093,330,0,0,0,3213,5
56,Crystal Conflict Arms 2,192420,82093,331,0,0,0,3212,5
57,Final Conflict Crystal 3,192421,82093,332,0,0,0,3218,5
58,Endless Conflict Blades 3,192422,82093,333,0,0,0,3219,5
59,Rising Conflict Blades 3,192423,82093,334,0,0,0,3220,5
60,Bronze Conflict Arms 3,192424,82093,335,0,0,0,3226,5
61,Silver Conflict Arms 3,192425,82093,336,0,0,0,3225,5
62,Gold Conflict Arms 3,192426,82093,337,0,0,0,3224,5
63,Platinum Conflict Arms 3,192427,82093,338,0,0,0,3223,5
64,Diamond Conflict Arms 3,192428,82093,339,0,0,0,3222,5
65,Crystal Conflict Arms 3,192429,82093,340,0,0,0,3221,5
66,Azure Conflict Emblem,192430,82093,341,0,0,0,3002,10
67,Crimson Conflict Emblem,192431,82093,342,0,0,0,3003,10
68,Sil'dihn Emblem,192705,82093,343,0,0,0,2402,4
69,Omicron Matrices,192966,82093,344,0,0,0,2315,3
70,Lominsan Flag,192601,82093,346,0,0,0,1010,9
71,Gridanian Flag,192602,82093,346,0,0,0,1011,9
72,Ul'dahn Flag,192603,82093,346,0,0,0,1012,9
73,Floral Embellishment,192015,82093,1,0,0,0,3,1
74,Balloon,192016,82093,1,0,0,0,21,1
75,Particles,192019,82093,1,0,0,0,30,1
76,Music,192018,82093,347,0,0,0,31,7
77,Nameday,192012,82093,1,0,0,0,20,1
78,New Adventurer,192013,82093,1,0,0,0,19,1
79,Luster,192014,82093,1,0,0,0,33,1
80,Roses,192017,82093,1,0,0,0,34,1
81,Final Conflict Crystal 4,192432,82093,409,0,0,0,3227,5
82,Endless Conflict Blades 4,192433,82093,410,0,0,0,3228,5
83,Rising Conflict Blades 4,192434,82093,411,0,0,0,3229,5
84,Crystal Conflict Arms 4,192440,82093,412,0,0,0,3230,5
85,Diamond Conflict Arms 4,192439,82093,413,0,0,0,3231,5
86,Platinum Conflict Arms 4,192438,82093,414,0,0,0,3232,5
87,Gold Conflict Arms 4,192437,82093,415,0,0,0,3233,5
88,Silver Conflict Arms 4,192436,82093,416,0,0,0,3234,5
89,Bronze Conflict Arms 4,192435,82093,417,0,0,0,3235,5
90,Final Conflict Crystal 5,192441,82093,418,0,0,0,3236,5
91,Endless Conflict Blades 5,192442,82093,419,0,0,0,3237,5
92,Rising Conflict Blades 5,192443,82093,420,0,0,0,3238,5
93,Crystal Conflict Arms 5,192449,82093,421,0,0,0,3239,5
94,Diamond Conflict Arms 5,192448,82093,422,0,0,0,3240,5
95,Platinum Conflict Arms 5,192447,82093,423,0,0,0,3241,5
96,Gold Conflict Arms 5,192446,82093,424,0,0,0,3242,5
97,Silver Conflict Arms 5,192445,82093,425,0,0,0,3243,5
98,Bronze Conflict Arms 5,192444,82093,426,0,0,0,3244,5
99,Falcons,192450,82093,427,0,0,0,3004,10
100,Ravens,192451,82093,428,0,0,0,3005,10
101,Pixie Rainbows,192962,82093,429,0,0,0,2311,3
102,Qitari Rope,192963,82093,430,0,0,0,2312,3
103,Dwarven Blocks,192964,82093,431,0,0,0,2313,3
104,Arkasodara Charms,192965,82093,432,0,0,0,2314,3
105,Loporrit Stars,192967,82093,433,0,0,0,2316,3
106,Omega Protocol,192706,82093,434,0,0,0,2504,4
107,Eureka Orthos,192711,82093,465,0,0,0,2358,4
108,Enaretos,192712,82093,466,0,0,0,2359,4
109,Island Vacation,192713,82093,468,0,0,0,2340,8
110,Island Memories,192714,82093,469,0,0,0,2341,8
111,Final Conflict Crystal 6,192452,82093,502,0,0,0,3245,5
112,Endless Conflict Blades 6,192453,82093,503,0,0,0,3246,5
113,Rising Conflict Blades 6,192454,82093,504,0,0,0,3247,5
114,Crystal Conflict Arms 6,192460,82093,505,0,0,0,3248,5
115,Diamond Conflict Arms 6,192459,82093,506,0,0,0,3249,5
116,Platinum Conflict Arms 6,192458,82093,507,0,0,0,3250,5
117,Gold Conflict Arms 6,192457,82093,508,0,0,0,3251,5
118,Silver Conflict Arms 6,192456,82093,509,0,0,0,3252,5
119,Bronze Conflict Arms 6,192455,82093,510,0,0,0,3253,5
120,Final Conflict Crystal 7,192461,82093,511,0,0,0,3254,5
121,Endless Conflict Blades 7,192462,82093,512,0,0,0,3255,5
122,Rising Conflict Blades 7,192463,82093,513,0,0,0,3256,5
123,Crystal Conflict Arms 7,192469,82093,514,0,0,0,3257,5
124,Diamond Conflict Arms 7,192468,82093,515,0,0,0,3258,5
125,Platinum Conflict Arms 7,192467,82093,516,0,0,0,3259,5
126,Gold Conflict Arms 7,192466,82093,517,0,0,0,3260,5
127,Silver Conflict Arms 7,192465,82093,518,0,0,0,3261,5
128,Bronze Conflict Arms 7,192464,82093,519,0,0,0,3262,5
129,Aramitama Kimen,192470,82093,520,0,0,0,3006,10
130,Nigimitama Okinamen,192471,82093,521,0,0,0,3007,10
131,Kojin Buoys,192960,82093,524,0,0,0,2308,3
132,Ananta Hearts,192959,82093,525,0,0,0,2309,3
133,Namazu Lanterns,192961,82093,526,0,0,0,2310,3
134,Blue Mage Emblem,192320,82093,522,0,0,0,2171,2
135,Ten Year Anniversary Logo,192715,82093,523,0,0,0,3950,7
136,Rokkon Emblem,192716,82093,528,0,0,0,2403,4
137,Dolphins,192717,82093,529,0,0,0,2346,8
138,Hooked a Big 'Un!,192718,82093,530,0,0,0,2347,8
139,Mahjong Tiles,192719,82093,531,0,0,0,2350,8
140,Palaistra Ribbons,192490,82093,578,0,0,0,3008,10
141,Cloud Nine Ivy,192491,82093,579,0,0,0,3009,10
142,Final Conflict Crystal 8,192472,82093,580,0,0,0,3263,5
143,Endless Conflict Blades 8,192473,82093,581,0,0,0,3264,5
144,Rising Conflict Blades 8,192474,82093,582,0,0,0,3265,5
145,Crystal Conflict Arms 8,192480,82093,583,0,0,0,3266,5
146,Diamond Conflict Arms 8,192479,82093,584,0,0,0,3267,5
147,Platinum Conflict Arms 8,192478,82093,585,0,0,0,3268,5
148,Gold Conflict Arms 8,192477,82093,586,0,0,0,3269,5
149,Silver Conflict Arms 8,192476,82093,587,0,0,0,3270,5
150,Bronze Conflict Arms 8,192475,82093,588,0,0,0,3271,5
151,Final Conflict Crystal 9,192481,82093,589,0,0,0,3272,5
152,Endless Conflict Blades 9,192482,82093,590,0,0,0,3273,5
153,Rising Conflict Blades 9,192483,82093,591,0,0,0,3274,5
154,Crystal Conflict Arms 9,192489,82093,592,0,0,0,3275,5
155,Diamond Conflict Arms 9,192488,82093,593,0,0,0,3276,5
156,Platinum Conflict Arms 9,192487,82093,594,0,0,0,3277,5
157,Gold Conflict Arms 9,192486,82093,595,0,0,0,3278,5
158,Silver Conflict Arms 9,192485,82093,596,0,0,0,3279,5
159,Bronze Conflict Arms 9,192484,82093,597,0,0,0,3280,5
160,Final Conflict Crystal 10,192492,82093,598,0,0,0,3281,5
161,Endless Conflict Blades 10,192493,82093,599,0,0,0,3282,5
162,Rising Conflict Blades 10,192494,82093,600,0,0,0,3283,5
163,Crystal Conflict Arms 10,192500,82093,601,0,0,0,3284,5
164,Diamond Conflict Arms 10,192499,82093,602,0,0,0,3285,5
165,Platinum Conflict Arms 10,192498,82093,603,0,0,0,3286,5
166,Gold Conflict Arms 10,192497,82093,604,0,0,0,3287,5
167,Silver Conflict Arms 10,192496,82093,605,0,0,0,3288,5
168,Bronze Conflict Arms 10,192495,82093,606,0,0,0,3289,5
169,Vanu Vanu Cords,192956,82093,567,0,0,0,2305,3
170,Vath Vents,192957,82093,568,0,0,0,2306,3
171,Moogle Lamps,192958,82093,569,0,0,0,2307,3
172,Symbol of the Fury,192722,82093,572,0,0,0,2252,3
