key,0,1,2,3,4
#,Location,Fare,TimeRequired,,
int32,ChocoboTaxiStand,byte,uint16,uint16,bit&01
0,0,0,80,0,False
1,1179649,0,80,0,False
2,1179657,1,5,0,False
3,1179650,1,5,0,False
4,1179651,2,15,0,False
5,0,0,80,0,False
6,1179650,2,15,0,False
7,0,0,80,0,False
8,1179653,3,50,0,False
9,0,0,80,0,False
10,1179650,3,50,0,False
11,0,0,80,0,False
12,1179654,3,50,0,False
13,0,0,80,0,False
14,1179650,3,50,0,False
15,0,0,80,0,False
16,1179655,1,15,0,False
17,1179650,1,15,0,False
18,1179656,1,30,0,False
19,1179650,1,30,0,False
20,1179652,1,15,0,False
21,1179654,1,15,0,False
22,1179653,1,15,0,False
23,1179654,1,15,0,False
24,1179653,1,15,0,False
25,1179652,1,15,0,False
26,1179655,1,15,0,False
27,1179656,1,15,0,False
28,1179661,1,15,0,False
29,1179658,1,15,0,False
30,1179660,2,30,0,False
31,1179658,2,30,0,False
32,1179659,1,5,0,False
33,1179658,1,5,0,False
34,1179661,2,15,0,False
35,1179659,2,15,0,False
36,1179660,1,15,0,False
37,1179659,1,15,0,False
38,1179666,2,50,0,False
39,0,0,80,0,False
40,1179658,2,50,0,False
41,0,0,80,0,False
42,1179662,1,15,0,False
43,1179658,1,15,0,False
44,1179663,3,30,0,False
45,0,0,80,0,False
46,1179658,3,30,0,False
47,0,0,80,0,False
48,1179664,2,30,0,False
49,0,0,80,0,False
50,1179658,2,30,0,False
51,0,0,80,0,False
52,1179665,3,50,0,False
53,0,0,80,0,False
54,1179658,3,50,0,False
55,0,0,80,0,False
56,1179667,1,15,0,False
57,1179663,1,15,0,False
58,1179665,3,30,0,False
59,1179664,3,30,0,False
60,1179668,1,50,0,False
61,1179666,1,50,0,False
62,1179670,1,15,0,False
63,1179669,1,15,0,False
64,1179671,2,15,0,False
65,0,0,80,0,False
66,1179669,2,15,0,False
67,0,0,80,0,False
68,1179672,3,30,0,False
69,0,0,80,0,False
70,1179669,3,30,0,False
71,0,0,80,0,False
72,1179673,3,50,0,False
73,0,0,80,0,False
74,1179669,3,50,0,False
75,0,0,80,0,False
76,1179674,4,60,0,False
77,0,0,80,0,False
78,0,0,80,0,False
79,1179669,4,60,0,False
80,0,0,80,0,False
81,0,0,80,0,False
82,1179677,2,30,0,False
83,0,0,80,0,False
84,1179669,2,30,0,False
85,0,0,80,0,False
86,1179675,2,5,0,False
87,1179669,2,5,0,False
88,1179676,2,15,0,False
89,1179669,2,15,0,False
90,1179676,2,15,0,False
91,1179675,2,15,0,False
92,1179671,1,15,0,False
93,1179672,1,15,0,False
94,1179680,2,80,0,False
95,0,0,80,0,False
96,1179656,2,80,0,False
97,0,0,80,0,False
98,1179680,1,60,0,False
99,1179679,1,60,0,False
100,1179680,2,80,0,False
101,1179681,2,80,0,False
102,1179682,3,100,0,False
103,0,0,80,0,False
104,1179680,3,100,0,False
105,0,0,80,0,False
106,1179683,1,80,0,False
107,1179682,1,80,0,False
108,1179663,3,60,0,False
109,0,0,80,0,False
110,1179654,3,60,0,False
111,0,0,80,0,False
112,1179686,1,105,0,False
113,1179685,1,105,0,False
114,1179687,2,130,0,False
115,0,0,80,0,False
116,1179685,2,130,0,False
117,0,0,80,0,False
118,1179687,1,115,0,False
119,0,0,80,0,False
120,1179686,1,115,0,False
121,0,0,80,0,False
122,1179688,1,120,0,False
123,1179687,1,120,0,False
124,1179689,2,150,0,False
125,0,0,80,0,False
126,1179687,2,150,0,False
127,0,0,80,0,False
128,1179689,2,140,0,False
129,0,0,80,0,False
130,1179688,2,140,0,False
131,0,0,80,0,False
132,1179692,1,135,0,False
133,1179691,1,120,0,False
134,1179691,1,125,0,False
135,1179690,1,125,0,False
136,1179692,1,120,0,False
137,1179690,1,135,0,False
138,1179694,1,145,0,False
139,1179693,1,145,0,False
140,1179685,1,5,0,False
141,1179684,1,5,0,False
142,0,1,80,0,False
143,1179695,1,105,0,False
144,0,0,80,0,False
145,1179696,2,120,0,False
146,1179695,2,120,0,False
147,0,0,80,0,False
148,1179697,1,60,0,False
149,1179695,1,60,0,False
150,0,0,80,0,False
151,1179698,1,105,0,False
152,1179699,2,105,0,False
153,1179695,2,105,0,False
154,0,0,80,0,False
155,1179697,2,60,0,False
156,1179696,2,60,0,False
157,1179699,2,130,0,False
158,0,0,0,0,False
159,1179697,2,130,0,False
160,0,0,0,0,False
161,1179699,1,60,0,False
162,1179698,1,60,0,False
