key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
#,,,,,Model{MainHand},Dye{MainHand},Model{OffHand},Dye{OffHand},,,Model{Head},Dye{Head},Model{Body},Dye{Body},Model{Hands},Dye{Hands},Model{Legs},Dye{Legs},Model{Feet},Dye{Feet},Model{Ears},Dye{Ears},Model{Neck},Dye{Neck},Model{Wrists},Dye{Wrists},Model{LeftRing},Dye{LeftRing},Model{RightRing},Dye{RightRing}
int32,uint32,uint32,byte,sbyte,int64,Stain,int64,Stain,int64,byte,uint32,Stain,uint32,Stain,uint32,Stain,uint32,Stain,uint32,Stain,uint32,Stain,uint32,Stain,uint32,Stain,uint32,Stain,uint32,Stain
0,0,0,0,-1,"0, 0, 0, 0",0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,7,1,0,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131156,0,131156,0,131156,0,131156,0,0,0,0,0,0,0,0,0,0,0
2,2,7,1,1,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131157,0,131157,0,131157,0,131157,0,0,0,0,0,0,0,0,0,0,0
3,2,7,2,0,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131158,0,131158,0,131158,0,131158,0,0,0,0,0,0,0,0,0,0,0
4,2,7,2,1,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131159,0,131159,0,131159,0,131159,0,0,0,0,0,0,0,0,0,0,0
5,2,7,3,0,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131164,0,131164,0,131164,0,131164,0,0,0,0,0,0,0,0,0,0,0
6,2,7,3,1,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131165,0,131165,0,131165,0,131165,0,0,0,0,0,0,0,0,0,0,0
7,2,7,4,0,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131160,0,131160,0,131160,0,131160,0,0,0,0,0,0,0,0,0,0,0
8,2,7,4,1,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131161,0,131161,0,131161,0,131161,0,0,0,0,0,0,0,0,0,0,0
9,2,7,5,0,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131162,0,131162,0,131162,0,131162,0,0,0,0,0,0,0,0,0,0,0
10,2,7,5,1,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131163,0,131163,0,131163,0,131163,0,0,0,0,0,0,0,0,0,0,0
11,2,7,6,0,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131329,0,131329,0,131329,0,131329,0,0,0,0,0,0,0,0,0,0,0
12,2,7,6,1,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,131330,0,131330,0,131330,0,131330,0,0,0,0,0,0,0,0,0,0,0
13,2,7,7,0,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,66133,0,66133,0,66133,0,66133,0,0,0,0,0,0,0,0,0,0,0
14,2,7,7,1,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,66365,0,66365,0,66365,0,66365,0,0,0,0,0,0,0,0,0,0,0
15,2,7,8,0,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,66280,0,66280,0,66280,0,66280,0,0,0,0,0,0,0,0,0,0,0
16,2,7,8,1,"3101, 6, 1, 0",0,"3151, 6, 1, 0",0,"0, 0, 0, 0",0,0,0,66117,0,66117,0,66117,0,66117,0,0,0,0,0,0,0,0,0,0,0
17,1,7,0,-1,"3101, 1, 1, 0",0,"3151, 1, 1, 0",0,"0, 0, 0, 0",0,0,0,66376,0,66376,0,66376,0,66376,0,0,0,0,0,0,0,0,0,0,0
18,3,7,0,-1,"3101, 9, 1, 0",0,"3151, 9, 1, 0",0,"0, 0, 0, 0",0,131296,0,131296,0,131296,0,131296,0,131296,0,0,0,0,0,0,0,0,0,0,0
19,4,7,0,-1,"3001, 3, 1, 0",0,"3051, 3, 1, 0",0,"0, 0, 0, 0",0,0,0,131261,0,131261,0,131261,0,131261,0,0,0,0,0,0,0,0,0,0,0
20,5,7,0,-1,"3101, 5, 1, 0",0,"3151, 5, 1, 0",0,"0, 0, 0, 0",0,0,0,197009,0,197009,0,197008,0,197007,0,0,0,0,0,0,0,0,0,0,0
21,6,7,0,-1,"3101, 9, 1, 0",0,"3151, 9, 1, 0",0,"0, 0, 0, 0",0,0,0,131345,0,131345,0,131345,0,131345,0,0,0,0,0,0,0,0,0,0,0
22,7,7,0,-1,"3001, 2, 1, 0",0,"3051, 2, 1, 0",0,"0, 0, 0, 0",0,0,0,65638,0,65638,0,65638,0,65638,0,0,0,0,0,0,0,0,0,0,0
23,8,7,0,-1,"3001, 2, 1, 0",0,"3051, 2, 1, 0",0,"0, 0, 0, 0",0,0,0,65641,0,65641,0,65641,0,65641,0,0,0,0,0,0,0,0,0,0,0
24,9,7,0,-1,"3001, 2, 1, 0",0,"3051, 2, 1, 0",0,"0, 0, 0, 0",0,0,0,65644,0,65644,0,65644,0,65644,0,0,0,0,0,0,0,0,0,0,0
25,10,7,0,-1,"3101, 11, 1, 0",0,"3151, 11, 1, 0",0,"0, 0, 0, 0",0,0,0,65977,0,65977,0,393658,0,65977,0,0,0,0,0,0,0,0,0,0,0
26,11,7,0,-1,"3101, 10, 1, 0",0,"3151, 10, 1, 0",0,"0, 0, 0, 0",0,0,0,66114,0,197184,0,66114,0,131649,0,0,0,0,0,0,0,0,0,0,0
27,12,7,0,-1,"3101, 16, 1, 0",0,"3151, 16, 1, 0",0,"0, 0, 0, 0",0,0,0,65646,0,65646,0,65646,0,65646,0,0,0,0,0,0,0,0,0,0,0
28,13,7,0,-1,"3101, 5, 1, 0",0,"3151, 5, 1, 0",0,"0, 0, 0, 0",0,66160,0,197230,0,197230,0,262765,0,262765,0,0,0,0,0,0,0,0,0,0,0
29,14,7,0,-1,"3101, 4, 1, 0",0,"3151, 4, 1, 0",0,"0, 0, 0, 0",0,0,0,131785,0,131785,0,131785,0,131785,0,0,0,0,0,0,0,0,0,0,0
