key,0,1
#,,
int32,byte,str
0,0,""
1,7,"Catch jellyfish or crabs"
2,5,"Catch fish rated ★★★ or higher"
3,3,"●★★★★を3匹釣る。"
4,34,"Catch fish with a weak bite (!)"
5,18,"Catch fish with a strong bite (!!)"
6,6,"Catch fish with a ferocious bite (!!!)"
7,5,"Catch sharks"
8,5,"Catch fish rated ★★★ or higher"
9,3,"●★★★★を3匹釣る。"
10,34,"Catch fish with a weak bite (!)"
11,11,"Catch fish with a strong bite (!!)"
12,13,"Catch fish with a ferocious bite (!!!)"
13,13,"Catch crabs"
14,5,"Catch fish rated ★★★ or higher"
15,3,"●★★★★を3匹釣る。"
16,31,"Catch fish with a weak bite (!)"
17,27,"Catch fish with a strong bite (!!)"
18,5,"Catch fish with a ferocious bite (!!!)"
19,13,"Catch fugu"
20,5,"Catch fish rated ★★★ or higher"
21,3,"●★★★★を3匹釣る。"
22,39,"Catch fish with a weak bite (!)"
23,18,"Catch fish with a strong bite (!!)"
24,8,"Catch fish with a ferocious bite (!!!)"
25,19,"Catch shrimp or squid"
26,5,"Catch fish rated ★★★ or higher"
27,41,"Catch fish with a weak bite (!)"
28,26,"Catch fish with a strong bite (!!)"
29,7,"Catch fish with a ferocious bite (!!!)"
30,17,"Catch shrimp or shellfish"
31,5,"Catch fish rated ★★★ or higher"
32,49,"Catch fish with a weak bite (!)"
33,16,"Catch fish with a strong bite (!!)"
34,8,"Catch fish with a ferocious bite (!!!)"
