key,0,1,2,3,4
#,SGB,MapIcon,,Name,
int32,ExportedSG,Image,uint32,EObjName,uint16
0,25422,0,0,0,0
1,30825,63963,2,2013171,0
2,30826,63963,2,2013172,0
3,30164,63964,1,2013173,0
4,30165,63964,1,2013174,0
5,30167,63964,1,2013175,0
6,30166,63964,1,2013176,0
7,30933,63965,8,2013177,0
8,30934,63965,8,2013178,0
9,30935,63965,8,2013179,0
10,30936,63966,4,2013180,0
11,30937,63963,2,2013181,0
12,30938,63963,2,2013182,0
13,30939,63966,4,2013183,0
14,31139,63963,2,2013184,0
15,31181,63963,2,2013185,0
16,31165,63963,2,2013186,0
17,30168,63967,16,2013187,0
18,30848,63967,16,2013188,0
19,30849,63967,16,2013189,0
20,31232,63965,8,2013190,0
21,31230,63965,8,2013191,0
22,31231,63965,8,2013192,0
23,32347,63963,2,2013300,0
24,33270,63963,2,2013375,35
25,33271,63965,8,2013376,35
26,33273,63965,8,2013377,35
27,35296,63965,8,2013523,42
28,35298,63965,8,2013524,42
