key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
#,BNpcName,TargetSmall,TargetLarge,HideStats,Endurance,Fire,Ice,Wind,Earth,Thunder,Water,Slashing,Piercing,Blunt,Magic,SlowVuln,PetrificationVuln,ParalysisVuln,InterruptionVuln,BlindVuln,StunVuln,SleepVuln,BindVuln,HeavyVuln,FlatOrDeathVuln
int32,BNpcName,Image,Image,bit&01,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04
0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False
1,8076,72001,72101,False,12,0,0,0,0,0,0,0,0,21,0,False,False,False,True,False,False,False,False,False,False
2,8077,72002,72102,False,12,0,0,0,0,0,0,21,0,0,0,False,False,False,True,False,False,True,True,True,False
3,8078,72003,72103,False,12,21,0,20,0,0,0,21,21,21,0,False,False,False,False,False,False,False,False,False,False
4,8080,72004,72104,False,12,0,20,21,0,0,0,21,21,21,0,False,False,False,False,False,False,False,False,False,False
5,8082,72005,72105,False,12,0,0,0,20,21,0,21,21,21,0,False,False,False,False,False,False,False,False,False,False
6,8079,72006,72106,False,12,20,21,0,0,0,0,21,21,21,0,False,False,False,False,False,False,False,False,False,False
7,8083,72007,72107,False,12,0,0,0,0,20,21,21,21,21,0,False,False,False,False,False,False,False,False,False,False
8,8081,72008,72108,False,12,0,0,0,21,0,20,21,21,21,0,False,False,False,False,False,False,False,False,False,False
9,8084,72009,72109,False,14,0,0,0,21,0,20,0,0,0,0,False,True,False,False,False,True,True,True,True,True
10,8085,72010,72110,False,12,0,0,0,0,20,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
11,8086,72011,72111,False,12,20,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
12,8087,72012,72112,False,13,0,0,0,0,20,0,0,0,0,0,False,False,False,False,False,True,True,True,True,True
13,8088,72013,72113,False,11,0,0,0,0,20,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
14,8096,72014,72114,False,12,21,0,20,0,0,0,0,0,0,0,False,True,True,True,False,True,True,False,False,False
15,8097,72015,72115,False,12,20,21,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,False,False,False
16,8098,72016,72116,False,14,21,0,20,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,True
17,8124,72017,72117,False,14,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,True,True,True
18,8089,72018,72118,False,11,0,0,0,0,0,0,0,0,0,0,True,False,True,True,True,True,True,True,True,False
19,8090,72019,72119,False,12,0,0,0,0,0,0,0,0,0,0,False,True,True,True,True,True,True,False,False,True
20,8091,72020,72120,False,11,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
21,8092,72021,72121,False,12,0,0,0,0,20,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
22,8093,72022,72122,False,13,20,21,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
23,8094,72023,72123,False,10,21,0,20,0,0,0,0,0,21,0,True,True,True,True,True,True,True,True,True,True
24,8095,72024,72124,False,14,0,0,0,0,20,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True
25,3046,72025,72125,False,13,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True
26,3047,72026,72126,False,14,20,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,True,True
27,8116,72027,72127,False,12,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,True,True,True,True
28,4916,72028,72128,False,10,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True
29,8100,72029,72129,False,14,0,0,0,0,0,0,21,0,0,0,False,True,True,False,False,True,True,True,True,True
30,8099,72030,72130,False,13,0,0,0,0,0,0,21,21,21,0,False,True,True,False,False,True,True,True,True,True
31,8125,72031,72131,False,13,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,True,True,True
32,8126,72032,72132,False,12,0,0,0,0,0,0,21,21,21,0,False,False,False,True,False,False,False,False,False,False
33,8127,72033,72133,False,12,0,0,0,0,0,0,0,0,0,21,False,True,True,False,False,True,True,True,True,False
34,8128,72034,72134,False,13,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,True,True,True,True,True
35,8114,72035,72135,False,12,0,0,0,0,20,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
36,8120,72036,72136,False,12,20,21,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,True,False
37,8121,72037,72137,False,13,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,True,True
38,8129,72038,72138,True,14,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True
39,8122,72039,72139,False,12,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,False
40,8112,72040,72140,False,12,0,0,0,0,0,0,0,0,0,0,True,True,False,True,False,True,False,True,False,True
41,8113,72041,72141,False,13,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,True,True,True
42,8104,72042,72142,False,12,0,0,0,0,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False,False
43,8105,72043,72143,False,12,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
44,8107,72044,72144,False,13,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,True,True,True
45,8109,72045,72145,False,14,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,True,True,True,True,True
46,8123,72046,72146,False,13,0,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,True,True,True
47,8117,72047,72147,False,13,0,0,0,0,0,0,0,0,0,0,True,True,True,False,False,True,True,True,True,True
48,8102,72048,72148,False,14,0,0,0,21,0,20,0,0,0,0,True,True,True,True,False,False,True,True,True,True
49,8101,72051,72151,False,12,21,0,20,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True
50,8108,72050,72150,False,12,0,0,0,0,0,0,0,0,21,0,True,True,True,True,True,True,True,True,True,True
51,8103,72049,72149,False,10,20,0,0,0,0,0,0,0,0,0,False,True,True,True,False,True,True,True,True,False
52,8115,72035,72135,False,12,0,0,0,0,20,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
53,8140,72014,72114,False,10,21,0,20,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
54,9231,72054,72154,False,14,0,0,0,20,21,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True
55,9230,72053,72153,False,12,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,True,True
56,9239,72055,72155,False,13,21,0,20,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,True,True
57,9241,72056,72156,False,14,0,0,0,0,20,21,0,0,0,0,True,True,True,False,True,True,True,True,True,True
58,9233,72057,72157,False,14,21,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,True,True
59,9245,72052,72152,True,14,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True
60,3046,72025,72125,False,14,0,0,0,0,0,0,0,0,0,0,True,True,True,True,True,True,True,True,True,True
61,9908,72058,72158,True,14,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,True,True
62,12471,72059,72159,True,14,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,True,True,True,True
63,12472,72060,72160,True,10,21,21,21,21,21,21,21,21,21,21,True,True,True,False,True,True,True,True,True,True
