key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,ResultItem,Category,CompanyCraftDraftCategory,CompanyCraftType,CompanyCraftDraft,CompanyCraftPart[0],CompanyCraftPart[1],CompanyCraftPart[2],CompanyCraftPart[3],CompanyCraftPart[4],CompanyCraftPart[5],CompanyCraftPart[6],CompanyCraftPart[7],Order
int32,Item,int32,CompanyCraftDraftCategory,CompanyCraftType,CompanyCraftDraft,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,CompanyCraftPart,uint32
0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
1,9462,1,0,1,-1,1,0,0,0,0,0,0,0,1
2,9463,1,0,1,14,2,0,0,0,0,0,0,0,2
3,9464,1,0,1,16,3,0,0,0,0,0,0,0,3
4,9465,1,0,1,18,4,0,0,0,0,0,0,0,4
5,9466,1,0,1,19,5,0,0,0,0,0,0,0,5
6,9653,6,0,2,8,100,0,0,0,0,0,0,0,1
7,9654,6,0,2,8,101,0,0,0,0,0,0,0,2
8,9655,6,0,2,8,102,0,0,0,0,0,0,0,3
9,9656,6,0,2,8,103,0,0,0,0,0,0,0,4
10,9657,6,0,2,8,104,0,0,0,0,0,0,0,5
11,9658,6,0,2,8,105,0,0,0,0,0,0,0,6
12,12215,6,0,2,8,116,0,0,0,0,0,0,0,7
13,9659,6,0,2,9,106,0,0,0,0,0,0,0,8
14,9660,6,0,2,9,107,0,0,0,0,0,0,0,9
15,9661,6,0,2,9,108,0,0,0,0,0,0,0,10
16,9662,6,0,2,9,109,0,0,0,0,0,0,0,11
17,9663,6,0,2,9,110,0,0,0,0,0,0,0,12
18,9664,6,0,2,9,111,0,0,0,0,0,0,0,13
19,9665,6,0,2,10,112,0,0,0,0,0,0,0,14
20,9666,6,0,2,10,113,0,0,0,0,0,0,0,15
21,9667,6,0,2,10,114,0,0,0,0,0,0,0,16
22,9668,6,0,2,10,115,0,0,0,0,0,0,0,17
23,9669,6,0,2,11,200,0,0,0,0,0,0,0,18
24,9670,6,0,2,11,201,0,0,0,0,0,0,0,19
25,9671,6,0,2,11,202,0,0,0,0,0,0,0,20
26,9672,6,0,2,11,203,0,0,0,0,0,0,0,21
27,9673,6,0,2,11,204,0,0,0,0,0,0,0,22
28,9674,6,0,2,11,205,0,0,0,0,0,0,0,23
29,12216,6,0,2,11,216,0,0,0,0,0,0,0,24
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,9676,6,0,2,12,207,0,0,0,0,0,0,0,26
32,9677,6,0,2,12,208,0,0,0,0,0,0,0,27
33,9678,6,0,2,12,209,0,0,0,0,0,0,0,28
34,9679,6,0,2,12,210,0,0,0,0,0,0,0,29
35,9680,6,0,2,12,211,0,0,0,0,0,0,0,30
36,9681,6,0,2,13,212,0,0,0,0,0,0,0,31
37,9682,6,0,2,13,213,0,0,0,0,0,0,0,32
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,9684,6,0,2,13,215,0,0,0,0,0,0,0,34
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,10156,5,1,3,-1,300,0,0,0,0,0,0,0,1
501,10157,5,1,3,0,301,0,0,0,0,0,0,0,2
502,10158,5,1,3,1,302,0,0,0,0,0,0,0,3
503,10159,5,1,3,2,303,0,0,0,0,0,0,0,4
504,10160,5,1,3,3,304,0,0,0,0,0,0,0,5
505,10161,5,1,3,4,305,0,0,0,0,0,0,0,6
506,10162,5,1,4,-1,0,400,0,0,0,0,0,0,1
507,10163,5,1,4,0,0,401,0,0,0,0,0,0,2
508,10164,5,1,4,1,0,402,0,0,0,0,0,0,3
509,10165,5,1,4,2,0,403,0,0,0,0,0,0,4
510,10166,5,1,4,3,0,404,0,0,0,0,0,0,5
511,10167,5,1,4,4,0,405,0,0,0,0,0,0,6
512,10168,5,1,5,-1,0,0,500,0,0,0,0,0,1
513,10169,5,1,5,0,0,0,501,0,0,0,0,0,2
514,10170,5,1,5,1,0,0,502,0,0,0,0,0,3
515,10171,5,1,5,2,0,0,503,0,0,0,0,0,4
516,10172,5,1,5,3,0,0,504,0,0,0,0,0,5
517,10173,5,1,5,4,0,0,505,0,0,0,0,0,6
518,10174,5,1,6,-1,0,0,0,600,0,0,0,0,1
519,10175,5,1,6,0,0,0,0,601,0,0,0,0,2
520,10176,5,1,6,1,0,0,0,602,0,0,0,0,3
521,10177,5,1,6,2,0,0,0,603,0,0,0,0,4
522,10178,5,1,6,3,0,0,0,604,0,0,0,0,5
523,10179,5,1,6,4,0,0,0,605,0,0,0,0,6
524,14003,5,1,3,17,306,0,0,0,0,0,0,0,7
525,14004,5,1,4,17,0,406,0,0,0,0,0,0,7
526,14005,5,1,5,17,0,0,506,0,0,0,0,0,7
527,14006,5,1,6,17,0,0,0,606,0,0,0,0,7
528,21794,7,1,16,24,1500,0,0,0,0,0,0,0,1
529,21795,7,1,17,24,0,0,0,1600,0,0,0,0,1
530,21792,7,1,18,24,0,0,1700,0,0,0,0,0,1
531,21793,7,1,19,24,0,1800,0,0,0,0,0,0,1
532,21798,7,1,16,25,1501,0,0,0,0,0,0,0,2
533,21799,7,1,17,25,0,0,0,1601,0,0,0,0,2
534,21796,7,1,18,25,0,0,1701,0,0,0,0,0,2
535,21797,7,1,19,25,0,1801,0,0,0,0,0,0,2
536,22528,7,1,16,26,1502,0,0,0,0,0,0,0,3
537,22529,7,1,17,26,0,0,0,1602,0,0,0,0,3
538,22526,7,1,18,26,0,0,1702,0,0,0,0,0,3
539,22527,7,1,19,26,0,1802,0,0,0,0,0,0,3
540,23905,7,1,16,28,1503,0,0,0,0,0,0,0,4
541,23906,7,1,17,28,0,0,0,1603,0,0,0,0,4
542,23903,7,1,18,28,0,0,1703,0,0,0,0,0,4
543,23904,7,1,19,28,0,1803,0,0,0,0,0,0,4
544,24346,7,1,16,29,1504,0,0,0,0,0,0,0,5
545,24347,7,1,17,29,0,0,0,1604,0,0,0,0,5
546,24344,7,1,18,29,0,0,1704,0,0,0,0,0,5
547,24345,7,1,19,29,0,1804,0,0,0,0,0,0,5
548,24350,7,1,16,30,1505,0,0,0,0,0,0,0,6
549,24351,7,1,17,30,0,0,0,1605,0,0,0,0,6
550,24348,7,1,18,30,0,0,1705,0,0,0,0,0,6
551,24349,7,1,19,30,0,1805,0,0,0,0,0,0,6
