key,0,1,2,3,4,5,6,7
#,NextPoint,CurrentPoint,Rights,,,FCActionActiveNum,FCActionStockNum,FCChestCompartments
int32,uint32,uint32,uint16,uint16,uint16,byte,byte,byte
0,0,0,0,0,0,0,0,0
1,4043,0,1,0,0,0,0,1
2,16173,4043,2,0,0,0,0,1
3,36389,16173,5,0,0,0,0,3
4,64691,36389,3,0,0,0,0,3
5,98228,64691,4,0,0,1,5,3
6,145555,98228,8,0,0,1,5,3
7,198117,145555,6,0,0,1,5,3
8,260000,198117,7,0,0,2,10,3
9,360000,260000,0,0,0,2,10,3
10,470000,360000,9,0,0,2,10,4
11,590000,470000,0,0,0,2,10,4
12,720000,590000,10,0,0,2,12,4
13,860000,720000,0,0,0,2,12,4
14,1020000,860000,0,0,0,2,12,4
15,1190000,1020000,11,0,0,2,12,5
16,1370000,1190000,0,0,0,2,12,5
17,1560000,1370000,0,0,0,2,12,5
18,1760000,1560000,12,0,0,2,14,5
19,1970000,1760000,0,0,0,2,14,5
20,2190000,1970000,13,0,0,2,15,5
21,2420000,2190000,0,0,0,2,15,5
22,2660000,2420000,0,0,0,2,15,5
23,2910000,2660000,0,0,0,2,15,5
24,3170000,2910000,0,0,0,2,15,5
25,3440000,3170000,0,0,0,2,15,5
26,3720000,3440000,0,0,0,2,15,5
27,4010000,3720000,0,0,0,2,15,5
28,4310000,4010000,0,0,0,2,15,5
29,4620000,4310000,0,0,0,2,15,5
30,999999999,4620000,0,0,0,2,15,5
