key,0
#,
int32,str
0,""
1,"Reason for enlistment: I was inspired by your countless deeds of heroism."
2,"Reason for enlistment: To serve both my Grand Company and my fellow Eorzeans as bravely as you do."
3,"Reason for enlistment: To challenge the limits of my abilities as you challenge yours."
4,"Reason for enlistment: I wish to emulate your calm and resourcefulness in the face of chaos."
5,"Reason for enlistment: I wish to serve under an officer whose hands can create as well as destroy."
6,"Reason for enlistment: I would follow a commander who appreciates the blessings of nature."
7,"Reason for enlistment: I wish to serve under an officer who can balance work and play."
