key,0,1,2
#,Name,FCAuthorityCategory,
int32,str,FCAuthorityCategory,byte
0,"Company Profile",1,1
1,"",0,0
2,"Rank Settings",1,2
3,"Crest Design",1,3
4,"Company Chest Settings",0,0
5,"Invitations",2,1
6,"Applications",2,4
7,"Member Dismissal",2,2
8,"Promotion/Demotion",2,3
9,"Company Board",3,1
10,"",0,0
11,"Short Message",3,2
12,"Company Credits",4,1
13,"Executing Actions",4,2
14,"Discarding Actions",4,3
15,"",5,0
16,"",5,0
17,"",5,0
18,"",5,0
19,"",5,0
20,"",5,0
21,"",5,0
22,"",5,0
23,"",5,0
24,"",5,0
25,"",5,0
26,"",5,0
27,"",5,0
28,"",5,0
29,"",5,0
30,"",5,0
31,"",5,0
32,"",5,0
33,"",5,0
34,"",5,0
35,"",5,0
36,"",5,0
37,"",5,0
38,"",5,0
39,"",5,0
40,"",5,0
41,"",5,0
42,"",5,0
43,"Estate Hall Access",6,1
44,"Estate Renaming",6,2
45,"Greeting Customization",6,3
46,"Purchase/Relinquish Land",7,1
47,"Hall Construction/Removal",7,2
48,"Hall Remodeling",8,1
49,"No Furnishing Privileges",8,3
50,"Furnishing Placement",8,4
51,"Furnishing Placement/Removal",8,5
52,"Paint Fixtures/Furnishings",8,2
53,"Guest Access/Estate Tag Settings",6,4
54,"Message Book Management",15,1
55,"Planting",9,1
56,"Harvesting",9,2
57,"Crop Disposal",9,3
58,"Stabling Chocobos",10,1
59,"Training Members' Chocobos",10,2
60,"Aetherial Wheel Use",8,7
61,"Retainer Dispatchment",8,6
62,"Workshop Construction/Removal",11,1
63,"Project Commencement/Discontinuation",12,1
64,"Project Material Delivery",12,2
65,"Project Progression",12,3
66,"Project Item Collection",12,4
67,"Prototype Creation",12,5
68,"Registration & Dismantling",13,1
69,"Outfitting",13,2
70,"Color Customization",13,3
71,"Renaming",13,4
72,"Voyage Deployment/Recall",13,5
73,"Voyage Finalization",13,6
74,"Exploratory Mission Embarkation",0,0
75,"Orchestrion Operation",14,1
