key,0,1,2,3,4,5,6,7
#,,,,,,,,
int32,str,str,str,str,str,str,str,str
0,"*","*","*","*","*","*","*","*"
1,"bt_swd_sld","bt_swd_emp","*","*","*","*","*","*"
2,"bt_clw_clw","*","*","*","*","*","*","*"
3,"bt_2ax_emp","*","*","*","*","*","*","*"
4,"bt_2sp_emp","*","*","*","*","*","*","*"
5,"bt_2bw_emp","*","*","*","*","*","*","*"
6,"bt_dgr_dgr","*","*","*","*","*","*","*"
7,"bt_2gn_emp","*","*","*","*","*","*","*"
8,"bt_2sw_emp","*","*","*","*","*","*","*"
9,"bt_2gl_emp","*","*","*","*","*","*","*"
10,"bt_stf_emp","bt_stf_sld","bt_2st_emp","*","*","*","*","*"
11,"bt_jst_sld","bt_jst_emp","bt_2js_emp","*","*","*","*","*"
12,"bt_2bk_emp","*","*","*","*","*","*","*"
13,"bt_2ax_emp","bt_swd_sld","bt_swd_emp","bt_2sw_emp","bt_2gb_emp","*","*","*"
14,"bt_clw_clw","bt_2sp_emp","bt_dgr_dgr","bt_2kt_emp","bt_2km_emp","bt_bld_bld","*","*"
15,"bt_2bw_emp","bt_2gn_emp","bt_chk_chk","*","*","*","*","*"
16,"bt_jst_sld","bt_jst_emp","bt_2js_emp","bt_2bk_emp","bt_2rp_emp","bt_brs_plt","*","*"
17,"bt_stf_emp","bt_stf_sld","bt_2st_emp","bt_2bk_emp","bt_2gl_emp","bt_2ff_emp","*","*"
18,"bt_swd_sld","*","*","*","*","*","*","*"
19,"bt_swd_emp","*","*","*","*","*","*","*"
20,"bt_clw_clw","*","*","*","*","*","*","*"
21,"bt_2ax_emp","*","*","*","*","*","*","*"
22,"bt_2sp_emp","*","*","*","*","*","*","*"
23,"bt_2bw_emp","*","*","*","*","*","*","*"
24,"bt_dgr_dgr","*","*","*","*","*","*","*"
25,"bt_2gn_emp","*","*","*","*","*","*","*"
26,"bt_2sw_emp","*","*","*","*","*","*","*"
27,"bt_2gl_emp","*","*","*","*","*","*","*"
28,"bt_stf_sld","*","*","*","*","*","*","*"
29,"bt_stf_emp","*","*","*","*","*","*","*"
30,"bt_2st_emp","*","*","*","*","*","*","*"
31,"bt_jst_sld","*","*","*","*","*","*","*"
32,"bt_jst_emp","*","*","*","*","*","*","*"
33,"bt_2js_emp","*","*","*","*","*","*","*"
34,"bt_2bk_emp","*","*","*","*","*","*","*"
35,"bt_2sp_sld","*","*","*","*","*","*","*"
36,"bt_swd_swd","*","*","*","*","*","*","*"
37,"bt_2kt_emp","*","*","*","*","*","*","*"
38,"bt_2rp_emp","*","*","*","*","*","*","*"
39,"bt_2kt_emp","*","*","*","*","*","*","*"
40,"bt_2rp_emp","*","*","*","*","*","*","*"
41,"bt_2gb_emp","*","*","*","*","*","*","*"
42,"bt_chk_chk","*","*","*","*","*","*","*"
43,"bt_2gb_emp","*","*","*","*","*","*","*"
44,"bt_chk_chk","*","*","*","*","*","*","*"
45,"*","*","*","*","*","*","*","*"
46,"bt_2km_emp","*","*","*","*","*","*","*"
47,"bt_2ff_emp","*","*","*","*","*","*","*"
48,"bt_2km_emp","*","*","*","*","*","*","*"
49,"bt_2ff_emp","*","*","*","*","*","*","*"
50,"bt_bld_bld","*","*","*","*","*","*","*"
51,"bt_brs_plt","*","*","*","*","*","*","*"
52,"bt_bld_bld","*","*","*","*","*","*","*"
53,"bt_brs_plt","*","*","*","*","*","*","*"
