key,0,1,2,3,4,5,6,7,8
#,BNpcName,Icon,Town,PlaceName{Zone}[0],PlaceName{Location}[0],PlaceName{Zone}[1],PlaceName{Location}[1],PlaceName{Zone}[2],PlaceName{Location}[2]
int32,BNpcName,Image,Town,PlaceName,PlaceName,PlaceName,PlaceName,PlaceName,PlaceName
0,0,0,0,0,0,0,0,0,0
1,49,63036,1,30,161,54,68,42,261
2,417,63028,1,30,161,0,0,0,0
3,563,63064,1,31,164,0,0,0,0
4,392,63074,1,30,161,0,0,0,0
5,115,63056,1,31,165,0,0,0,0
6,393,63079,1,31,165,0,0,0,0
7,395,63012,1,30,162,0,0,0,0
8,405,63088,1,30,162,0,0,0,0
9,299,63005,1,31,165,0,0,42,243
10,364,63020,1,31,165,0,0,0,0
11,404,63084,1,30,162,0,0,0,0
12,358,63063,1,30,162,0,0,0,0
13,408,63008,1,31,165,0,0,0,0
14,421,63045,1,30,162,0,0,0,0
15,418,63045,1,30,162,0,0,0,0
16,117,63057,1,31,166,0,0,0,0
17,561,63065,1,30,163,0,0,0,0
18,129,63011,2,31,166,54,70,0,0
19,410,63089,1,33,170,0,0,0,0
20,354,63062,1,31,164,0,0,0,0
21,394,63079,1,33,170,0,0,0,0
22,409,63089,1,31,166,0,0,0,0
23,350,63060,1,31,166,0,0,0,0
24,420,63045,1,33,170,0,0,0,0
25,363,63020,1,33,171,0,0,0,0
26,402,63081,1,33,171,0,0,0,0
27,403,63082,1,33,171,0,0,0,0
28,644,63033,1,33,171,0,0,0,0
29,1181,63070,1,33,171,0,0,0,0
30,1180,63052,1,34,174,0,0,0,0
31,296,63021,1,34,174,0,0,0,0
32,638,63032,1,34,174,0,0,0,0
33,381,63026,1,34,174,0,0,0,0
34,28,63061,1,34,174,0,0,0,0
35,380,63071,1,34,174,0,0,0,0
36,370,63071,1,34,174,0,0,0,0
37,341,63050,1,32,167,0,0,0,0
38,62,63081,1,350,175,0,0,0,0
39,643,63031,1,34,177,0,0,0,0
40,1313,63063,1,32,167,0,0,0,0
41,414,63091,1,34,177,0,0,0,0
