key,0
#,Name
int32,str
0,""
1," "
2,""
3,"Teioh"
4,""
5,"Ambré"
6,"Ambrée"
7,"Argent"
8,"Azure"
9,"Black"
10,"Blanc"
11,"Blanche"
12,"Blaue"
13,"Blauer"
14,"Blaues"
15,"Bleu"
16,"Bleue"
17,"Blond"
18,"Blonde"
19,"Blue"
20,"Brun"
21,"Brune"
22,"Carmin"
23,"Céleste"
24,"Cerise"
25,"Cérulé"
26,"Cerulean"
27,"Cérulée"
28,"Claybank"
29,"Cobalt"
30,"Crimson"
31,"Cuivré"
32,"Cuivrée"
33,"Doré"
34,"Dorée"
35,"Dun"
36,"Écarlate"
37,"Gelbe"
38,"Gelber"
39,"Gelbes"
40,"Gold"
41,"Goldene"
42,"Goldener"
43,"Goldenes"
44,"Green"
45,"Grey"
46,"Grüne"
47,"Grüner"
48,"Grünes"
49,"Incarnat"
50,"Incarnate"
51,"Indigo"
52,"Ivory"
53,"Jais"
54,"Jaune"
55,"Midori"
56,"Nacarat"
57,"Noir"
58,"Noire"
59,"Ocre"
60,"Ocré"
61,"Ocrée"
62,"Or"
63,"Orange"
64,"Pastel"
65,"Pers"
66,"Pourpre"
67,"Red"
68,"Rote"
69,"Roter"
70,"Rotes"
71,"Rouge"
72,"Rousse"
73,"Roux"
74,"Rubican"
75,"Scarlet"
76,"Schwarze"
77,"Schwarzer"
78,"Schwarzes"
79,"Silber"
80,"Silberne"
81,"Silberner"
82,"Silbernes"
83,"Silver"
84,"Smalt"
85,"Sorrel"
86,"Vermeil"
87,"Vermeille"
88,"Vert"
89,"Verte"
90,"Violet"
91,"Violette"
92,"Weiße"
93,"Weißer"
94,"Weißes"
95,"Xanthous"
96,"Yellow"
97,"Acier"
98,"Aetherial"
99,"Agate"
100,"Airain"
101,"Amber"
102,"Ambre"
103,"Amethyst"
104,"Beryl"
105,"Béryl"
106,"Bronze"
107,"Charbon"
108,"Cinder"
109,"Copper"
110,"Corail"
111,"Cristal"
112,"Crystal"
113,"Cuivre"
114,"Darksteel"
115,"Diamant"
116,"Diamond"
117,"Eisen"
118,"Electrum"
119,"Ember"
120,"Émeraude"
121,"Fer"
122,"Garnet"
123,"Grenat"
124,"Iron"
125,"Jade"
126,"Kristall"
127,"Metal"
128,"Métal"
129,"Métallique"
130,"Mythril"
131,"Obsidian"
132,"Obsidienne"
133,"Opale"
134,"Perle"
135,"Platinum"
136,"Quartz"
137,"Rubin"
138,"Rubis"
139,"Ruby"
140,"Saphir"
141,"Schatz"
142,"Seidige"
143,"Seidiger"
144,"Seidiges"
145,"Silky"
146,"Sphene"
147,"Stone"
148,"Topaze"
149,"Turquoise"
150,"Velvet"
151,"Velveteen"
152,"Wootz"
153,"Adoré"
154,"Adorée"
155,"Best"
156,"Bester"
157,"Blinding"
158,"Bloody"
159,"Bon"
160,"Bonne"
161,"Chic"
162,"Clair"
163,"Claire"
164,"Cool"
165,"Dunkle"
166,"Dunkler"
167,"Dunkles"
168,"Easy"
169,"Élancé"
170,"Élancée"
171,"Elder"
172,"Excellent"
173,"Excellente"
174,"Fantastic"
175,"Filant"
176,"Filante"
177,"Fine"
178,"Fraîche"
179,"Frais"
180,"Geölte"
181,"Geölter"
182,"Geöltes"
183,"Glorieuse"
184,"Glorieux"
185,"Good"
186,"Grand"
187,"Gute"
188,"Guter"
189,"Gutes"
190,"Helle"
191,"Heller"
192,"Helles"
193,"Hot"
194,"Hyper"
195,"Klapprige"
196,"Klappriger"
197,"Klappriges"
198,"Limber"
199,"Magnificent"
200,"Magnifique"
201,"Maximum"
202,"Meilleur"
203,"Meilleure"
204,"Méritant"
205,"Méritante"
206,"Natural"
207,"Negative"
208,"Neo"
209,"Old"
210,"Optimal"
211,"Optimale"
212,"Parfait"
213,"Parfaite"
214,"Perfect"
215,"Poetic"
216,"Positive"
217,"Premium"
218,"Pur"
219,"Pure"
220,"Pures"
221,"Radiante"
222,"Raging"
223,"Rich"
224,"Rising"
225,"Robuste"
226,"Saint"
227,"Sainte"
228,"Saurer"
229,"Saures"
230,"Special"
231,"Spécial"
232,"Spéciale"
233,"Super"
234,"Superbe"
235,"Sweet"
236,"Transient"
237,"Ultimate"
238,"Ultime"
239,"Ultra"
240,"Vivid"
241,"Wicked"
242,"Wonder"
243,"Wonderful"
244,""
245,"Beau"
246,"Beauté"
247,"Beautiful"
248,"Beauty"
249,"Bel"
250,"Belle"
251,"Charisma"
252,"Charmant"
253,"Charmante"
254,"Charmanter"
255,"Charmantes"
256,"Dandy"
257,"Edle"
258,"Edler"
259,"Edles"
260,"Elegant"
261,"Élégant"
262,"Elegante"
263,"Élégante"
264,"Fat"
265,"Gallant"
266,"Gorgeous"
267,"Joli"
268,"Jolie"
269,"Pretty"
270,"Princely"
271,"Stylish"
272,"Wilde"
273,"Wilder"
274,"Wildes"
275,"Ambitious"
276,"Angry"
277,"Ardent"
278,"Ardente"
279,"Audacieuse"
280,"Audacieux"
281,"Battante"
282,"Benevolent"
283,"Blistering"
284,"Bold"
285,"Braver"
286,"Braves"
287,"Brilliant"
288,"Calme"
289,"Candid"
290,"Candide"
291,"Chanceuse"
292,"Chanceux"
293,"Daring"
294,"Dutiful"
295,"Eager"
296,"Fier"
297,"Fière"
298,"Fougueuse"
299,"Fougueux"
300,"Fringant"
301,"Fringante"
302,"Furie"
303,"Fury"
304,"Galopante"
305,"Groove"
306,"Hardi"
307,"Hardie"
308,"Humble"
309,"Impétueuse"
310,"Impétueux"
311,"Innocent"
312,"Innocente"
313,"Jolly"
314,"Joyeuse"
315,"Joyeux"
316,"Kluge"
317,"Kluger"
318,"Kluges"
319,"Melancholy"
320,"Merciless"
321,"Merry"
322,"Nana"
323,"Patient"
324,"Patiente"
325,"Pensive"
326,"Peureuse"
327,"Peureux"
328,"Prodigue"
329,"Pureté"
330,"Reckless"
331,"Restless"
332,"Rieur"
333,"Rieuse"
334,"Sagace"
335,"Sanfte"
336,"Sanfter"
337,"Sanftes"
338,"Serein"
339,"Sereine"
340,"Silent"
341,"Somber"
342,"Sombre"
343,"Stern"
344,"Stürmische"
345,"Stürmischer"
346,"Stürmisches"
347,"Timide"
348,"Touched"
349,"Tranquil"
350,"Tranquille"
351,"Treue"
352,"Treuer"
353,"Treues"
354,"Turbulent"
355,"Turbulente"
356,"Verve"
357,"Vif"
358,"Vive"
359,"Vorwitzige"
360,"Vorwitziger"
361,"Vorwitziges"
362,"Wild"
363,"Amour"
364,"Ange"
365,"Angel"
366,"Animus"
367,"Äther"
368,"Atma"
369,"Âtma"
370,"Avenir"
371,"Bonheur"
372,"Brilliance"
373,"Chaos"
374,"Devil"
375,"Divin"
376,"Divine"
377,"Dream"
378,"End"
379,"Engel"
380,"Espoir"
381,"Esprit"
382,"Eternal"
383,"Éternel"
384,"Éternelle"
385,"Evil"
386,"Ewige"
387,"Ewiger"
388,"Ewiges"
389,"Fairy"
390,"Farfadet"
391,"Fee"
392,"Fée"
393,"Fortune"
394,"Geist"
395,"Genesis"
396,"Génie"
397,"Ghost"
398,"Grâce"
399,"Harmony"
400,"Hope"
401,"Illusion"
402,"Immortal"
403,"Joy"
404,"Justice"
405,"Legend"
406,"Legende"
407,"Légende"
408,"Liberty"
409,"Liebe"
410,"Lucky"
411,"Lutin"
412,"Magic"
413,"Malevolent"
414,"Miracle"
415,"Néant"
416,"Nexus"
417,"Novus"
418,"Nozomi"
419,"Oracle"
420,"Passion"
421,"Peace"
422,"Prodige"
423,"Rêve"
424,"Spirit"
425,"Terror"
426,"Wunder"
427,"Akane"
428,"Aoba"
429,"Ayame"
430,"Bleuet"
431,"Camelia"
432,"Camélia"
433,"Campanule"
434,"Cannelle"
435,"Capucine"
436,"Citron"
437,"Clématite"
438,"Coriandre"
439,"Ebony"
440,"Enzian"
441,"Fleur"
442,"Flora"
443,"Flore"
444,"Flower"
445,"Gingembre"
446,"Ginger"
447,"Iris"
448,"Jacinthe"
449,"Jasmin"
450,"Jasmine"
451,"Kaede"
452,"Kiku"
453,"Laurel"
454,"Lavande"
455,"Lilas"
456,"Lily"
457,"Lys"
458,"Mandragora"
459,"Mandragore"
460,"Mimosa"
461,"Momiji"
462,"Momo"
463,"Muguet"
464,"Myosotis"
465,"Nénuphar"
466,""
467,"Olive"
468,"Orchid"
469,"Orchidee"
470,"Orchidée"
471,"Paprika"
472,"Pensée"
473,"Piment"
474,"Pomme"
475,"Rice"
476,"Rose"
477,"Safran"
478,"Sakura"
479,"Tournesol"
480,"Tulipe"
481,"Zitrone"
482,"Adder"
483,"Aile"
484,"Ailé"
485,"Apkallu"
486,"Avian"
487,"Ayu"
488,"Bat"
489,"Beak"
490,"Bec"
491,"Beetle"
492,"Blood"
493,"Bone"
494,""
495,""
496,"Camail"
497,"Chanfrein"
498,"Claw"
499,""
500,"Condor"
501,""
502,"Coursier"
503,"Crête"
504,""
505,"Daune"
506,"Destrier"
507,"Dobbin"
508,"Dodo"
509,"Draconique"
510,"Dragon"
511,"Duvet"
512,"Eagle"
513,""
514,""
515,"Eye"
516,"Face"
517,"Feather"
518,"Feder"
519,"Flaum"
520,"Fledgling"
521,"Foot"
522,"Fox"
523,"Fuchs"
524,"Genet"
525,"Goose"
526,"Hatchling"
527,"Hayabusa"
528,"Heart"
529,"Hengst"
530,"Hiryu"
531,"Jarret"
532,"Jay"
533,"Küken"
534,"Leaper"
535,"Leg"
536,"Licorne"
537,"Manticore"
538,"Miel"
539,"Minotaur"
540,"Mustang"
541,"Orochi"
542,"Palefroi"
543,"Patte"
544,"Pâturon"
545,"Pegasus"
546,"Pelican"
547,"Penne"
548,"Phénix"
549,"Phoenix"
550,"Phurble"
551,"Piaf"
552,"Plumage"
