key,0,1,2,3,4,5,6,7,8,9,10,11
#,,X,,,,,,,,,,
int32,byte,int16,int16,uint16,uint16,int16,int16,uint16,uint16,int16,int16,bit&01
0,100,0,0,0,0,0,0,0,0,0,0,False
1,100,144,88,299,281,329,358,425,394,55,196,False
2,100,340,255,330,626,296,399,452,192,65,38,False
3,100,215,332,578,338,277,668,352,107,-35,-73,False
4,100,270,99,446,914,676,419,204,93,103,74,False
5,100,344,285,169,216,436,468,220,308,59,-89,False
6,100,427,412,169,192,382,496,221,75,6,-95,True
7,100,427,412,169,192,382,496,221,75,6,-95,True
8,100,414,397,206,195,0,0,0,0,14,92,False
9,100,426,413,223,213,0,0,0,0,14,92,False
10,100,173,164,327,334,499,65,384,429,-32,-174,False
11,100,254,116,268,332,387,333,267,355,-10,-60,False
12,100,603,242,286,299,370,495,327,507,65,-19,False
13,100,390,426,491,515,314,574,646,253,72,119,False
14,100,243,286,308,621,550,470,397,337,96,0,False
15,100,172,476,193,225,600,389,297,298,-17,60,False
16,100,494,87,186,360,291,204,204,310,-64,-163,False
17,100,415,425,208,170,0,0,0,0,15,65,False
18,100,432,422,178,205,0,0,0,0,32,71,False
19,50,413,438,196,150,0,0,0,0,3,-60,False
20,100,461,372,73,261,296,496,310,159,-38,129,True
21,100,461,372,73,261,296,496,310,159,-38,129,True
22,100,195,316,519,479,633,415,153,178,-52,-122,False
23,100,387,215,441,317,205,473,473,290,16,-42,False
24,100,308,369,536,262,326,615,230,263,42,93,False
25,100,427,428,344,290,286,531,255,269,24,-81,False
26,100,340,393,150,136,449,332,186,276,0,-165,True
27,100,340,393,150,136,449,332,186,276,0,-165,True
28,100,426,413,223,213,0,0,0,0,11,-90,False
29,100,402,428,210,224,0,0,0,0,-5,-73,False
30,100,23,235,529,676,529,122,351,659,-44,49,False
31,100,70,47,872,623,265,668,555,296,240,183,False
32,100,407,246,203,353,338,300,348,85,1,88,True
33,100,407,246,203,353,338,300,348,85,1,88,True
34,100,37,63,941,919,0,0,0,0,0,385,False
35,100,37,53,931,949,0,0,0,0,-330,-310,False
36,100,104,66,869,929,593,32,198,67,179,222,False
37,100,363,177,615,614,28,241,705,614,-10,135,False
38,100,33,95,922,856,435,929,51,54,48,250,False
39,100,438,436,164,156,0,0,0,0,8,-82,False
40,100,119,57,512,948,442,174,512,831,4,25,False
41,100,80,86,860,437,61,518,756,410,-76,-17,False
42,100,34,88,896,848,0,0,0,0,-330,-50,False
43,100,422,364,223,154,457,499,131,107,0,-86,False
44,100,34,13,934,976,0,0,0,0,-174,-88,False
45,100,201,25,809,909,0,0,0,0,262,-233,False
46,100,78,159,831,767,241,913,396,46,0,177,False
47,100,382,374,223,250,0,0,0,0,-10,98,False
48,100,385,411,247,223,0,0,0,0,-69,50,False
49,100,392,386,233,247,0,0,0,0,-80,-53,False
50,75,225,240,593,593,0,0,0,0,0,0,False
51,75,210,240,600,610,0,0,0,0,0,0,False
52,75,240,230,600,610,0,0,0,0,0,32,False
53,75,170,180,600,630,0,0,0,0,-48,16,False
54,75,210,210,600,600,0,0,0,0,-24,16,False
55,75,200,200,630,630,0,0,0,0,24,-128,False
56,35,420,400,160,230,0,0,0,0,0,112,False
57,35,460,455,100,100,0,0,0,0,0,64,True
58,100,300,334,380,324,0,0,0,0,100,-200,False
59,100,62,50,924,924,0,0,0,0,-256,-183,False
60,100,305,376,317,293,0,0,0,0,-93,-112,False
61,100,122,126,823,837,0,0,0,0,-260,140,False
62,100,112,24,793,891,0,0,0,0,5,292,False
63,100,82,74,863,880,0,0,0,0,-307,-19,False
64,100,72,96,883,837,0,0,0,0,4,366,False
65,100,37,52,924,916,0,0,0,0,-28,320,False
66,100,375,361,297,303,0,0,0,0,11,-155,False
67,100,361,375,303,297,0,0,0,0,11,-155,False
68,100,310,256,370,510,0,0,0,0,-210,-120,False
69,100,10,60,1000,960,0,0,0,0,-100,-420,False
70,100,40,60,980,875,0,0,0,0,100,-410,False
71,100,70,60,875,895,0,0,0,0,100,-420,False
72,100,235,250,535,520,0,0,0,0,0,-250,False
73,100,110,90,815,830,0,0,0,0,0,-390,False
74,100,80,20,840,920,0,0,0,0,0,410,False
75,100,55,30,925,920,0,0,0,0,0,-415,False
