key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
#,GatheringPoint[0],PopRange[0],GatheringPoint[1],PopRange[1],GatheringPoint[2],PopRange[2],GatheringPoint[3],PopRange[3],GatheringPoint[4],PopRange[4],GatheringPoint[5],PopRange[5],GatheringPoint[6],PopRange[6],GatheringPoint[7],PopRange[7],GatheringPoint[8],PopRange[8],GatheringPoint[9],PopRange[9],GatheringPoint[10],PopRange[10],GatheringPoint[11],PopRange[11]
int32,GatheringPoint,Level,GatheringPoint,Level,GatheringPoint,Level,GatheringPoint,Level,GatheringPoint,Level,GatheringPoint,Level,GatheringPoint,Level,GatheringPoint,Level,GatheringPoint,Level,GatheringPoint,Level,GatheringPoint,Level,GatheringPoint,Level
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,30152,0,30153,0,30155,0,30156,0,30157,0,30158,0,30160,0,30161,0,0,0,0,0,0,0,0,0
11,30153,0,30154,0,30155,0,30156,0,30157,0,30158,0,30159,0,30160,0,0,0,0,0,0,0,0,0
12,30152,0,30153,0,30154,0,30155,0,30157,0,30159,0,30160,0,30161,0,0,0,0,0,0,0,0,0
13,30152,0,30154,0,30155,0,30156,0,30158,0,30159,0,30160,0,30161,0,0,0,0,0,0,0,0,0
14,30162,0,30163,0,30165,0,30166,0,30167,0,30168,0,30170,0,30171,0,0,0,0,0,0,0,0,0
15,30163,0,30164,0,30165,0,30166,0,30167,0,30168,0,30169,0,30170,0,0,0,0,0,0,0,0,0
16,30162,0,30163,0,30164,0,30165,0,30167,0,30169,0,30170,0,30171,0,0,0,0,0,0,0,0,0
17,30162,0,30164,0,30165,0,30166,0,30168,0,30169,0,30170,0,30171,0,0,0,0,0,0,0,0,0
18,30172,0,30173,0,30174,0,30175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,30176,0,30177,0,30178,0,30179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,30180,0,30181,0,30183,0,30184,0,30185,0,30186,0,30188,0,30189,0,0,0,0,0,0,0,0,0
21,30181,0,30182,0,30183,0,30184,0,30185,0,30186,0,30187,0,30188,0,0,0,0,0,0,0,0,0
22,30180,0,30181,0,30182,0,30183,0,30185,0,30187,0,30188,0,30189,0,0,0,0,0,0,0,0,0
23,30180,0,30182,0,30183,0,30184,0,30186,0,30187,0,30188,0,30189,0,0,0,0,0,0,0,0,0
24,30190,0,30191,0,30193,0,30194,0,30195,0,30196,0,30198,0,30199,0,0,0,0,0,0,0,0,0
25,30191,0,30192,0,30193,0,30194,0,30195,0,30196,0,30197,0,30198,0,0,0,0,0,0,0,0,0
26,30190,0,30191,0,30192,0,30193,0,30195,0,30197,0,30198,0,30199,0,0,0,0,0,0,0,0,0
27,30190,0,30192,0,30193,0,30194,0,30196,0,30197,0,30198,0,30199,0,0,0,0,0,0,0,0,0
28,30200,0,30201,0,30202,0,30203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,30204,0,30205,0,30207,0,30208,0,30209,0,30210,0,30212,0,30213,0,0,0,0,0,0,0,0,0
30,30205,0,30206,0,30207,0,30208,0,30209,0,30210,0,30211,0,30212,0,0,0,0,0,0,0,0,0
31,30204,0,30205,0,30206,0,30207,0,30209,0,30211,0,30212,0,30213,0,0,0,0,0,0,0,0,0
32,30204,0,30206,0,30207,0,30208,0,30210,0,30211,0,30212,0,30213,0,0,0,0,0,0,0,0,0
33,30214,0,30215,0,30217,0,30218,0,30219,0,30220,0,30222,0,30223,0,0,0,0,0,0,0,0,0
34,30215,0,30216,0,30217,0,30218,0,30219,0,30220,0,30221,0,30222,0,0,0,0,0,0,0,0,0
35,30214,0,30215,0,30216,0,30217,0,30219,0,30221,0,30222,0,30223,0,0,0,0,0,0,0,0,0
36,30214,0,30216,0,30217,0,30218,0,30220,0,30221,0,30222,0,30223,0,0,0,0,0,0,0,0,0
37,30224,0,30225,0,30227,0,30228,0,30229,0,30230,0,30232,0,30233,0,0,0,0,0,0,0,0,0
38,30225,0,30226,0,30227,0,30228,0,30229,0,30230,0,30231,0,30232,0,0,0,0,0,0,0,0,0
39,30224,0,30225,0,30226,0,30227,0,30229,0,30231,0,30232,0,30233,0,0,0,0,0,0,0,0,0
40,30224,0,30226,0,30227,0,30228,0,30230,0,30231,0,30232,0,30233,0,0,0,0,0,0,0,0,0
