key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,LeveRewardItemGroup[0],Probability<%>[0],LeveRewardItemGroup[1],Probability<%>[1],LeveRewardItemGroup[2],Probability<%>[2],LeveRewardItemGroup[3],Probability<%>[3],LeveRewardItemGroup[4],Probability<%>[4],LeveRewardItemGroup[5],Probability<%>[5],LeveRewardItemGroup[6],Probability<%>[6],LeveRewardItemGroup[7],Probability<%>[7]
int32,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte,LeveRewardItemGroup,byte
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,90,3,10,0,0,0,0,0,0,0,0,0,0,0,0
3,2,90,3,10,0,0,0,0,0,0,0,0,0,0,0,0
4,4,90,6,10,0,0,0,0,0,0,0,0,0,0,0,0
5,5,90,6,10,0,0,0,0,0,0,0,0,0,0,0,0
6,7,90,9,10,0,0,0,0,0,0,0,0,0,0,0,0
7,8,90,9,10,0,0,0,0,0,0,0,0,0,0,0,0
8,10,90,12,10,0,0,0,0,0,0,0,0,0,0,0,0
9,11,90,12,10,0,0,0,0,0,0,0,0,0,0,0,0
10,13,90,15,10,0,0,0,0,0,0,0,0,0,0,0,0
11,14,90,15,10,0,0,0,0,0,0,0,0,0,0,0,0
12,16,90,18,10,0,0,0,0,0,0,0,0,0,0,0,0
13,17,90,18,10,0,0,0,0,0,0,0,0,0,0,0,0
14,19,70,21,20,371,10,0,0,0,0,0,0,0,0,0,0
15,20,70,21,20,371,10,0,0,0,0,0,0,0,0,0,0
16,22,80,24,20,0,0,0,0,0,0,0,0,0,0,0,0
17,23,80,24,20,0,0,0,0,0,0,0,0,0,0,0,0
18,25,80,27,20,0,0,0,0,0,0,0,0,0,0,0,0
19,26,80,27,20,0,0,0,0,0,0,0,0,0,0,0,0
20,28,40,30,20,386,40,0,0,0,0,0,0,0,0,0,0
21,29,40,30,20,386,40,0,0,0,0,0,0,0,0,0,0
22,31,90,33,10,0,0,0,0,0,0,0,0,0,0,0,0
23,32,90,33,10,0,0,0,0,0,0,0,0,0,0,0,0
24,34,90,36,10,0,0,0,0,0,0,0,0,0,0,0,0
25,35,90,36,10,0,0,0,0,0,0,0,0,0,0,0,0
26,37,90,39,10,0,0,0,0,0,0,0,0,0,0,0,0
27,38,90,39,10,0,0,0,0,0,0,0,0,0,0,0,0
28,40,90,42,10,0,0,0,0,0,0,0,0,0,0,0,0
29,41,90,42,10,0,0,0,0,0,0,0,0,0,0,0,0
30,43,90,45,10,0,0,0,0,0,0,0,0,0,0,0,0
31,44,90,45,10,0,0,0,0,0,0,0,0,0,0,0,0
32,46,90,48,10,0,0,0,0,0,0,0,0,0,0,0,0
33,47,90,48,10,0,0,0,0,0,0,0,0,0,0,0,0
34,49,70,51,20,372,10,0,0,0,0,0,0,0,0,0,0
35,50,70,51,20,372,10,0,0,0,0,0,0,0,0,0,0
36,52,80,54,20,0,0,0,0,0,0,0,0,0,0,0,0
37,53,80,54,20,0,0,0,0,0,0,0,0,0,0,0,0
38,55,80,57,20,0,0,0,0,0,0,0,0,0,0,0,0
39,56,80,57,20,0,0,0,0,0,0,0,0,0,0,0,0
40,58,40,60,20,387,40,0,0,0,0,0,0,0,0,0,0
41,59,40,60,20,387,40,0,0,0,0,0,0,0,0,0,0
42,61,90,63,10,0,0,0,0,0,0,0,0,0,0,0,0
43,62,90,63,10,0,0,0,0,0,0,0,0,0,0,0,0
44,64,90,66,10,0,0,0,0,0,0,0,0,0,0,0,0
45,65,90,66,10,0,0,0,0,0,0,0,0,0,0,0,0
46,67,90,69,10,0,0,0,0,0,0,0,0,0,0,0,0
47,68,90,69,10,0,0,0,0,0,0,0,0,0,0,0,0
48,70,90,72,10,0,0,0,0,0,0,0,0,0,0,0,0
49,71,90,72,10,0,0,0,0,0,0,0,0,0,0,0,0
50,73,90,75,10,0,0,0,0,0,0,0,0,0,0,0,0
51,74,90,75,10,0,0,0,0,0,0,0,0,0,0,0,0
52,76,90,78,10,0,0,0,0,0,0,0,0,0,0,0,0
53,77,90,78,10,0,0,0,0,0,0,0,0,0,0,0,0
54,79,70,81,20,373,10,0,0,0,0,0,0,0,0,0,0
55,80,70,81,20,373,10,0,0,0,0,0,0,0,0,0,0
56,82,80,84,20,0,0,0,0,0,0,0,0,0,0,0,0
57,83,80,84,20,0,0,0,0,0,0,0,0,0,0,0,0
58,85,80,87,20,0,0,0,0,0,0,0,0,0,0,0,0
59,86,80,87,20,0,0,0,0,0,0,0,0,0,0,0,0
60,88,40,90,20,388,40,0,0,0,0,0,0,0,0,0,0
61,89,40,90,20,388,40,0,0,0,0,0,0,0,0,0,0
62,91,90,93,10,0,0,0,0,0,0,0,0,0,0,0,0
63,92,90,93,10,0,0,0,0,0,0,0,0,0,0,0,0
64,94,90,96,10,0,0,0,0,0,0,0,0,0,0,0,0
65,95,90,96,10,0,0,0,0,0,0,0,0,0,0,0,0
66,97,90,99,10,0,0,0,0,0,0,0,0,0,0,0,0
67,98,90,99,10,0,0,0,0,0,0,0,0,0,0,0,0
68,100,90,102,10,0,0,0,0,0,0,0,0,0,0,0,0
69,101,90,102,10,0,0,0,0,0,0,0,0,0,0,0,0
70,103,90,105,10,0,0,0,0,0,0,0,0,0,0,0,0
71,104,90,105,10,0,0,0,0,0,0,0,0,0,0,0,0
72,106,90,108,10,0,0,0,0,0,0,0,0,0,0,0,0
73,107,90,108,10,0,0,0,0,0,0,0,0,0,0,0,0
74,109,70,111,20,374,10,0,0,0,0,0,0,0,0,0,0
75,110,70,111,20,374,10,0,0,0,0,0,0,0,0,0,0
76,112,80,114,20,0,0,0,0,0,0,0,0,0,0,0,0
77,113,80,114,20,0,0,0,0,0,0,0,0,0,0,0,0
78,115,80,117,20,0,0,0,0,0,0,0,0,0,0,0,0
79,116,80,117,20,0,0,0,0,0,0,0,0,0,0,0,0
80,118,40,120,20,389,40,0,0,0,0,0,0,0,0,0,0
81,119,40,120,20,389,40,0,0,0,0,0,0,0,0,0,0
82,121,90,123,10,0,0,0,0,0,0,0,0,0,0,0,0
83,122,90,123,10,0,0,0,0,0,0,0,0,0,0,0,0
84,124,90,126,10,0,0,0,0,0,0,0,0,0,0,0,0
85,125,90,126,10,0,0,0,0,0,0,0,0,0,0,0,0
86,127,90,129,10,0,0,0,0,0,0,0,0,0,0,0,0
87,128,90,129,10,0,0,0,0,0,0,0,0,0,0,0,0
88,130,90,132,10,0,0,0,0,0,0,0,0,0,0,0,0
89,131,90,132,10,0,0,0,0,0,0,0,0,0,0,0,0
90,133,90,135,10,0,0,0,0,0,0,0,0,0,0,0,0
91,134,90,135,10,0,0,0,0,0,0,0,0,0,0,0,0
92,136,90,138,10,0,0,0,0,0,0,0,0,0,0,0,0
93,137,90,138,10,0,0,0,0,0,0,0,0,0,0,0,0
94,139,70,141,20,375,10,0,0,0,0,0,0,0,0,0,0
95,140,70,141,20,375,10,0,0,0,0,0,0,0,0,0,0
96,142,80,144,20,0,0,0,0,0,0,0,0,0,0,0,0
97,143,80,144,20,0,0,0,0,0,0,0,0,0,0,0,0
98,145,80,147,20,0,0,0,0,0,0,0,0,0,0,0,0
99,146,80,147,20,0,0,0,0,0,0,0,0,0,0,0,0
100,148,40,150,20,391,40,0,0,0,0,0,0,0,0,0,0
101,149,40,150,20,391,40,0,0,0,0,0,0,0,0,0,0
102,151,90,153,10,0,0,0,0,0,0,0,0,0,0,0,0
103,152,90,153,10,0,0,0,0,0,0,0,0,0,0,0,0
104,154,90,156,10,0,0,0,0,0,0,0,0,0,0,0,0
105,155,90,156,10,0,0,0,0,0,0,0,0,0,0,0,0
106,157,90,159,10,0,0,0,0,0,0,0,0,0,0,0,0
107,158,90,159,10,0,0,0,0,0,0,0,0,0,0,0,0
108,160,90,162,10,0,0,0,0,0,0,0,0,0,0,0,0
109,161,90,162,10,0,0,0,0,0,0,0,0,0,0,0,0
110,163,90,165,10,0,0,0,0,0,0,0,0,0,0,0,0
111,164,90,165,10,0,0,0,0,0,0,0,0,0,0,0,0
112,166,90,168,10,0,0,0,0,0,0,0,0,0,0,0,0
113,167,90,168,10,0,0,0,0,0,0,0,0,0,0,0,0
114,169,70,171,20,376,10,0,0,0,0,0,0,0,0,0,0
115,170,70,171,20,376,10,0,0,0,0,0,0,0,0,0,0
116,172,80,174,20,0,0,0,0,0,0,0,0,0,0,0,0
117,173,80,174,20,0,0,0,0,0,0,0,0,0,0,0,0
118,175,80,177,20,0,0,0,0,0,0,0,0,0,0,0,0
119,176,80,177,20,0,0,0,0,0,0,0,0,0,0,0,0
120,178,40,180,20,390,40,0,0,0,0,0,0,0,0,0,0
121,179,40,180,20,390,40,0,0,0,0,0,0,0,0,0,0
122,181,90,183,10,0,0,0,0,0,0,0,0,0,0,0,0
123,182,90,183,10,0,0,0,0,0,0,0,0,0,0,0,0
124,184,90,186,10,0,0,0,0,0,0,0,0,0,0,0,0
125,185,90,186,10,0,0,0,0,0,0,0,0,0,0,0,0
126,187,90,189,10,0,0,0,0,0,0,0,0,0,0,0,0
127,188,90,189,10,0,0,0,0,0,0,0,0,0,0,0,0
128,190,90,192,10,0,0,0,0,0,0,0,0,0,0,0,0
129,191,90,192,10,0,0,0,0,0,0,0,0,0,0,0,0
130,193,90,195,10,0,0,0,0,0,0,0,0,0,0,0,0
131,194,90,195,10,0,0,0,0,0,0,0,0,0,0,0,0
132,196,90,198,10,0,0,0,0,0,0,0,0,0,0,0,0
133,197,90,198,10,0,0,0,0,0,0,0,0,0,0,0,0
134,199,70,201,20,377,10,0,0,0,0,0,0,0,0,0,0
135,200,70,201,20,377,10,0,0,0,0,0,0,0,0,0,0
136,202,80,204,20,0,0,0,0,0,0,0,0,0,0,0,0
137,203,80,204,20,0,0,0,0,0,0,0,0,0,0,0,0
138,205,80,207,20,0,0,0,0,0,0,0,0,0,0,0,0
139,206,80,207,20,0,0,0,0,0,0,0,0,0,0,0,0
140,208,40,210,20,392,40,0,0,0,0,0,0,0,0,0,0
141,209,40,210,20,392,40,0,0,0,0,0,0,0,0,0,0
142,211,90,213,10,0,0,0,0,0,0,0,0,0,0,0,0
143,212,90,213,10,0,0,0,0,0,0,0,0,0,0,0,0
144,214,90,216,10,0,0,0,0,0,0,0,0,0,0,0,0
145,215,90,216,10,0,0,0,0,0,0,0,0,0,0,0,0
146,217,90,219,10,0,0,0,0,0,0,0,0,0,0,0,0
147,218,90,219,10,0,0,0,0,0,0,0,0,0,0,0,0
148,220,90,222,10,0,0,0,0,0,0,0,0,0,0,0,0
149,221,90,222,10,0,0,0,0,0,0,0,0,0,0,0,0
150,223,90,225,10,0,0,0,0,0,0,0,0,0,0,0,0
151,224,90,225,10,0,0,0,0,0,0,0,0,0,0,0,0
152,226,90,228,10,0,0,0,0,0,0,0,0,0,0,0,0
153,227,90,228,10,0,0,0,0,0,0,0,0,0,0,0,0
154,229,70,231,20,378,10,0,0,0,0,0,0,0,0,0,0
