key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,,Reward{Currency}[0],Quantity{Low}[0],Quantity{Mid}[0],Quantity{High}[0],Reward{Currency}[1],Quantity{Low}[1],Quantity{Mid}[1],Quantity{High}[1],,Satisfaction{Low},Satisfaction{Mid},Satisfaction{High},Gil{Low},Gil{Mid},Gil{High}
int32,byte,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,byte,uint16,uint16,uint16,uint16,uint16,uint16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,2,94,117,140,6,71,86,100,0,30,30,30,670,840,1000
2,100,4,94,117,140,7,71,86,100,0,30,30,30,670,840,1000
3,100,2,104,127,150,6,76,91,105,0,80,80,80,780,980,1170
4,100,4,104,127,150,7,76,91,105,0,80,80,80,780,980,1170
5,100,2,114,137,160,6,81,96,110,0,130,130,130,900,1120,1340
6,100,4,114,137,160,7,81,96,110,0,130,130,130,900,1120,1340
7,100,2,124,147,170,6,86,101,115,0,180,180,180,1010,1260,1510
8,100,4,124,147,170,7,86,101,115,0,180,180,180,1010,1260,1510
9,100,2,134,157,180,6,91,106,120,0,0,0,0,1120,1400,1670
10,100,4,134,157,180,7,91,106,120,0,0,0,0,1120,1400,1670
11,150,2,134,157,180,6,91,106,120,0,0,0,0,1120,1400,1670
12,150,4,134,157,180,7,91,106,120,0,0,0,0,1120,1400,1670
13,100,2,94,117,140,6,71,86,100,0,30,30,30,670,840,1000
14,100,4,94,117,140,7,71,86,100,0,30,30,30,670,840,1000
15,100,2,104,127,150,6,76,91,105,0,80,80,80,780,980,1170
16,100,4,104,127,150,7,76,91,105,0,80,80,80,780,980,1170
17,100,2,114,137,160,6,81,96,110,0,130,130,130,900,1120,1340
18,100,4,114,137,160,7,81,96,110,0,130,130,130,900,1120,1340
19,100,2,124,147,170,6,86,101,115,0,180,180,180,1010,1260,1510
20,100,4,124,147,170,7,86,101,115,0,180,180,180,1010,1260,1510
21,100,2,134,157,180,6,91,106,120,0,0,0,0,1120,1400,1670
22,100,4,134,157,180,7,91,106,120,0,0,0,0,1120,1400,1670
23,150,2,134,157,180,6,91,106,120,0,0,0,0,1120,1400,1670
24,150,4,134,157,180,7,91,106,120,0,0,0,0,1120,1400,1670
25,100,2,94,117,140,6,71,86,100,0,30,30,30,670,840,1000
26,100,4,94,117,140,7,71,86,100,0,30,30,30,670,840,1000
27,100,2,104,127,150,6,76,91,105,0,80,80,80,780,980,1170
28,100,4,104,127,150,7,76,91,105,0,80,80,80,780,980,1170
29,100,2,114,137,160,6,81,96,110,0,130,130,130,900,1120,1340
30,100,4,114,137,160,7,81,96,110,0,130,130,130,900,1120,1340
31,100,2,124,147,170,6,86,101,115,0,180,180,180,1010,1260,1510
32,100,4,124,147,170,7,86,101,115,0,180,180,180,1010,1260,1510
33,100,2,134,157,180,6,91,106,120,0,0,0,0,1120,1400,1670
34,100,4,134,157,180,7,91,106,120,0,0,0,0,1120,1400,1670
35,150,2,134,157,180,6,91,106,120,0,0,0,0,1120,1400,1670
36,150,4,134,157,180,7,91,106,120,0,0,0,0,1120,1400,1670
37,100,2,94,117,140,6,71,86,100,0,30,30,30,670,840,1000
38,100,4,94,117,140,7,71,86,100,0,30,30,30,670,840,1000
39,100,2,104,127,150,6,76,91,105,0,80,80,80,780,980,1170
40,100,4,104,127,150,7,76,91,105,0,80,80,80,780,980,1170
41,100,2,114,137,160,6,81,96,110,0,130,130,130,900,1120,1340
42,100,4,114,137,160,7,81,96,110,0,130,130,130,900,1120,1340
43,100,2,124,147,170,6,86,101,115,0,180,180,180,1010,1260,1510
44,100,4,124,147,170,7,86,101,115,0,180,180,180,1010,1260,1510
45,100,2,134,157,180,6,91,106,120,0,0,0,0,1120,1400,1670
46,100,4,134,157,180,7,91,106,120,0,0,0,0,1120,1400,1670
47,150,2,134,157,180,6,91,106,120,0,0,0,0,1120,1400,1670
48,150,4,134,157,180,7,91,106,120,0,0,0,0,1120,1400,1670
49,100,2,94,117,140,6,71,86,100,0,30,30,30,670,840,1000
50,100,4,94,117,140,7,71,86,100,0,30,30,30,670,840,1000
51,100,2,104,127,150,6,76,91,105,0,80,80,80,780,980,1170
52,100,4,104,127,150,7,76,91,105,0,80,80,80,780,980,1170
53,100,2,114,137,160,6,81,96,110,0,130,130,130,900,1120,1340
54,100,4,114,137,160,7,81,96,110,0,130,130,130,900,1120,1340
55,100,2,124,147,170,6,86,101,115,0,180,180,180,1010,1260,1510
56,100,4,124,147,170,7,86,101,115,0,180,180,180,1010,1260,1510
57,100,2,134,157,180,6,91,106,120,0,0,0,0,1120,1400,1670
58,100,4,134,157,180,7,91,106,120,0,0,0,0,1120,1400,1670
59,150,2,134,157,180,6,91,106,120,0,0,0,0,1120,1400,1670
60,150,4,134,157,180,7,91,106,120,0,0,0,0,1120,1400,1670
61,100,2,94,117,140,6,71,86,100,0,30,30,30,670,840,1000
62,100,4,94,117,140,7,71,86,100,0,30,30,30,670,840,1000
63,100,2,104,127,150,6,76,91,105,0,80,80,80,780,980,1170
64,100,4,104,127,150,7,76,91,105,0,80,80,80,780,980,1170
65,100,2,114,137,160,6,81,96,110,0,130,130,130,900,1120,1340
66,100,4,114,137,160,7,81,96,110,0,130,130,130,900,1120,1340
