key,0,1,2,3,4,5,6,7,8,9
#,Hyur,Elezen,Lalafell,Miqo'te,Roegadyn,Au Ra,,,Male,Female
int32,bool,bool,bool,bool,bool,bool,bool,bool,bit&01,bit&02
0,False,False,False,False,False,False,False,False,False,False
1,True,True,True,True,True,True,True,True,True,True
2,True,True,True,True,True,True,True,True,True,False
3,True,True,True,True,True,True,True,True,False,True
4,True,False,False,False,False,False,False,False,True,False
5,True,False,False,False,False,False,False,False,False,True
6,False,True,False,False,False,False,False,False,True,False
7,False,True,False,False,False,False,False,False,False,True
8,False,False,True,False,False,False,False,False,True,False
9,False,False,True,False,False,False,False,False,False,True
10,False,False,False,True,False,False,False,False,True,False
11,False,False,False,True,False,False,False,False,False,True
12,False,False,False,False,True,False,False,False,True,False
13,False,False,False,False,True,False,False,False,False,True
14,False,False,False,False,False,True,False,False,True,False
15,False,False,False,False,False,True,False,False,False,True
16,False,False,False,False,False,False,True,False,True,False
17,False,False,False,False,False,False,False,True,False,True
18,False,False,False,False,False,False,False,True,True,False
19,False,False,False,False,False,False,True,False,False,True
