key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,,,,,,,,,,,,,,,,
int32,byte,byte,bit&01,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool
0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,6,17,True,True,False,False,False,False,False,True,False,True,False,False,False,False
7,37,41,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,38,42,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,39,43,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,40,44,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,41,45,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,42,46,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,22,15,True,False,False,True,True,True,True,False,True,True,False,True,True,True
14,27,11,True,False,True,True,True,True,True,True,True,True,False,True,True,True
15,44,12,True,False,True,True,True,True,True,True,True,True,False,True,True,True
16,19,16,True,False,True,False,False,False,False,False,True,False,False,False,False,False
17,72,21,True,False,False,False,False,False,False,False,False,False,True,False,False,False
18,73,22,True,False,False,False,False,False,False,False,False,False,True,False,False,False
19,10,23,True,False,False,False,False,False,False,False,False,False,True,False,False,False
20,70,31,True,False,False,False,False,False,False,False,False,False,True,False,False,False
21,11,33,True,False,False,False,False,False,False,False,False,False,True,False,False,False
22,71,32,True,False,False,False,False,False,False,False,False,False,True,False,False,False
23,45,13,True,False,True,True,True,True,False,False,True,False,False,True,True,True
24,46,14,True,False,False,False,False,False,True,True,False,True,False,False,False,False
25,57,51,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,60,52,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,61,53,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,62,54,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,63,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,64,56,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,65,57,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,66,58,False,False,False,False,False,False,False,False,False,False,False,False,False,False
