key,0,1,2,3,4
#,,BannerURL,Description,Language,PictureURL
int32,byte,str,str,str,str
0,255,"","","",""
1,0,"http://jp.finalfantasyxiv.com/?utm_source=playstation4&utm_medium=ps_banner&utm_campaign=jp_activity","公式プロモーションサイト","ja","ffxiv_activityfeed_url.png"
2,0,"http://na.finalfantasyxiv.com/?utm_source=playstation4&utm_medium=ps_banner&utm_campaign=na_activity","Official Promo Site","en,ru,ko,zh-TW,zh-CN,pt-BR,tr,es-MX,ar","ffxiv_activityfeed_url.png"
3,0,"http://eu.finalfantasyxiv.com/?utm_source=playstation4&utm_medium=ps_banner&utm_campaign=eu_activity","Official Promo Site","en-GB,es,it,nl,pt,fi,sv,da,no,pl","ffxiv_activityfeed_url.png"
4,0,"http://fr.finalfantasyxiv.com/?utm_source=playstation4&utm_medium=ps_banner&utm_campaign=fr_activity","Site promotionnel","fr,fr-CA","ffxiv_activityfeed_url.png"
5,0,"http://de.finalfantasyxiv.com/?utm_source=playstation4&utm_medium=ps_banner&utm_campaign=de_activity","Promotion-Seite","de","ffxiv_activityfeed_url.png"
6,1,"C000060000000000","フリートライアルを始める","ja","ffxiv_activityfeed_store.png"
7,1,"C000060000000000","Free Trial","en","ffxiv_activityfeed_store.png"
8,1,"C000060000000000","Free Trial","en-GB","ffxiv_activityfeed_store.png"
9,1,"C000060000000000","Essayer gratuitement","fr","ffxiv_activityfeed_store.png"
10,1,"C000060000000000","Testspielzeit","de","ffxiv_activityfeed_store.png"
