key,0,1,2,3,4
#,Objective,Requirement,,Image,Order
int32,str,str,uint16,Image,byte
0,"","",100,0,0
1,"Small Fish in a Big Pond","Requirement: Score 2,500 points or higher.",110,65901,4
2,"Big Fish in a Small Pond","Requirement: Score 5,000 points or higher.",120,65902,5
3,"A Rare Catch","Requirement: Catch a ★★★★ fish.",110,65903,6
4,"Catch of a Lifetime","Requirement: Catch a ★★★★★ fish.",120,65904,7
5,"Give a Man a Fish","Requirement: Catch 15 or more fish when a spectral current is present.",110,65905,8
6,"Teach a Man to Fish","Requirement: Catch 35 or more fish when a spectral current is present.",120,65906,9
7,"Bream Team: Galadion Bay","Requirement: As a party, catch 10 or more different fish in Galadion Bay.",110,65907,10
8,"Bream Team: Southern Strait of Merlthor","Requirement: As a party, catch 10 or more different fish in the southern Strait of Merlthor.",110,65908,13
9,"Bream Team: Northern Strait of Merlthor","Requirement: As a party, catch 10 or more different fish in the northern Strait of Merlthor.",110,65909,19
10,"Bream Team: Rhotano Sea","Requirement: As a party, catch 10 or more different fish in the Rhotano Sea.",110,65910,22
11,"Fabled Fishers","Requirement: As a party, catch 3 or more ★★★★★ fish.",150,65911,31
12,"Favored by Llymlaen","Requirement: Cause a spectral current to occur.",110,65912,32
13,"Octopus Travelers","Requirement: As a party, catch 150 or more octopodes.",120,65913,33
14,"Certifiable Shark Hunters","Requirement: As a party, catch 200 or more sharks.",130,65914,34
15,"Jelled Together","Requirement: As a party, catch 150 or more jellyfish.",120,65915,35
16,"Maritime Dragonslayers","Requirement: As a party, catch 100 or more seahorses.",110,65916,36
17,"Ocean Fishing Amateur","Requirement: Complete one mission during an ocean fishing voyage.",105,65923,1
18,"Ocean Fishing Enthusiast","Requirement: Complete two missions during an ocean fishing voyage.",110,65924,2
19,"Ocean Fishing Fanatic","Requirement: Complete three missions during an ocean fishing voyage.",120,65925,3
20,"Balloon Catchers","Requirement: As a party, catch 250 or more fugu.",130,65917,37
21,"Crab Boat Crew","Requirement: As a party, catch 250 or more crabs.",130,65918,38
22,"Sticking it to the Manta","Requirement: As an individual, catch 25 or more mantas.",120,65919,39
23,"Bream Team: Galadion Bay","Requirement: As a party, catch 9 or more different fish in Galadion Bay. (Target number adjusted for party size.)",110,65907,11
24,"Bream Team: Galadion Bay","Requirement: As a party, catch 8 or more different fish in Galadion Bay. (Target number adjusted for party size.)",110,65907,12
25,"Bream Team: Southern Strait of Merlthor","Requirement: As a party, catch 9 or more different fish in the southern Strait of Merlthor. (Target number adjusted for party size.)",110,65908,14
26,"Bream Team: Southern Strait of Merlthor","Requirement: As a party, catch 8 or more different fish in the southern Strait of Merlthor. (Target number adjusted for party size.)",110,65908,15
27,"Bream Team: Northern Strait of Merlthor","Requirement: As a party, catch 9 or more different fish in the northern Strait of Merlthor. (Target number adjusted for party size.)",110,65909,20
28,"Bream Team: Northern Strait of Merlthor","Requirement: As a party, catch 8 or more different fish in the northern Strait of Merlthor. (Target number adjusted for party size.)",110,65909,21
29,"Bream Team: Rhotano Sea","Requirement: As a party, catch 9 or more different fish in the Rhotano Sea. (Target number adjusted for party size.)",110,65910,23
