key,0,1,2,3,4
#,,,,,
int32,byte,byte,uint16,uint16,uint16
1,0,0,100,100,100
2,1,0,50,50,50
3,3,0,50,50,50
4,1,0,50,50,50
5,10,1,16,35,16
6,1,0,40,40,40
7,10,0,200,650,200
8,0,0,30,30,30
9,8,0,50,50,50
10,1,1,45,28,16
11,1,1,50,8,8
12,1,1,130,60,30
13,1,1,80,40,15
14,2,1,200,100,140
15,3,0,75,75,75
16,3,0,20,20,20
17,10,1,40,20,40
18,10,1,130,60,115
19,10,0,15,15,15
20,11,1,40,40,22
21,0,0,70,70,70
22,10,0,15,15,15
23,10,0,50,50,50
24,3,1,100,150,180
25,0,0,500,800,800
26,0,1,1080,3200,2160
27,3,0,70,70,70
28,0,1,20,10,10
29,3,1,40,90,10
30,1,1,40,20,10
31,3,1,30,150,30
32,3,1,4000,2000,40
33,3,1,4000,2000,40
34,3,1,30,150,30
35,3,0,10,10,10
36,3,1,20,80,20
37,3,1,20,80,20
38,0,1,1500,1400,10
39,0,1,600,5000,10
40,0,1,1400,1200,10
41,0,0,70,70,70
42,1,0,80,80,80
43,1,0,70,70,70
44,1,0,70,70,70
45,1,0,70,70,70
46,0,0,500,500,500
47,0,0,730,730,730
48,0,1,60,800,2600
49,1,1,250,200,100
50,1,1,80,30,50
51,3,1,30,85,34
52,0,0,30,30,30
53,0,0,10,10,10
54,0,1,28,8,5
55,0,1,28,5,20
56,1,1,120,100,30
57,3,1,80,80,45
58,10,0,190,190,190
59,3,1,40,160,40
60,0,1,40,110,40
61,11,0,80,80,80
62,1,1,60,40,16
63,1,1,60,40,16
64,1,1,60,40,16
65,0,0,40,40,10
66,0,1,40,40,150
67,0,0,150,150,10
68,1,1,50,50,50
69,0,1,45,40,20
70,0,1,20,40,20
71,1,1,120,40,25
72,0,1,60,90,700
73,1,0,100,100,100
74,0,1,110,75,200
75,0,1,50,180,70
76,0,1,100,150,250
77,0,1,120,120,120
78,0,0,0,0,0
79,0,1,10,20,50
80,2,0,10,10,10
81,0,1,20,20,30
82,0,1,350,300,100
83,0,1,350,300,100
84,0,1,370,420,100
85,0,1,100,450,140
86,0,1,2000,900,100
87,1,1,100,75,75
88,1,1,125,100,75
89,2,1,150,300,50
90,1,1,100,75,200
