key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Item[0],Item[1],Item[2],Item[3],Item[4],Item[5],Item[6],Item[7],Item[8],Item[9],Item[10],Item[11],Item[12],Item[13]
int32,Item,Item,Item,Item,Item,Item,Item,Item,Item,Item,Item,Item,Item,Item
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13611,13612,13613,13614,13615,13619,13620,13621,13622,13616,13618,13617,13623,13624
2,13597,13598,13599,13600,13601,13605,13606,13607,13608,13602,13604,13603,13609,13610
3,13223,13224,13225,13226,13227,13231,13232,13233,13234,13228,13230,13229,13235,13236
4,14870,14871,14872,14873,14874,14878,14879,14880,14881,14875,14877,14876,14882,14883
5,15223,15224,15225,15226,15227,15231,15232,15233,15234,15228,15230,15229,15235,15236
6,15237,15238,15239,15240,15241,15245,15246,15247,15248,15242,15244,15243,15249,15250
7,15251,15252,15253,15254,15255,15259,15260,15261,15262,15256,15258,15257,15263,15264
8,16050,16051,16052,16053,16054,16058,16059,16060,16061,16055,16057,16056,16062,16063
