key,0,1,2,3,4,5,6,7
#,,,,,,,,
int32,uint32,byte,byte,uint16,uint16,int32,uint16,uint16
0,0,0,0,0,0,0,0,0
1,7,20,23,0,0,0,1000,4500
2,1,24,27,0,0,0,1200,5400
3,8,32,34,0,0,0,1600,7200
4,11,41,43,0,0,0,2000,9000
5,10,50,50,45,110,0,2500,11250
6,13,44,46,0,0,0,2200,9900
7,17,50,50,48,110,0,2500,11250
8,18,50,50,48,110,0,2500,11250
9,5,47,49,0,0,0,2400,10800
10,20,50,50,55,110,0,2500,11250
11,37,53,54,105,0,0,2800,12600
12,30,50,50,90,0,0,2500,11250
13,34,57,58,115,0,0,3000,13500
14,35,60,60,145,210,0,3500,15750
15,40,60,60,170,240,0,3500,15750
