#,Name,Description,Cost,Icon,FCRank,Order,Purchasable
0,,,0,0,0,0,True
1,The Heat of Battle,"Increases EXP earned through battle by 5%.
**Duration:** 24h",3500,64213,5,1,True
2,Earth and Water,"Increases EXP earned through gathering by 5%.
**Duration:** 24h",3500,64215,5,2,True
3,Helping Hand,"Increases EXP earned through crafting by 5%.
**Duration:** 24h",3500,64216,5,3,True
4,A Man's Best Friend,"Increases EXP earned by companions by 10%.
**Duration:** 24h",2800,64214,5,4,True
5,Mark Up,"Increases Wolf Marks earned by 5%.
**Duration:** 24h",2800,64217,5,5,True
6,Seal Sweetener,"Increases company seals earned by 5%.
**Duration:** 24h",2800,64218,5,6,True
7,Brave New World,"Increases the attributes of all Disciple of War or Magic members under level 25 by 10%.
**Duration:** 24h",1750,64201,5,8,True
8,Live off the Land,"Increases gathering by 5.
**Duration:** 24h",2800,64202,5,9,True
9,What You See,"Increases perception by 5.
**Duration:** 24h",2800,64203,5,10,True
10,Eat from the Hand,"Increases craftsmanship by 5.
**Duration:** 24h",2800,64204,5,11,True
11,In Control,"Increases control by 5.
**Duration:** 24h",2800,64205,5,12,True
12,That Which Binds Us,"Increases spiritbonding speed.
**Duration:** 24h",3500,64209,5,13,True
13,Meat and Mead,"Increases duration of food effects by five minutes.
**Duration:** 24h",2800,64208,5,14,True
14,Proper Care,"Slows gear wear by 10%.
**Duration:** 24h",3500,64210,5,15,True
15,Fleet-footed,"Increases duration of **Sprint** in large settlements by 25%.
**Duration:** 24h",2800,64220,5,16,True
16,Reduced Rates,"Reduces teleportation fees by 20%.
**Duration:** 24h",3500,64212,5,17,True
17,Jackpot,"Increases MGP payout by 5%.
**Duration:** 24h",2800,64219,5,7,True
18,,,0,0,0,0,False
19,,,0,0,0,0,False
20,,,0,0,0,0,False
21,,,0,0,0,0,False
22,,,0,0,0,0,False
23,,,0,0,0,0,False
24,,,0,0,0,0,False
25,,,0,0,0,0,False
26,,,0,0,0,0,False
27,,,0,0,0,0,False
28,,,0,0,0,0,False
29,,,0,0,0,0,False
30,,,0,0,0,0,False
31,The Heat of Battle II,"Increases EXP earned through battle by 10%.
**Duration:** 24h",7000,64238,8,18,True
32,Earth and Water II,"Increases EXP earned through gathering by 10%.
**Duration:** 24h",7000,64240,8,19,True
33,Helping Hand II,"Increases EXP earned through crafting by 10%.
**Duration:** 24h",7000,64241,8,20,True
34,A Man's Best Friend II,"Increases EXP earned by companions by 15%.
**Duration:** 24h",7000,64239,8,21,True
35,Mark Up II,"Increases Wolf Marks earned by 10%.
**Duration:** 24h",7000,64242,8,22,True
36,Seal Sweetener II,"Increases company seals earned by 10%.
**Duration:** 24h",7000,64243,8,23,True
37,Brave New World II,"Increases the attributes of all Disciple of War or Magic members under level 49 by 5%.
**Duration:** 24h",3500,64226,8,25,True
38,Live off the Land II,"Increases gathering by 10.
**Duration:** 24h",7000,64227,8,26,True
39,What You See II,"Increases perception by 10.
**Duration:** 24h",7000,64228,8,27,True
40,Eat from the Hand II,"Increases craftsmanship by 10.
**Duration:** 24h",7000,64229,8,28,True
41,In Control II,"Increases control by 10.
**Duration:** 24h",7000,64230,8,29,True
42,That Which Binds Us II,"Increases spiritbonding speed.
**Duration:** 24h",7000,64234,8,30,True
43,Meat and Mead II,"Increases duration of food effects by ten minutes.
**Duration:** 24h",7000,64233,8,31,True
44,Proper Care II,"Slows gear wear by 20%.
**Duration:** 24h",7000,64235,8,32,True
45,Fleet-footed II,"Increases duration of **Sprint** in large settlements by 50%.
**Duration:** 24h",5600,64245,8,33,True
46,Reduced Rates II,"Reduces teleportation fees by 30%.
**Duration:** 24h",7000,64237,8,34,True
47,Jackpot II,"Increases MGP payout by 10%.
**Duration:** 24h",7000,64244,8,24,True
48,,,0,0,0,0,False
