key,0,1,2,3
#,Image,StartTime,EndTime,
int32,Image,single,single,sbyte
0,0,1000,0,0
1,71451,53,57.5,1
2,71452,62.4,66.9,1
3,71453,75.8,80.3,1
4,71454,86.4,90.9,1
5,71455,101,105.5,1
6,71456,115,119.5,1
7,71457,123,127.5,1
8,71458,138.4,142.9,1
9,71459,151.5,156,1
10,71460,165,169.5,1
11,71461,178.8,183.3,1
12,71462,189.4,193.9,1
13,71463,200,204.5,1
14,71464,212,216.5,1
15,71465,239.6,244.1,1
16,71466,255.5,260,1
17,71467,276.5,281,1
18,71468,284.6,289.1,1
19,71469,301,305.5,1
20,71470,309.5,314,1
21,71471,317.3,321.8,1
22,71472,331.5,336,1
23,0,1000,1000,1
24,71473,17.5,22,1
25,71474,27.3,31.8,1
26,71475,51.2,55.7,1
27,71476,57.8,62.3,1
28,71477,68.1,72.6,1
29,71478,75,79.5,1
30,71479,84.4,88.9,1
31,71480,97.3,101.8,1
32,71481,110.7,115.2,1
33,71482,124.7,129.2,1
34,71483,132.7,137.2,1
35,71484,143.2,147.7,1
36,71485,156.6,161.1,1
37,71486,161.9,166.4,1
38,71487,176.9,181.4,1
39,71488,187.4,191.9,1
40,71489,213.1,217.6,1
41,71490,234.5,239,1
42,71491,244.6,249.1,1
43,71492,250.5,255,1
44,71493,263.7,268.2,1
45,71494,276.7,281.2,1
46,71495,286,290.5,1
47,71496,297.2,301.7,1
48,71497,307.5,312,1
49,71498,317.1,321.6,1
50,0,1000,1000,1
