key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,Hyur_M,Hyur_F,Elezen_M,Elezen_F,Lalafell_M,Lalafell_F,Miqote_M,Miqote_F,Roe_M,Roe_F,Hrothgar_M,Hrothgar_F,Viera_M,Viera_F,,
int32,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
0,0,0,0,0,0,0,0,0,-0.1,0,0,0,-0.1,0,0,0
1,0,0,0,0,0,0,0,0,-0.1,0,0,0.1,-0.1,0,0,0
2,0,0,0.1,0.1,0,0,0,0,-0.1,0,0,0,0,0.1,0,0
3,0,0,0,0,0,0,0,0,-0.1,0,0,0.1,0,0,0,0
4,0,0,0,0,0,0,0,0,-0.1,0,0,0,-0.1,0,0,0
5,0,0,0,0,0,0,0,0,-0.1,0,0,0,-0.1,0,0,0
6,0.1,0.1,0,0,0,0,0.1,0.1,-0.1,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0
8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0
9,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
11,0,0,0,0,0,0,0,0,-0.1,0,0,0,-0.1,0,0,0
12,0.15,0.15,0.1,0.1,0.05,0.05,0.1,0.1,0.1,0.05,0.1,0.05,0.1,0.1,0,0.1
13,0,0,0,0,0,0,0,0,-0.1,0,0,0.1,0,0,0,0
14,0,0,0,0,0,0,0,0,-0.1,0,0.1,0,0.1,0,0,0
15,0,0,0.05,0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0
