key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
int32,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,uint16,byte,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,byte,bit&80,bit&01,byte,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40
0,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,1000,1,False,True,True,False,True,False,False,False,False,True,False,False,0,True,True,8,True,True,False,False,False,True
1,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,1000,2,False,True,True,False,True,False,False,False,False,True,False,False,0,True,True,8,False,True,False,False,False,True
2,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,1000,0,False,True,True,False,False,False,False,False,False,True,True,False,0,True,True,0,True,True,False,False,False,False
3,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,True,False,False,False
4,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,False,True,True,False,False,False,False,False,True,False,False,False,5,False,False,0,False,True,True,False,False,False
5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,4,False,False,0,True,False,False,False,False,False
6,True,True,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,True,1000,0,False,False,False,True,False,False,False,False,True,False,False,False,0,True,False,0,True,True,False,False,False,False
7,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,1000,0,False,True,True,False,False,False,False,False,False,False,False,False,0,True,False,0,True,True,False,False,False,True
8,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,True,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,True,False,False,False
9,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,False,False,False,False
10,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,True,False,False,False
11,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1000,0,False,True,True,True,False,False,False,False,True,False,False,False,5,False,False,0,False,True,False,False,False,False
12,True,True,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,1000,0,False,True,True,False,False,False,False,False,True,False,False,False,0,True,False,0,True,True,False,False,False,False
13,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,1000,1,False,True,True,False,False,False,False,False,False,True,False,False,0,True,True,8,True,True,False,False,False,True
14,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,1000,0,False,True,True,False,True,True,False,False,False,True,True,False,0,True,True,8,True,True,False,False,False,False
