key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Name,Name{Short},Passengers,X,Y,RankReq,CeruleumTankReq,SurveyDuration<min>,SurveyDistance,,SurveillanceReq,,,ExpReward
int32,str,str,bit&01,int16,int16,byte,uint16,uint16,uint16,byte,byte,byte,byte,uint32
0,"Sea of Clouds - Sector 01","Sea of Clouds 01",False,371,831,1,1,180,13,0,0,0,0,10610
1,"Sea of Clouds - Sector 02","Sea of Clouds 02",False,615,800,1,1,180,13,0,0,0,0,10610
2,"Sea of Clouds - Sector 03","Sea of Clouds 03",False,156,800,4,1,180,13,0,0,0,0,27840
3,"Sea of Clouds - Sector 04","Sea of Clouds 04",False,787,834,7,1,180,13,0,0,0,0,46660
4,"Sea of Clouds - Sector 05","Sea of Clouds 05",False,492,720,10,2,360,13,0,0,0,0,75920
5,"Sea of Clouds - Sector 06","Sea of Clouds 06",False,334,653,14,2,360,13,0,0,0,0,102600
6,"Sea of Clouds - Sector 07","Sea of Clouds 07",False,587,645,17,2,360,13,0,0,0,0,118350
7,"Sea of Clouds - Sector 08","Sea of Clouds 08",False,516,544,20,3,540,13,0,0,0,0,146210
8,"Sea of Clouds - Sector 09","Sea of Clouds 09",False,380,493,24,3,540,13,0,0,0,0,174980
9,"Sea of Clouds - Sector 10","Sea of Clouds 10",False,721,629,27,3,540,13,0,0,0,0,200430
10,"Sea of Clouds - Sector 11","Sea of Clouds 11",False,185,567,30,4,720,13,0,0,0,0,231750
11,"Sea of Clouds - Sector 12","Sea of Clouds 12",False,906,642,34,4,720,13,0,0,0,0,263530
12,"Sea of Clouds - Sector 13","Sea of Clouds 13",False,202,434,37,4,720,13,0,0,0,0,292170
13,"Sea of Clouds - Sector 14","Sea of Clouds 14",False,77,689,40,5,900,13,0,0,0,0,338330
14,"Sea of Clouds - Sector 15","Sea of Clouds 15",False,103,348,44,5,900,13,0,0,0,0,374020
15,"Sea of Clouds - Sector 16","Sea of Clouds 16",False,886,445,47,5,900,13,0,0,0,0,406590
16,"Sea of Clouds - Sector 17","Sea of Clouds 17",False,721,335,50,6,1440,13,0,90,0,0,0
17,"Sea of Clouds - Sector 18","Sea of Clouds 18",False,540,371,50,6,1440,13,0,90,0,0,0
18,"Sea of Clouds - Sector 19","Sea of Clouds 19",False,248,234,50,6,1440,13,0,90,0,0,0
19,"Sea of Clouds - Sector 20","Sea of Clouds 20",False,421,141,50,6,1440,13,0,90,0,0,0
20,"Sea of Clouds - Sector 21","Sea of Clouds 21",False,556,208,50,6,1440,13,0,90,0,0,0
21,"Sea of Clouds - Sector 22","Sea of Clouds 22",False,663,105,50,6,1440,13,0,90,0,0,0
22,"The Diadem (Hard)","The Diadem (Hard)",True,0,0,50,1,20,1,0,90,0,0,0
23,"Sea of Clouds - Sector 23","Sea of Clouds 23",False,130,120,50,6,1440,13,0,90,0,0,0
24,"Sea of Clouds - Sector 24","Sea of Clouds 24",False,390,380,50,6,1440,13,0,90,0,0,0
25,"","",False,0,0,0,0,0,0,0,0,0,0,0
127,"","",False,483,927,0,0,0,0,0,0,0,0,0
128,"","",False,0,0,0,0,0,0,0,0,0,0,0
