key,0
#,Text
int32,str
0,""
1," Gathering Rate +<Value>IntegerParameter(1)</Value>%"
2," Gathering Rate x <Value>IntegerParameter(1)</Value>"
3,"<If(IntegerParameter(2))> Available<Else/>Gathering Rate <Value>IntegerParameter(1)</Value>%</If>"
4," High-level Item Gathering Rate +<Value>IntegerParameter(1)</Value>%"
5," High-level Item Gathering Rate x <Value>IntegerParameter(1)</Value>"
6," High-level Item Gathering Rate <Value>IntegerParameter(1)</Value>%"
7," Low-level Item Gathering Rate +<Value>IntegerParameter(1)</Value>%"
8," Low-level Item Gathering Rate x <Value>IntegerParameter(1)</Value>"
9," Low-level Item Gathering Rate <Value>IntegerParameter(1)</Value>%"
10,""
11,""
12,""
13,""
14," Gathering Yield +<Value>IntegerParameter(1)</Value>"
15," Gathering Yield x <Value>IntegerParameter(1)</Value>"
16," Gathering Yield = <Value>IntegerParameter(1)</Value>"
17," Gathering Yield +<Value>IntegerParameter(1)</Value>～"
18," Gathering Attempts/Integrity +<Value>IntegerParameter(1)</Value>"
19," Gathering Attempts/Integrity +<Value>IntegerParameter(1)</Value>～"
20," Hidden Item Discovery x<Value>IntegerParameter(1)</Value>%"
21,"<If(IntegerParameter(2))> Collectable Available<Else/> Collectable Unavailable</If>"
22," Gatherer's Boon Chance +<Value>IntegerParameter(1)</Value>%"
23," Gatherer's Boon Chance +<Value>IntegerParameter(1)</Value>%～"
24,"Sublime Rate +<Value>IntegerParameter(1)</Value>% (Requires Maximum Collectability)"
25,"Sublime Rate +<Value>IntegerParameter(1)</Value>%～ (Requires Maximum Collectability)"
26," Collectability +<Value>IntegerParameter(1)</Value>～"
27," Meticulous Action Effect Chance +<Value>IntegerParameter(1)</Value>%～"
28," Scrutiny Effectiveness +<Value>IntegerParameter(1)</Value>%～"
29," Collector's Intuition Effectiveness +<Value>IntegerParameter(1)</Value>%～"
30," Collectability +<Value>IntegerParameter(1)</Value>"
31," Meticulous Action Effect Chance +<Value>IntegerParameter(1)</Value>%"
32," Scrutiny Effectiveness +<Value>IntegerParameter(1)</Value>%"
33," Collector's Intuition Effectiveness +<Value>IntegerParameter(1)</Value>%"
