#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
32768,,0,0,False,False,False
32769,,1402,60492,False,True,False
32770,,1402,60492,True,True,False
32771,,0,0,False,False,True
32772,,0,0,False,False,False
32773,,0,0,False,False,False
32774,,0,0,True,False,False
32775,,1402,60492,True,True,False
32776,,0,0,False,False,False
32777,,1402,0,False,True,False
32778,,0,0,False,False,False
32779,,0,0,False,True,False
32780,,0,60491,False,False,True
32781,,0,60491,True,True,False
32782,,0,0,False,False,False
32783,,0,0,False,True,False
32784,,0,0,False,True,False
32785,,0,0,False,True,False
32786,,0,0,False,True,False
32787,,0,0,False,True,False
32788,,0,0,False,True,False
32789,,0,0,False,True,False
32790,,0,0,False,True,False
32791,,0,0,False,True,False
32792,,0,0,False,True,False
32793,,0,0,False,True,False
32794,,0,60493,False,False,False
