0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,60091,71222,71215,71235,71211,71213,71231,71233,71232,71255,0,0,0,0,0
2,71214,71234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,60094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,71214,71204,71224,71203,71223,0,0,0,0,0,0,0,0,0,0,0
10,71241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,71243,71244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,71201,71221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,71205,71225,71245,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
