0,,,0,0,0,0
1,"Zuf\xc3\xa4llig","Bei Beginn der Partie wird zuf\xc3\xa4llig eine Erg\xc3\xa4nzungsregel ausgew\xc3\xa4hlt.",0,0,0,0
2,"Alle offen","Beide Spieler spielen komplett mit offenen Karten.",1000,3,0,0
3,"Drei offen","Bei Spielbeginn werden drei zuf\xc3\xa4llig ausgew\xc3\xa4hlte Karten aufgedeckt, zwei bleiben dem Gegner verborgen.",1166,2,0,0
4,"Gleich","Wird eine Karte gelegt, die auf zwei oder mehr Seiten den gleichen Wert wie die angrenzenden Karten hat, gewinnt die gelegte Karte gegen alle diese Karten.",666,0,0,0
5,"Verl\xc3\xa4ngerung","Bei einem Unentschieden wird automatisch eine neue Partie gestartet.",1333,0,0,0
6,"Plus","Wird eine Karte gelegt, die auf zwei oder mehr Seiten addiert mit der angrenzenden Karte die gleichen Summen aufweist, gewinnt die gelegte Karte gegen alle diese angrenzenden Karten.",666,0,0,0
7,"Zufallshand","Beide Spieler erhalten eine zuf\xc3\xa4llige Auswahl unter den Karten in ihrem Besitz als Deck und k\xc3\xb6nnen keine im Voraus erstellten Decks ausw\xc3\xa4hlen.",1000,0,0,0
8,"Ordnung","Die Karten m\xc3\xbcssen in der Reihenfolge des Decks gespielt werden.",1666,9,0,0
9,"Chaos","Die Karten m\xc3\xbcssen in einer zuf\xc3\xa4llig festgelegten Reihenfolge gespielt werden.",1433,8,0,0
10,"Umkehrung","Es gewinnt immer die Karte mit dem niedrigeren Wert.",1000,0,0,0
11,"Assfresser","Asse (\xe2\x80\x9eA\xe2\x80\x9c) k\xc3\xb6nnen von Einsen geschlagen werden.",666,0,0,0
12,"Bonus","Jede Fraktionskarte erh\xc3\xa4lt einen Bonus, der sich f\xc3\xbcr jede weitere Karte der gleichen Fraktion auf dem Spielfeld erh\xc3\xb6ht.",1000,13,0,0
13,"Malus","Jede Fraktionskarte erh\xc3\xa4lt einen Malus, der sich f\xc3\xbcr jede weitere Karte der gleichen Fraktion auf dem Spielfeld erh\xc3\xb6ht.",1000,12,0,0
14,"Tauschen","Zu Beginn einer Partie wird eine zuf\xc3\xa4llig bestimmte Karte mit dem Gegner getauscht.",1666,0,0,0
