0,,0,0,False
1,"\xe3\x83\x97\xe3\x83\xad\xe3\x83\x87\xe3\x83\xa5\xe3\x83\xbc\xe3\x82\xb5\xe3\x83\xbc",61531,0,False
2,"\xe3\x82\xb2\xe3\x83\xbc\xe3\x83\xa0\xe3\x83\x9e\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc",61524,0,False
3,"\xe3\x82\xb2\xe3\x83\xbc\xe3\x83\xa0\xe3\x83\x9e\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc",61532,0,False
4,"\xe3\x82\xb2\xe3\x83\xbc\xe3\x83\xa0\xe3\x83\x9e\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc",61533,0,False
5,"\xe9\x80\x9a\xe4\xbf\xa1\xe9\x80\x94\xe7\xb5\xb6\xe7\x8a\xb6\xe6\x85\x8",61503,0,False
6,"\xe4\xbb\xae\xe7\x99\xbb\xe9\x8c\xb2\xef\xbc\x88\xe3\x83\x95\xe3\x83\xac\xe3\x83\xb3\xe3\x83\x89\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88\xef\xbc\x89",61501,1,True
7,"\xe4\xbb\xae\xe7\x99\xbb\xe9\x8c\xb2\xef\xbc\x88\xe3\x83\xaa\xe3\x83\xb3\xe3\x82\xaf\xe3\x82\xb7\xe3\x82\xa7\xe3\x83\xab\xef\xbc\x89",61501,2,True
8,"\xe4\xbb\xae\xe7\x99\xbb\xe9\x8c\xb2\xef\xbc\x88\xe3\x83\x95\xe3\x83\xaa\xe3\x83\xbc\xe3\x82\xab\xe3\x83\xb3\xe3\x83\x91\xe3\x83\x8b\xe3\x83\xbc\xef\xbc\x89",61501,3,True
9,"\xe5\xad\x98\xe5\x9c\xa8\xe3\x81\x97\xe3\x81\xaa\xe3\x81\x84",61502,4,True
10,"\xe3\x82\xaa\xe3\x83\x95\xe3\x83\xa9\xe3\x82\xa4\xe3\x83\xb3",61504,5,True
11,"\xe5\x8f\x96\xe3\x82\x8a\xe8\xbe\xbc\xe3\x81\xbf\xe4\xb8\xad\xef\xbc\x88Busy\xef\xbc\x89",61509,6,True
12,"\xe3\x82\xb3\xe3\x83\xb3\xe3\x83\x86\xe3\x83\xb3\xe3\x83\x84\xe4\xb8\xad\xef\xbc\x88PvP\xef\xbc\x89",61510,7,True
13,"\xe3\x82\xab\xe3\x83\xbc\xe3\x83\x89\xe5\xaf\xbe\xe6\x88\xa6\xe4\xb8\xad",61539,8,True
14,"\xe3\x82\xa4\xe3\x83\x99\xe3\x83\xb3\xe3\x83\x88\xe4\xb8\xad",61508,9,True
15,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\x9c\xe3\x83\x9d\xe3\x83\xbc\xe3\x82\xbf\xe3\x83\xbc\xe9\xa8\x8e\xe4\xb9\x97\xe4\xb8\xad",61534,11,True
16,"\xe9\x9b\xa2\xe5\xb8\xad",61511,12,True
17,"\xe4\xbf\xae\xe7\x90\x86\xe5\xb8\x8c\xe6\x9c\x9",61512,13,True
18,"\xe4\xbf\xae\xe7\x90\x86\xe8\xab\x8b\xe8\xb2\xa0\xe3\x81\x84",61513,14,True
