0,,,,,,0,0,0,1,0,0,,,0,0,0,0,100,0,100,0,0,0,0,0,0,8,0,0,10,100,100,3,0,20,True,False
1,"Kirschbomber","Kirschbomber","Du rufst deinen Kirschbomber als Begleiter herbei. Garantie gegen Selbstzerst\xc3\xb6ung, ansonsten Gil zur\xc3\xbcck.","Um die wei\xc3\x9fgl\xc3\xbchenden Temperaturen in ihren Kernen aufrechtzuerhalten, verschlingen die Bomber so gut wie jedes brennbare Material, einschlie\xc3\x9flich Holz, Kohle, Feuerkristalle und sogar Drachenpfeffer.","Bald ist eure Zeit zur Explosion gekommen! Hihi! Das wird sch\xc3\xb6n ...\x02\x10\x01\x03\x02\x1a\x02\x02\x03Ba Go, Akolyth des 789. Ordens\x02\x1a\x02\x01\x03",4,2,0,1,0,0,,,427,0,4503,3,100,0,100,30,0,0,0,2,0,8,1,0,10,100,100,3,0,20,True,False
2,"Marionette Nr. 001","Marionetten Nr. 001","Du rufst deine Marionette Nr. 001 als Begleiter herbei. Eine voll funktionst\xc3\xbcchtige Puppe, die in Zusammenarbeit der Alchemisten mit der Goldschmiedegilde erschaffen wurde.","Das Standardmodell 001 ist nicht nur ein Verkaufs-\x02\x10\x01\x03schlager, sondern auch die Vorlage, auf der alle anderen Uhrwerk-Diener basieren.","Marionetten haben auch Gef\xc3\xbchle.\x02\x10\x01\x03\x02\x1a\x02\x02\x03Serendipity\x02\x1a\x02\x01\x03",3,1,0,1,1,0,,,419,0,4501,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
3,"Chocobo-K\xc3\xbcken","Chocobo-K\xc3\xbcken","Du rufst dein Chocobo-K\xc3\xbcken als Begleiter herbei. Solange es seine Mutter nicht findet, musst du als Ersatz herhalten.","Selbst wenn dieser Waisenvogel zuf\xc3\xa4llig auf seine Eltern tr\xc3\xa4fe, w\xc3\xbcrde er sie h\xc3\xb6chstwahrscheinlich nicht zur Kenntnis nehmen. Schlie\xc3\x9flich ist bekannt, dass Chocobos das erste Lebewesen, das sie erblicken, als ihre Mutter annehmen -\x02\x10\x01\x03und das w\xc3\xa4rest somit du.","Ein wilder Bengel, aber er ist der Stolz unseres Gest\xc3\xbcts.\x02\x10\x01\x03\x02\x1a\x02\x02\x03Keitha\x02\x1a\x02\x01\x03",4,1,0,1,2,0,,,423,0,4502,1,100,0,100,30,0,30,0,2,0,8,3,0,10,100,100,3,0,20,True,False
4,"Cait Sith-Puppe","Cait Sith-Puppen","Du rufst deine Cait Sith-Puppe als Begleiter herbei. Der extra lange Schwanz hilft dem K\xc3\xa4tzchen dabei, das Gleichgewicht zu halten.","Die Uhrwerk-Ausgabe eines schillernden Katzengeistes aus der Mythologie der Wiesl\xc3\xa4nder. Die Gildenmeisterin der Goldschmiede, Serendipity, hat diese lebensechte Figur angefertigt, um den Kindern, die durch die Katastrophe\x02\x10\x01\x03zu Waisen wurden, eine\x02\x10\x01\x03Freude zu machen.","Im K\xc3\xa4mpfen war ich immer eine Niete.\x02\x10\x01\x03\x02\x1a\x02\x02\x03Cait Sith\x02\x1a\x02\x01\x03",3,1,0,1,1,0,,,430,0,4504,201,100,0,100,30,0,0,0,1,0,8,0,0,10,100,100,3,0,20,True,False
5,"Baby-Behemoth","Baby-Behemoth","Du rufst deinen Baby-Behemoth als Begleiter herbei. Hoffentlich sucht seine Mutter nicht schon nach ihm.","Da sie auf dem Saphirstra\xc3\x9fenmarkt f\xc3\xbcr nicht mehr als eine Handvoll Gil feilgeboten wird, ist die Abstammung dieser kleinen Bestie \xc3\xa4u\xc3\x9ferst fraglich. Sie tr\xc3\xa4gt zwar Z\xc3\xbcge, die einem Behemoth \xc3\xa4hneln, aber ihr st\xc3\xa4ndiges Gequieke\x02\x10\x01\x03erinnert dann doch eher\x02\x10\x01\x03an ein Wildschweinchen.","Tja, so l\xc3\xa4uft's halt manchmal im Leben. Mal verspeist\x02\x10\x01\x03man den Behemoth, und manchmal wird man vom\x02\x10\x01\x03Behemoth verspeist ...\x02\x10\x01\x03\x02\x1a\x02\x02\x03Wymond\x02\x1a\x02\x01\x03",3,1,0,1,0,0,,,428,0,4505,5,100,0,100,30,0,0,0,2,0,8,5,0,10,100,100,3,0,20,True,False
6,"Marionette Nr. 003L","Marionetten Nr. 003L","Du rufst deine Marionette Nr. 003L als Begleiter herbei. Eine voll funktionst\xc3\xbcchtige Puppe, die f\xc3\xbcr den Mahlstrom gebaut wurde.","Diese handgefertigten Marionetten sollten eigentlich als Flaggentr\xc3\xa4ger bei Paraden des Mahlstroms dienen. Sie wurden jedoch schnell wieder au\xc3\x9fer Dienst gestellt, da aufgrund ihrer kleinen Statur niemand die\x02\x10\x01\x03Flaggen sehen konnte.","Marionetten haben auch Gef\xc3\xbchle.\x02\x10\x01\x03\x02\x1a\x02\x02\x03Serendipity\x02\x1a\x02\x01\x03",3,1,0,1,1,0,,,420,0,4506,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
7,"Marionette Nr. 003G","Marionetten Nr. 003G","Du rufst deine Marionette Nr. 003G als Begleiter herbei. Eine voll funktionst\xc3\xbcchtige Puppe, die f\xc3\xbcr die Bruderschaft der Morgenviper gebaut wurde.","Diese handgefertigten Marionetten sollten eigentlich als Flaggentr\xc3\xa4ger bei Paraden der Bruderschaft der Morgenviper dienen. Sie wurden jedoch schnell wieder au\xc3\x9fer Dienst gestellt, da aufgrund ihrer kleinen Statur niemand die\x02\x10\x01\x03Flaggen sehen konnte.","Marionetten haben auch Gef\xc3\xbchle.\x02\x10\x01\x03\x02\x1a\x02\x02\x03Serendipity\x02\x1a\x02\x01\x03",3,1,0,1,1,0,,,421,0,4507,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
8,"Marionette Nr. 003U","Marionetten Nr. 003U","Du rufst deine Marionette Nr. 003L als Begleiter herbei. Eine voll funktionst\xc3\xbcchtige Puppe, die f\xc3\xbcr die Legion der Unsterblichen gebaut wurde.","Diese handgefertigten Marionetten sollten eigentlich als Flaggentr\xc3\xa4ger bei Paraden der Legion der Unsterblichen dienen. Sie wurden jedoch schnell wieder au\xc3\x9fer Dienst gestellt, da aufgrund ihrer kleinen Statur niemand die\x02\x10\x01\x03Flaggen sehen konnte.","Marionetten haben auch Gef\xc3\xbchle.\x02\x10\x01\x03\x02\x1a\x02\x02\x03Serendipity\x02\x1a\x02\x01\x03",3,1,0,1,1,0,,,422,0,4508,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
9,"Mahlstrom-K\xc3\xbcken","Mahlstrom-K\xc3\xbcken","Du rufst dein Mahlstrom-K\xc3\xbcken als Begleiter herbei. Kaum geschl\xc3\xbcpft, flie\xc3\x9ft schon das rote Blut des Mahlstroms in seinen Adern. Bis die See es im Tod umf\xc3\xa4ngt!","Von einem Sturmmariner aufgezogen, der ein verwahrlostes Ei in den Stallungen der Gesellschaft fand, die er saubermachen sollte. Dieses niedliche K\xc3\xbcken ist ein Symbol des Neuanfangs f\xc3\xbcr den m\xc3\xa4chtigen Mahlstrom.","Habe ich dir schon erz\xc3\xa4hlt, dass ein pr\xc3\xa4chtiges\x02\x10\x01\x03K\xc3\xbcken aus Leias Ei geschl\xc3\xbcpft ist? Was f\xc3\xbcr eine Freude!\x02\x10\x01\x03\x02\x1a\x02\x02\x03Luquelot\x02\x1a\x02\x01\x03",4,1,0,1,2,0,,,424,0,4509,1,100,0,100,30,0,30,0,2,0,8,3,0,10,100,100,3,0,20,True,False
