262144,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262145,"maisonnette en bois nosc\xc3\xa9enne","maisonnettes en bois nosc\xc3\xa9ennes",0,0,0,1,1,0,6347,6374,6401,6410,6455,6458,6461,0,0,0,6455,6458,6461,0,22,0
262146,"maisonnette composite nosc\xc3\xa9enne","maisonnettes composites nosc\xc3\xa9ennes",0,0,0,1,1,0,6348,6375,6402,6411,6455,6458,6461,0,0,0,6455,6458,6461,0,22,0
262147,"maisonnette en pierre nosc\xc3\xa9enne","maisonnettes en pierre nosc\xc3\xa9ennes",0,0,0,1,1,0,6349,6376,6403,6412,6455,6458,6461,0,0,0,6455,6458,6461,0,22,0
262148,"pavillon en bois nosc\xc3\xa9en","pavillons en bois nosc\xc3\xa9ens",0,0,0,1,0,0,6350,6377,6401,6410,6455,6458,6462,6455,6458,6462,6455,6458,6462,0,22,1
262149,"pavillon composite nosc\xc3\xa9en","pavillons composites nosc\xc3\xa9ens",0,0,0,1,0,0,6351,6378,6402,6411,6455,6458,6462,6455,6458,6462,6455,6458,6462,0,22,1
262150,"pavillon en pierre nosc\xc3\xa9en","pavillons en pierre nosc\xc3\xa9ens",0,0,0,1,0,0,6352,6379,6403,6412,6455,6458,6462,6455,6458,6462,6455,6458,6462,0,22,1
262151,"villa en bois nosc\xc3\xa9enne","villas en bois nosc\xc3\xa9ennes",0,0,0,1,1,0,6353,6380,6401,6410,6455,6458,6463,6455,6458,6463,6455,6458,6463,6463,22,2
262152,"villa composite nosc\xc3\xa9enne","villas composites nosc\xc3\xa9ennes",0,0,0,1,1,0,6354,6381,6402,6411,6455,6458,6463,6455,6458,6463,6455,6458,6463,6463,22,2
262153,"villa en pierre nosc\xc3\xa9enne","villas en pierre nosc\xc3\xa9ennes",0,0,0,1,1,0,6355,6382,6403,6412,6455,6458,6463,6455,6458,6463,6455,6458,6463,6463,22,2
262154,"maisonnette en bois sombrelin\xc3\xa7oise","maisonnettes en bois sombrelin\xc3\xa7oises",0,0,0,1,1,0,6356,6383,6404,6413,6456,6459,6464,0,0,0,6456,6459,6464,0,23,0
262155,"maisonnette composite sombrelin\xc3\xa7oise","maisonnettes composites sombrelin\xc3\xa7oises",0,0,0,1,1,0,6357,6384,6405,6414,6456,6459,6464,0,0,0,6456,6459,6464,0,23,0
262156,"maisonnette en pierre sombrelin\xc3\xa7oise","maisonnettes en pierre sombrelin\xc3\xa7oises",0,0,0,1,1,0,6358,6385,6406,6415,6456,6459,6464,0,0,0,6456,6459,6464,0,23,0
262157,"pavillon en bois sombrelin\xc3\xa7ois","pavillons en bois sombrelin\xc3\xa7ois",0,0,0,1,0,0,6359,6386,6404,6413,6456,6459,6465,6456,6459,6465,6456,6459,6465,0,23,1
262158,"pavillon composite sombrelin\xc3\xa7ois","pavillons composites sombrelin\xc3\xa7ois",0,0,0,1,0,0,6360,6387,6405,6414,6456,6459,6465,6456,6459,6465,6456,6459,6465,0,23,1
262159,"pavillon en pierre sombrelin\xc3\xa7ois","pavillons en pierre sombrelin\xc3\xa7ois",0,0,0,1,0,0,6361,6388,6406,6415,6456,6459,6465,6456,6459,6465,6456,6459,6465,0,23,1
262160,"villa en bois sombrelin\xc3\xa7oise","villas en bois sombrelin\xc3\xa7oises",0,0,0,1,1,0,6362,6389,6404,6413,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466,23,2
262161,"villa composite sombrelin\xc3\xa7oise","villas composites sombrelin\xc3\xa7oises",0,0,0,1,1,0,6363,6390,6405,6414,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466,23,2
262162,"villa en pierre sombrelin\xc3\xa7oise","villas en pierre sombrelin\xc3\xa7oises",0,0,0,1,1,0,6364,6391,6406,6415,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466,23,2
262163,"maisonnette en bois thanalanaise","maisonnettes en bois thanalanaises",0,0,0,1,1,0,6365,6392,6407,6416,6457,6460,6467,0,0,0,6457,6460,6467,0,24,0
262164,"maisonnette composite thanalanaise","maisonnettes composites thanalanaises",0,0,0,1,1,0,6366,6393,6408,6417,6457,6460,6467,0,0,0,6457,6460,6467,0,24,0
262165,"maisonnette en pierre thanalanaise","maisonnettes en pierre thanalanaises",0,0,0,1,1,0,6367,6394,6409,6418,6457,6460,6467,0,0,0,6457,6460,6467,0,24,0
262166,"pavillon en bois thanalanais","pavillons en bois thanalanais",0,0,0,1,0,0,6368,6395,6407,6416,6457,6460,6468,6457,6460,6468,6457,6460,6468,0,24,1
262167,"pavillon composite thanalanais","pavillons composites thanalanais",0,0,0,1,0,0,6369,6396,6408,6417,6457,6460,6468,6457,6460,6468,6457,6460,6468,0,24,1
262168,"pavillon en pierre thanalanais","pavillons en pierre thanalanais",0,0,0,1,0,0,6370,6397,6409,6418,6457,6460,6468,6457,6460,6468,6457,6460,6468,0,24,1
262169,"villa en bois thanalanaise","villas en bois thanalanaises",0,0,0,1,1,0,6371,6398,6407,6416,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469,24,2
262170,"villa composite thanalanaise","villas composites thanalanaises",0,0,0,1,1,0,6372,6399,6408,6417,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469,24,2
