0,,,,,0,0,0,0,0,0,0,0,0,0,False,False,0
1,"Kn\xc3\xb6pft euch ein Monster nach dem anderen vor!","Mehrere Monster derselben Art schlie\xc3\x9fen sich zu Gruppen zusammen. Achtet auf ihre Sichtfelder, um nicht zu viel Aufmerksamkeit zu erregen!\x02\x10\x01\x03Einige Monster k\xc3\xb6nnen euch allerdings durch die Gegend schleudern und euch so einen Strich durch die Rechnung machen.","Sobald euch die Goobbue bemerkt, greifen euch alle Monster an!\x02\x10\x01\x03Erledigt erst die au\xc3\x9fen stehenden Monster, ohne dabei von der aufmerksamen Goobbue entdeckt zu werden!","Bei dieser milit\xc3\xa4rischen \xc3\x9cbung wird der Gruppenkampf gegen Monster trainiert. Um die ohne Pause erscheinenden Monster zu besiegen, m\xc3\xbcsst ihr gut zusammenarbeiten und eure jeweiligen St\xc3\xa4rken ausspielen!\x02\x10\x01\x03\x02\x10\x01\x03Sobald die Monster euch bemerken, greifen sie an. Wenn ihr einen unkoordinierten Kampf gegen eine \xc3\x9cbermacht vermeiden wollt, solltet ihr euch geschickt einen Gegner nach dem anderen vornehmen.",3280,660,1120,50,0,0,0,0,0,0,False,False,1004746
2,"Besiegt Bockmann, bevor er Verst\xc3\xa4rkung ruft!","Wenn Bockmann schw\xc3\xa4cher wird, ruft er nach Unterst\xc3\xbctzung. Sch\xc3\xbctzt euch, indem ein Gruppenmitglied (Verteidiger oder \xe2\x80\x9eTank\xe2\x80\x9c), das viel einstecken kann, alle Feinde auf sich lenkt.","Meidet zu lange Gefechte gegen eine Vielzahl von Feinden! Jemand mit hohem Attackewert sollte die Gegner so schnell wie m\xc3\xb6glich dezimieren!","Besiegt den furchteinfl\xc3\xb6\xc3\x9fenden Bockmann! Achtet dabei auf seine enorme Reichweite! Au\xc3\x9ferdem ruft er Verst\xc3\xa4rkung, wenn er in Bedr\xc3\xa4ngnis kommt, also seid flink!",3420,680,1160,50,0,0,0,0,0,0,False,False,1004742
3,"\xc3\x96ffnet die Tore und besiegt Kliffspringer!","Grunds\xc3\xa4tzlich \xc3\xb6ffnen sich die Tore, sobald ihr alle Monster davor aus dem Weg ger\xc3\xa4umt habt, doch manchmal m\xc3\xbcssen daf\xc3\xbcr Schalter bet\xc3\xa4tigt werden.","In der hintersten H\xc3\xb6hle versuchen Yarzons durch Felsw\xc3\xa4nde zu brechen, um \xc3\xbcber euch herzufallen. Das wird ein Wettlauf gegen die Zeit!","Bei dieser milit\xc3\xa4rischen \xc3\x9cbung wird die Erst\xc3\xbcrmung feindlicher Befestigungsanlagen erprobt. Bahnt euch einen Weg durch die von Monstern bewachten Tore und erschlagt die Kr\xc3\xb6te Kliffspringer, die hinter dem dritten Tor hockt!\x02\x10\x01\x03\x02\x10\x01\x03Verliert euer Ziel nicht aus den Augen und beeilt euch, bevor sich die an den Felsw\xc3\xa4nden lauernden Yarzons auf euch st\xc3\xbcrzen!",7260,1450,1740,80,0,0,0,0,0,0,False,False,1004744
4,"Schw\xc3\xa4cht, bet\xc3\xa4ubt und fangt die Gilkr\xc3\xb6te!","Die R\xc3\xa4uber heilen die Gilkr\xc3\xb6te kontinuierlich, also solltet ihr das Reptil von den Halunken weglocken!","Besiegt die Feuer-Exergone und entz\xc3\xbcndet mit ihren Essenzen das Schlafkraut. Daraufhin lockt ihr die Kr\xc3\xb6te in das Schlafgas, um sie zu bet\xc3\xa4uben und dann einzufangen.","Das Lieblingstier des ebenso wohlhabenden wie einflussreichen Republikaners Teledji Adeledji wurde von gierigen R\xc3\xa4ubern entf\xc3\xbchrt, um f\xc3\xbcr sie L\xc3\xb6segeld zu fordern. Macht den Halunken einen Strich durch die Rechnung und bringt das geliebte Kriechtier unversehrt zur\xc3\xbcck!\x02\x10\x01\x03\x02\x10\x01\x03F\xc3\xbcr diesen Einsatz haben wir ein Kraut besorgt, das bei Verbrennung ein einschl\xc3\xa4ferndes Gas verstr\xc3\xb6mt. Um die Gilkr\xc3\xb6te lebend zu fangen, geht ihr wie folgt vor:  Zuerst schw\xc3\xa4cht ihr sie, dann entz\xc3\xbcndet ihr das Kraut mit einer Feuer-Exergon-Essenz und schl\xc3\xa4fert mit dem so produzierten Schlafgas das kostbare Tier ein.",7560,1510,1810,80,0,0,0,0,0,0,False,False,1004744
5,"Bleibt den Pollen der Staubgef\xc3\xa4\xc3\x9fe fern!","Pollen f\xc3\xbcgen anhaltenden Giftschaden zu!","Lockt Feinde, die sich in giftigen Pollenwolken befinden, hervor und bek\xc3\xa4mpft sie an einem sicheren Ort!","Aggressive Karnivoren bedrohen die Tier- und Pflanzenwelt der Gegend mit ihren hochgiftigen Pollen.\x02\x10\x01\x03\x02\x10\x01\x03Besiegt die giftige Fledermausfalle! Sie wird sich erst zeigen, wenn ihr das kleinere Unkraut beseitigt habt. Doch nehmt euch vor den Staubgef\xc3\xa4\xc3\x9fen in Acht. Bleibt in sicherer Entfernung, sodass ihr nicht in eine Pollenwolke geratet!",8770,1750,2280,110,0,0,0,0,0,0,False,False,1004742
6,"Besiegt den Anf\xc3\xbchrer der Banditen!","Sobald die Wachen euch bemerken, werden sie euch angreifen! Sorgt daf\xc3\xbcr, dass es nicht zu viele werden, sondern kn\xc3\xbcpft euch kleine Gruppen vor.","Wenn sich die Gegner heilen k\xc3\xb6nnen, zieht sich die Schlacht in die L\xc3\xa4nge. Beseitigt daher zuerst die Druiden!","Bek\xc3\xa4mpft die R\xc3\xa4uberbande der Rotbauch-Wespen, die sich in der N\xc3\xa4he von Toto-Rak ein neues Nest gesucht hat!\x02\x10\x01\x03\x02\x10\x01\x03Wenn der Kopf der Bande angegriffen wird, ruft er Verst\xc3\xa4rkung, also beseitigt zuerst die Wachen und Druiden. K\xc3\xa4mpft immer nur gegen eine kleine Zahl von Feinden!",10150,2030,2500,120,0,0,0,0,0,0,False,False,1004742
7,"Besiegt Briaxio und lasst euch nicht verhexen!","Negative Status von Gruppenmitgliedern k\xc3\xb6nnen mit Gegenst\xc3\xa4nden oder dem Zauber Medica aufgehoben werden.","Es k\xc3\xb6nnte helfen, deine Gruppe in zwei Einheiten aufzuteilen - eine, die es mit Briaxio aufnimmt, w\xc3\xa4hrend die andere sich um die verhexten Kreaturen k\xc3\xbcmmert.","B\xc3\xb6sartige Sylphen, die eher den Wald der Einkehr abfackeln w\xc3\xbcrden, ehe sie Frieden mit den Gridaniern schlie\xc3\x9fen, setzen ihre verbotenen Zauber ein, um die Kreaturen des Waldes zu unterwerfen. Diese sind dadurch in der Lage, weitreichende Angriffe auszuf\xc3\xbchren und ihre Opfer zu vergiften.\x02\x10\x01\x03\x02\x10\x01\x03Die Kreaturen k\xc3\xb6nnen nur befreit werden, indem der abtr\xc3\xbcnnige Anf\xc3\xbchrer Briaxio besiegt wird.",10280,2060,2800,140,0,0,0,0,0,0,False,False,1004742
8,"Durchbrecht die Barrikaden!","Die Bomben explodieren nach einigen Sekunden. Seid flink!","Ihr k\xc3\xb6nnt die Barrikaden wie normale Gegner angreifen. Bringt die LP auf Null, um sie zu durchbrechen. ","Goblin-Banditen haben Nophicas Lethe besetzt. Durchbrecht ihre Barrikaden und besiegt die Gesetzlosen!\x02\x10\x01\x03\x02\x10\x01\x03Die hinterh\xc3\xa4ltigen Goblins wehren sich mit Bomben, die mit einigen Sekunden Verz\xc3\xb6gerung explodieren. Weicht aus und nutzt die Explosionen zum Sprengen der Barrikaden!",10710,2140,2920,140,0,0,0,0,0,0,False,False,1004742
9,"Besiegt Toxin-Tamlyn!","Aus den blauen \xe2\x80\x9eranzigen Blubberblasen\xe2\x80\x9c schl\xc3\xbcpfen Monster, wenn ihr sie nicht rechtzeitig zerst\xc3\xb6rt.","Die lila S\xc3\xa4ure-Blubberblasen verspritzen \xc3\xa4tzende S\xc3\xa4ure, wenn sie angegriffen werden.","Am Narrenfall verseucht der riesige Morbol Toxin-Tamlyn das sonst so klare Wasser. Haltet ihn auf, bevor sich die Verpestung weiter ausbreitet!\x02\x10\x01\x03\x02\x10\x01\x03Gebt jedoch gut Acht! Die Blasen aus der verunreinigten Wasserquelle k\xc3\xb6nnen S\xc3\xa4ure oder Monster enthalten.",17780,3560,3480,180,0,0,0,0,0,0,False,False,1004746
