0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,60,0,18,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,-1,True,True
1,"the Thousand Maws of Toto\x02\x1f\x01\x03Rak",3400,4600,0,0,0,0,0,0,53288,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,22,2281258,169,112005,0,0,444,1200,1203,0,0,90,0,18,5,0,2,1,0,0,24,27,4,1,1,1,1,1,0,0,3,-1,True,True
2,"the Tam\x02\x1f\x01\x03Tara Deepcroft",2600,3500,0,0,0,0,0,0,32156,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,17,1958540,164,112002,1003,1004,73,1000,1004,0,0,90,0,18,2,0,2,1,0,0,16,19,4,1,1,1,1,1,0,0,4,-1,True,True
3,"Copperbell Mines",2700,3600,0,0,0,0,0,0,39690,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,177,2790145,161,112003,2704,2705,101,2700,2705,0,0,90,0,18,3,0,2,1,0,0,17,20,4,1,1,1,1,1,0,0,3,-1,True,True
4,"Sastasha",2500,3400,0,0,0,0,0,0,30870,400,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,174,3283219,157,112001,2504,2505,1206,2500,2505,0,0,90,0,18,1,0,2,1,0,0,15,18,4,1,1,1,1,1,0,0,4,-1,True,True
5,"the Aurum Vale",5700,13000,0,0,0,0,0,0,131969,2400,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,316,3619405,172,112014,0,0,1532,2900,2903,0,0,90,0,18,12,0,2,1,0,0,47,49,4,1,1,1,1,1,0,0,3,-1,True,True
6,"Haukke Manor",3800,6300,0,0,0,0,0,0,62244,700,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,18,3633039,166,112006,0,0,422,1100,1103,0,0,90,0,18,6,0,2,1,0,0,28,31,4,1,1,1,1,1,0,0,3,-1,True,True
7,"Halatali",3000,4000,0,0,0,0,0,0,45570,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,4097951,162,112004,0,0,1197,2405,2407,0,0,90,0,18,4,0,2,1,0,0,20,23,4,1,1,1,1,1,0,0,3,-1,True,True
8,"Brayflox's Longstop",4200,8000,0,0,0,0,0,0,77396,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,183,3998421,158,112007,0,0,1279,2400,2403,0,0,90,0,18,7,0,2,1,0,0,32,34,4,1,1,1,1,1,0,0,4,-1,True,True
9,"the Sunken Temple of Qarn",4500,9000,0,0,0,0,0,0,89303,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,304,4064743,163,112009,0,0,1570,3500,3509,0,0,90,0,18,8,0,2,1,0,0,35,37,4,1,1,1,1,1,0,0,3,-1,True,True
10,"the Wanderer's Palace",0,0,0,0,0,0,0,0,0,3000,2,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,301,4177426,159,112010,0,0,1547,2800,2804,0,0,90,0,18,13,0,2,2,0,0,50,50,4,1,1,1,1,1,45,110,3,-1,True,True
11,"the Stone Vigil",5100,11000,0,0,0,0,0,0,110849,1800,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,298,4239689,168,112012,0,0,1680,4400,4402,0,0,90,0,18,10,0,2,1,0,0,41,43,4,1,1,1,1,1,0,0,3,-1,True,True
12,"Cutter's Cry",4800,10000,0,0,0,0,0,0,102060,1500,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,310,3690171,170,112011,0,0,1590,3400,3402,0,0,90,0,18,9,0,2,1,0,0,38,40,4,1,1,1,1,1,0,0,3,-1,True,True
13,"Dzemael Darkhold",5400,12000,0,0,0,0,0,0,117369,2100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,313,4229622,171,112013,0,0,1396,2904,2906,0,0,90,0,18,11,0,2,1,0,0,44,46,4,1,1,1,1,1,0,0,3,-1,True,True
14,"Amdapor Keep",0,0,0,0,0,0,0,0,0,3000,9,30,0,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,307,4246570,167,112015,0,0,1696,4500,4502,0,0,90,0,18,16,0,2,2,0,0,50,50,4,1,1,1,1,1,45,110,3,-1,True,True
15,"Castrum Meridianum",0,0,0,0,0,0,0,0,0,3000,16,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,266,4248047,217,112016,0,0,0,3900,3918,0,0,120,148,18,14,0,2,3,0,0,50,50,8,1,2,2,2,2,42,0,5,-1,True,True
16,"the Praetorium",0,0,0,0,0,0,0,0,0,3000,17,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,279,4301613,224,112017,0,0,0,4000,4050,0,0,120,149,18,15,0,2,3,0,0,50,50,8,1,2,2,2,2,42,0,6,-1,True,True
17,"Pharos Sirius",0,0,0,0,0,0,0,0,0,3000,8,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,50,405,4378111,160,112027,0,0,2265,4600,4612,0,0,90,1115,18,17,0,2,2,0,0,50,50,4,1,1,1,1,1,48,110,4,-1,True,True
18,"Copperbell Mines (Hard)",0,0,0,0,0,0,0,0,0,3000,0,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,50,419,4481318,349,112025,0,0,2289,4800,4812,0,0,90,17,18,18,0,2,2,0,0,50,50,4,1,1,1,1,1,48,110,3,-1,True,True
19,"Haukke Manor (Hard)",0,0,0,0,0,0,0,0,0,3000,12,40,0,15,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,50,422,4497567,350,112026,0,0,2346,5000,5007,0,0,90,17,18,19,0,2,2,0,0,50,50,4,1,1,1,1,1,48,110,3,-1,True,True
20,"Brayflox's Longstop (Hard)",0,0,0,0,0,0,0,0,0,3000,0,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,50,499,4543710,362,112048,5305,5306,2547,5300,5308,0,0,90,17,18,22,0,2,2,0,0,50,50,4,1,1,1,1,1,55,110,3,-1,True,True
21,"Halatali (Hard)",0,0,0,0,0,0,0,0,0,3000,0,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,50,496,4569373,360,112049,0,0,1197,5100,5116,0,0,90,1123,18,21,0,2,2,0,0,50,50,4,1,1,1,1,1,55,110,3,-1,True,True
22,"the Lost City of Amdapor",0,0,0,0,0,0,0,0,0,3000,0,50,0,20,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,50,493,4574827,363,112042,0,0,2564,5400,5406,0,0,90,1120,18,20,0,2,2,0,0,50,50,4,1,1,1,1,1,55,110,3,-1,True,True
23,"Hullbreaker Isle",0,0,0,0,0,0,0,0,0,3000,0,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,60,565,4685110,361,112058,0,0,0,6000,6005,0,0,90,216,18,23,0,2,2,0,0,50,50,4,1,1,1,1,1,70,110,3,-1,True,True
24,"the Tam\x02\x1f\x01\x03Tara Deepcroft (Hard)",0,0,0,0,0,0,0,0,0,3000,0,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,60,571,4660222,373,112059,0,0,0,6400,6414,0,0,90,217,18,24,0,2,2,0,0,50,50,4,1,1,1,1,1,70,110,3,-1,True,True
25,"the Stone Vigil (Hard)",0,0,0,0,0,0,0,0,0,3000,15,60,0,25,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,60,568,4616677,365,112060,0,0,0,6100,6106,0,0,90,17,18,25,0,2,2,0,0,50,50,4,1,1,1,1,1,70,110,3,-1,True,True
26,"the Sunken Temple of Qarn (Hard)",0,0,0,0,0,0,0,0,0,3000,0,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,650,4877226,367,112068,0,0,0,6500,6507,0,0,90,234,18,28,0,2,2,0,0,50,50,4,1,1,1,1,1,80,0,3,-1,True,True
27,"Snowcloak",0,0,0,0,0,0,0,0,0,3000,0,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,647,4725496,371,112066,0,0,0,6800,6804,0,0,90,233,18,26,0,2,2,0,0,50,50,4,1,1,1,1,1,80,0,3,-1,True,True
28,"Sastasha (Hard)",0,0,0,0,0,0,0,0,0,3000,7,70,0,35,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,60,653,4878743,387,112067,0,0,0,6600,6617,0,0,90,235,18,27,0,2,2,0,0,50,50,4,1,1,1,1,1,80,0,3,-1,True,True
29,"Amdapor Keep (Hard)",0,0,0,0,0,0,0,0,0,3000,10,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,738,5018469,189,112077,0,0,0,7300,7309,0,0,90,246,18,31,0,2,2,0,0,50,50,4,1,1,1,1,1,90,0,3,-1,True,True
30,"the Wanderer's Palace (Hard)",0,0,0,0,0,0,0,0,0,3000,3,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,742,4898011,188,112078,0,0,0,6700,6719,0,0,90,245,18,30,0,2,2,0,0,50,50,4,1,1,1,1,1,90,0,3,-1,True,True
31,"the Great Gubal Library",6000,25000,0,0,0,0,0,0,259200,3600,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,923,5330512,416,112091,0,0,3930,7700,7704,0,0,90,303,18,44,1,2,1,0,0,59,60,4,1,1,1,1,1,0,0,3,-1,True,True
32,"the Keeper of the Lake",0,0,0,0,0,0,0,0,0,3000,0,80,0,50,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,736,5073636,150,112076,0,0,0,7500,7509,0,0,90,243,18,29,0,2,2,0,0,50,50,4,1,1,1,1,1,90,0,3,-1,True,True
33,"Neverreap",0,0,0,0,0,0,0,0,0,3600,0,0,40,0,40,40,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,100,928,5614685,420,112093,0,0,3740,9100,9107,0,0,90,300,18,46,1,2,5,0,0,60,60,4,1,1,1,1,1,145,0,3,-1,True,True
34,"the Vault",6000,23000,71584,26781,41250,0,0,0,230400,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,920,5578485,421,112090,0,0,3642,8200,8208,0,0,90,0,18,43,1,2,1,0,0,57,58,4,1,1,1,1,1,0,0,3,-1,True,True
35,"the Fractal Continuum",0,0,0,0,0,0,0,0,0,3600,0,0,40,0,40,40,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,100,931,5615552,430,112094,0,0,3434,8300,8309,0,0,90,308,18,47,1,2,5,0,0,60,60,4,1,1,1,1,1,145,0,3,-1,True,True
36,"the Dusk Vigil",6000,15000,0,0,0,0,0,0,151200,3120,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,912,5653695,434,112087,0,0,3409,8100,8104,0,0,90,299,18,40,1,2,1,0,0,51,52,4,1,1,1,1,1,0,0,3,-1,True,True
37,"Sohm Al",6000,17000,0,0,0,0,0,0,172800,3240,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,915,5777405,441,112088,0,0,3798,8700,8705,0,0,90,301,18,41,1,2,1,0,0,53,54,4,1,1,1,1,1,0,0,3,-1,True,True
38,"the Aetherochemical Research Facility",0,0,0,0,0,0,0,0,0,3600,0,0,40,0,40,0,0,0,0,0,0,10,20,30,0,0,0,0,0,0,0,100,926,5783033,438,112092,0,0,3823,8600,8621,0,0,90,304,18,45,1,2,0,0,0,60,60,4,1,1,1,1,1,142,0,4,-1,True,True
39,"the Aery",6000,20000,66167,0,0,0,0,0,201600,3360,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,837,5724514,435,112089,0,0,3458,8500,8518,0,0,90,302,18,42,1,2,1,0,0,55,56,4,1,1,1,1,1,0,0,3,-1,True,True
40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,60,0,18,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,-1,True,True
20009,"the Navel (Extreme)",0,0,0,0,0,0,0,0,0,0,26,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,399,0,296,112029,0,0,0,3800,3805,0,1,60,157,18,301,0,4,0,0,0,50,50,8,1,2,2,2,2,67,0,1,-1,True,True
20010,"the Howling Eye (Extreme)",0,0,0,0,0,0,0,0,0,0,28,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,397,0,297,112030,0,0,0,3700,3705,0,1,60,155,18,300,0,4,0,0,0,50,50,8,1,2,2,2,2,65,0,1,-1,True,True
20011,"Thornmarch (Hard)",0,0,0,0,0,0,0,0,0,0,29,60,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,401,0,207,112031,0,0,0,4900,4902,0,2,60,178,18,203,0,4,6,0,0,50,50,8,1,2,2,2,2,54,0,1,-1,True,True
