0,,,0,0,True
1,"general01f","general01_pf",0,0,True
2,"general02f","general02_pf",4,0,True
3,"gl_fan060_0f","gl_fan060_0pf",3,0,True
4,"gl_fan090_0f","gl_fan090_0pf",3,0,True
5,"gl_fan120_0f","gl_fan120_0pf",3,0,True
6,"m0096sp_05c1s",,2,0,True
7,"m0096sp_06c2s",,2,0,True
8,"m0098sp04cx0t",,2,0,True
9,"m0098sp07cx0t",,4,0,True
10,"m0077sp03o0m",,4,0,True
11,"m0077sp03o1m",,4,0,True
12,"gl_sircle_1907af",,2,0,True
13,"gl_sircle_3004af",,2,0,True
14,"gl_sircle_5003af",,2,0,True
15,"gl_fan270_0100af",,3,0,True
16,"gl_fan270_1005af",,3,0,True
17,"gl_fan270_1510af",,3,0,True
18,"sandpilr1o0c",,2,0,True
19,"m0063gt_loop_0m",,2,0,True
20,"m0057sp09cx0s",,2,0,True
21,"m0062sp_03o0s",,2,0,False
22,"taihuunome0m",,2,0,True
23,"tatumaki0m",,2,0,True
24,"m063sp019o0c",,4,0,True
25,"m0031sp03o0c",,4,0,True
26,"m0099sp_03o0t",,4,0,True
27,"gl_shipimpact0f",,2,0,True
28,"gl_fan150_0f","gl_fan150_0pf",3,0,True
29,"d1006_meteo1m",,2,0,True
30,"d1006_sp04o1m",,2,0,True
31,"m0172sp05o0c",,4,0,True
32,"m0095sp16o0c",,3,0,True
33,"m0073_mijingiri1m",,4,0,True
34,"m0073_wagiri1m",,3,0,True
35,"m0073_wagiri2m",,3,0,True
36,"m0073_wagiri3m",,3,0,True
37,"m0073_wagiri4m",,3,0,True
38,"m0073_ougigiri1m",,3,0,True
39,"m0073_jiraisin1m",,2,0,True
40,"undeadraise1o0h",,2,4,True
41,"rinsen_s_omen",,3,0,True
42,"rinsen_m_omen",,3,0,True
43,"rinsen_l_omen",,3,0,True
44,"leviathan_mizubakudan1t0h",,2,0,True
45,"neil_jiware_o0t",,3,0,True
46,"bahamut2_bomu_omen0s",,2,0,True
47,"m0171sp05o0c",,2,0,True
48,"d1006_delta1m",,3,0,True
49,"d1006_overpowaer1m",,3,0,True
50,"m0123_banrai_omen1s",,2,0,True
51,"m0212sp02o0c",,2,0,True
52,"kuraken_kanketu_gtkougeki_o0c",,2,0,True
53,"m0074sp04o0c",,2,0,True
54,"m7006sp01omen1s",,4,0,True
55,"m7006sp03omen1s",,4,0,True
56,"m0125sp05o0h",,3,0,True
57,"m0125_gardian_enerugihdan_0m",,2,0,True
58,"shiva_fuyuturara_raka_omen1m",,2,0,True
59,"shiva_fleezfloa_omen0m",,2,0,True
60,"m0070_fan120_0h",,3,0,True
61,"m0070_fan180_0h",,3,0,True
62,"phoenix_bluefire0t",,2,0,True
63,"m0118sp05o0t",,4,0,True
64,"m0117_gtae_01s",,2,0,True
65,"m0117_trap_01s",,2,0,True
66,"m0129sp01_omen_m",,3,0,True
67,"mokuyaku_genryu_bom1m",,2,0,True
68,"mokuyaku_genryu_bom2m",,2,0,True
69,"mokuyaku_genryu_bom3m",,2,0,True
70,"mokuyaku_genryu_o1m",,3,0,True
71,"mokuyaku_genryu_o2m",,3,0,True
72,"mokuyaku_genryu_o3m",,2,0,True
73,"m131om_setu0f",,4,0,True
74,"m131om_getu0f",,2,2,True
75,"m131om_hana0f",,3,0,True
76,"m070_fleezfloa_omen0f",,2,0,True
77,"m070_meteo1f",,2,0,True
78,"gl_sircle_1512af",,2,0,True
79,"m0272sp09o0c",,2,0,True
80,"m0260sp03o0c",,3,0,True
81,"m0227_sp03_omen1s",,2,0,True
82,"d1024_sp03_0s",,3,0,True
83,"fate_altema_madoufensu1t",,2,0,True
84,"m0248_freeze_o0c",,4,0,True
85,"m0248_center_o0c",,4,0,True
86,"m0248_side_o0c",,4,0,True
87,"d1015sp11o0c",,2,0,True
88,"m0244laser_o0t",,4,0,True
89,"m0244donut_o0t",,2,0,True
90,"d1025_sp012_bunsan01s",,2,0,True
91,"c0501_fan240af",,3,0,True
92,"d1025_sp11_zignzan0c",,2,0,True
93,"m0103sp03o0t",,2,0,True
94,"m0244en_o0t",,2,0,True
95,"m0066tatari_o0c",,2,0,True
96,"bismarck_mizubakudan1h",,2,0,True
97,,,0,0,True
98,,,0,0,True
99,"gl_fan030_0f",,3,0,True
100,"gl_fan060_1f",,3,0,True
101,"gl_fan120_1f",,3,0,True
102,"general01bf",,3,0,True
