0,"0",1.0,1.0,0,2,1,False
1,"0",1.0,1.0,0,2,3,False
2,"0",5.0,1.0,0,2,3,False
3,"Hush! The anoles draw near!",5.0,1.0,0,2,3,False
4,"Allow not a single imp to escape!",5.0,1.0,0,2,3,False
5,"There are too many of them!",5.0,1.0,0,2,3,False
6,"The gnats! They're everywhere!",5.0,1.0,0,2,3,False
7,"Hostile sylphs approach! Draw your weapons!",5.0,1.0,0,2,3,False
8,"Whence did these stags come!?",5.0,1.0,0,2,3,False
9,"We must keep the roads safe!",5.0,1.0,0,2,3,False
10,"These knaves must be taught a lesson!",5.0,1.0,0,2,3,False
11,"It is the beans they are after!",5.0,1.0,0,2,3,False
12,"The Ixal! Someone save us!",5.0,1.0,0,2,3,False
13,"What are ziz doing this far east!?",5.0,1.0,0,2,3,False
14,"The bud! We must protect the bud!",5.0,1.0,0,2,3,False
15,"Take care. Something has the opo-opos in a frenzy.",5.0,1.0,0,2,3,False
16,"Seven hells! It's time for a change in plans.",5.0,1.0,0,2,3,False
17,"Kill them all, my pet!",5.0,1.0,0,2,3,False
18,"Would someone be so kind as to assist us?",5.0,1.0,0,2,3,False
19,"My wares! Those damned goblins have made off with my wares!",5.0,1.0,0,2,3,False
20,"Would ye look at all them golems!",5.0,1.0,0,2,3,False
21,"Not \x02\x1a\x02\x02\x03more\x02\x1a\x02\x01\x03 imps! They'll have all our honey!",5.0,1.0,0,2,3,False
22,"At this rate, there'll be no flowers left at all!",5.0,1.0,0,2,3,False
23,"Intercept the Ixali raiders!",5.0,1.0,0,2,3,False
24,"Get this man away from me!",5.0,1.0,0,2,3,False
25,"Excelsior!",5.0,1.0,0,2,3,False
26,"Ngaaah!",5.0,1.0,0,2,2,False
27,"Hyah!",5.0,1.0,0,2,2,False
28,"Begone!",5.0,1.0,0,2,2,False
29,"Down with you!",5.0,1.0,0,2,2,False
30,"Try that again!",5.0,1.0,0,2,2,False
31,"You're mine!",5.0,1.0,0,2,2,False
32,"Had enough!?",5.0,1.0,0,2,2,False
33,"Take that!",5.0,1.0,0,2,2,False
34,"Yaaaaaah!",5.0,1.0,0,2,2,False
35,"I'll kill all ye bastards!",5.0,1.0,0,2,2,False
36,"Out of me way!",5.0,1.0,0,2,2,False
37,"Yer head's mine!",5.0,1.0,0,2,2,False
38,"Let us dance!",5.0,1.0,0,2,2,False
39,"Seek you audience with the king?",5.0,1.0,0,2,2,False
40,"Kneel before your king!",3.0,1.0,0,2,2,False
41,"I want to hear you sing!",3.0,1.0,0,2,2,False
42,"Come a little closer.",3.0,1.0,0,2,2,False
43,"Why do you defy me?",5.0,1.0,0,2,2,False
44,"I am not amused!",5.0,1.0,0,2,2,False
45,"Dance, you fools!",3.0,1.0,0,2,2,False
46,"Is this what you seek?",3.0,1.0,0,2,2,False
47,"Hissssss!",3.0,1.0,0,2,2,False
48,"Whaddaya treeslugs talkinbout!?",5.0,1.0,0,2,2,False
49,"Yehavn't seentha lassa Spessser! Hic!",5.0,1.0,0,2,2,False
50,"Gah hah hah! Who's next!?",5.0,1.0,0,2,2,False
51,"Ulp! I just wanted to drink my mead in peace!",5.0,1.0,0,2,2,False
52,"You's a probbluh...prob...prollem wif that!?",3.0,1.0,0,2,2,False
53,"Thal's balls!",3.0,1.0,0,2,2,False
54,"This one has made ready!",5.0,1.0,0,2,2,False
55,"Listen! The forest speaks!",5.0,1.0,0,2,2,False
56,"These ones must suffer!",5.0,1.0,0,2,2,False
57,"This one will not perish!",5.0,1.0,0,2,2,False
58,"Come! The Wood Wailers seek volunteers!",5.0,1.0,0,2,3,False
59,"Ye may've made it this far, but ye ain't gettin' out alive.",5.0,1.0,0,2,3,False
60,"Hit me with all you have!",5.0,1.0,0,2,3,False
61,"Enough! You've done well today.",5.0,1.0,0,2,3,False
62,"There are too many of them!",5.0,1.0,0,2,3,False
63,"Tonight we shall poach the poachers!",5.0,1.0,0,2,3,False
64,"Are the resources of the city-state so thinly stretched that they must send adventurers to do their dirty work?",5.0,1.0,0,2,3,False
65,"Damn you all! The forest is not yours to claim!",5.0,1.0,0,2,3,False
66,"Lustyeye uplanders seek goodgobbies' gobbiepack goodies?",5.0,1.0,0,2,3,False
67,"Gobbiepack! Gobbiepack!",3.0,1.0,0,2,3,False
68,"Gobbiepack! Gobbiepack! Little room!",3.0,1.0,0,2,3,False
69,"Gobbiepack! Gobbiepack! Filled with boom!",3.0,1.0,0,2,3,False
70,"No! Gobbiekeep rumbles and overtumbles!",5.0,1.0,0,2,3,False
71,"Backwalk with fastness, uplander! Or else...ba-boom!",5.0,1.0,0,2,3,False
