0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Siegesruhm I","100 Gegner wurden besiegt.",0,11,100,0,0,0,0,0,0,0,0,262,1,1,5,1,3
2,"Siegesruhm II","500 Gegner wurden besiegt.",0,11,500,0,0,0,0,0,0,0,0,262,2,1,5,1,3
3,"Siegesruhm III","1.000 Gegner wurden besiegt.",0,11,1000,0,0,0,0,0,0,0,0,262,3,1,10,1,3
4,"Siegesruhm IV","5.000 Gegner wurden besiegt.",0,11,5000,0,0,0,0,0,0,0,0,262,4,1,10,1,3
5,"Siegesruhm V","10.000 Gegner wurden besiegt.",0,11,10000,0,0,0,0,0,0,0,0,262,5,1,10,1,3
6,"Siegesruhm VI","50.000 Gegner wurden besiegt.",0,11,50000,0,0,0,0,0,0,0,9,262,6,1,10,1,3
7,"Halones Augenstern","100.000 Gegner wurden besiegt.",2907,11,100000,0,0,0,0,0,0,0,0,2554,7,1,30,1,3
8,"Gro\xc3\x9fwildj\xc3\xa4ger von La Noscea","Alle der folgenden Notorischen Monster wurden besiegt: Barometz, Schl\xc3\xbcpfriger Sykes, Gierschlund Gertrude, Bomber-Baron, Namenloser Soldat, Alter Sechsarm,  Riesenb\xc3\xbcffel.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
9,"Gro\xc3\x9fwildj\xc3\xa4ger des Finsterwalds","Alle der folgenden Notorischen Monster wurden besiegt: Alux, K\xc3\xb6nigin Bolete, Gorilla-Galago, Sirocco, Phaia, Bl\xc3\xa4hbauch Pockennarbe, Pestilenzio.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
10,"Gro\xc3\x9fwildj\xc3\xa4ger von Thanalan","Alle der folgenden Notorischen Monster wurden besiegt: Steinaltes Mooshorn, Kaktor Jack, Opa Langbein, Kokoroon Drecksgriffel, Nestkommandant, Bardi, Pyrausta.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
11,"Gro\xc3\x9fwildj\xc3\xa4ger von Coerthas","Die Notorischen Monster Ur\xc3\xa4usschlange, Spitfire und Daunen-Dunstan wurden besiegt.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
12,"Gro\xc3\x9fwildj\xc3\xa4ger von Mor Dhona","Das Notorische Monster Dodore wurde besiegt.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
