0,,0,0,0,0,0,0,0,0,0,0,0,0,False
1,"\xe7\xa7\xbb\xe5\x8b\x95\xe3\x82\x84\xe3\x82\xab\xe3\x83\xa1\xe3\x83\xa9\xe3\x81\xae\xe6\x93\x8d\xe4\xbd\x9c\xe3\x82\x92\xe3\x81\x97\xe3\x81\xa6\xe3\x81\xbf\xe3\x82\x88\xe3\x81\x86",1,0,0,0,0,2,0,0,0,0,1,2,False
2,"\xe3\x82\xaf\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x88\xe3\x82\x92\xe5\xa7\x8b\xe3\x82\x81\xe3\x81\xa6\xe3\x81\xbf\xe3\x82\x88\xe3\x81\x86",5,0,0,0,0,6,0,0,0,0,1,5,True
3,"\xe7\x9b\xae\xe7\x9a\x84\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88\xe3\x82\x92\xe8\xa6\x8b\xe3\x81\xa6\xe3\x81\xbf\xe3\x82\x88\xe3\x81\x86",60,61,0,0,0,60,62,0,0,0,3,5,False
4,"\xe3\x83\x9e\xe3\x83\x83\xe3\x83\x97\xe3\x81\x8b\xe3\x82\x89\xe3\x82\xaf\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x88\xe3\x81\xae\xe7\x9b\xae\xe7\x9a\x84\xe5\x9c\xb0\xe3\x82\x92\xe6\x8e\xa2\xe3\x81\x97\xe3\x81\xa6\xe3\x81\xbf\xe3\x82\x88\xe3\x81\x86",30,31,0,0,0,32,33,0,0,0,4,5,True
5,"\xe3\x82\xa4\xe3\x83\x99\xe3\x83\xb3\xe3\x83\x88\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x86\xe3\x83\xa0\xe3\x82\x92\xe4\xbd\xbf\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xbf\xe3\x82\x88\xe3\x81\x86",65,0,0,0,0,66,0,0,0,0,11,5,True
6,"\xe3\x82\xaa\xe3\x83\x96\xe3\x82\xb8\xe3\x82\xa7\xe3\x82\xaf\xe3\x83\x88\xe3\x81\xb8\xe3\x82\xa2\xe3\x82\xaf\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3\xe3\x81\x97\xe3\x81\xa6\xe3\x81\xbf\xe3\x82\x88\xe3\x81\x86",70,0,0,0,0,71,0,0,0,0,12,5,True
7,"\xe6\x95\xb5\xe3\x81\xa8\xe6\x88\xa6\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xbf\xe3\x82\x88\xe3\x81\x86",150,151,152,153,0,190,191,192,193,153,1,4,True
8,"\xe6\x95\xb5\xe3\x81\x8b\xe3\x82\x89\xe5\xbe\x97\xe3\x82\x89\xe3\x82\x8c\xe3\x82\x8b\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe3\x82\x84\xe5\xa0\xb1\xe9\x85\xac\xe3\x81\xab\xe3\x81\xa4\xe3\x81\x84\xe3\x81\xa6",1200,0,0,0,0,0,0,0,0,0,2,4,True
9,"\xe3\x83\xaa\xe3\x82\xaf\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x88\xe3\x81\xab\xe5\xbf\x9c\xe3\x81\x88\xe3\x82\x88\xe3\x81\x86",200,0,0,0,0,201,0,0,0,0,13,5,True
10,"\xe3\x82\xaf\xe3\x83\xa9\xe3\x82\xb9\xe3\x83\x81\xe3\x82\xa7\xe3\x83\xb3\xe3\x82\xb8\xe3\x81\xae\xe6\x96\xb9\xe6\xb3\x95",110,0,0,0,0,0,0,0,0,0,8,2,True
11,"\xe3\x82\xaf\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x88\xe3\x82\x92\xe3\x82\xb3\xe3\x83\xb3\xe3\x83\x97\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\x88\xe3\x81\x97\xe3\x82\x88\xe3\x81\x86",15,0,0,0,0,16,0,0,0,0,5,5,False
12,"\xe3\x82\xaf\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x88\xe3\x82\x92\xe5\x8f\x97\xe6\xb3\xa8\xe3\x81\x97\xe3\x81\xa6\xe3\x81\xbf\xe3\x82\x88\xe3\x81\x86",10,0,0,0,0,11,0,0,0,0,2,5,False
13,"\xe3\x83\x87\xe3\x82\xb8\xe3\x83\xa7\xe3\x83\xb3\xe3\x81\xab\xe3\x81\xa4\xe3\x81\x84\xe3\x81\xa6",25,26,0,0,0,27,28,0,0,0,1,3,True
14,"\xe3\x83\xa1\xe3\x82\xa4\xe3\x83\xb3\xe3\x82\xb3\xe3\x83\x9e\xe3\x83\xb3\xe3\x83\x89\xe3\x81\xa8\xe3\x82\xb2\xe3\x83\xbc\xe3\x83\xa0\xe7\xb5\x82\xe4\xba\x86",20,21,22,0,0,0,0,0,0,0,2,2,True
15,"\xe3\x82\xa8\xe3\x83\xbc\xe3\x83\x86\xe3\x83\xa9\xe3\x82\xa4\xe3\x83\x88\xe3\x81\xa8\xe3\x83\x86\xe3\x83\xac\xe3\x83\x9d",50,51,52,0,0,0,0,0,0,0,2,3,True
16,"\xe6\x88\xa6\xe9\x97\x98\xe4\xb8\x8d\xe8\x83\xbd\xe3\x81\xab\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\x9f\xe6\x99\x82\xe3\x81\xaf",90,91,0,0,0,0,0,0,0,0,2,4,True
17,"\xe3\x83\xaa\xe3\x83\xb3\xe3\x82\xaf\xe3\x82\xb7\xe3\x82\xa7\xe3\x83\xab\xe3\x81\xab\xe3\x81\xa4\xe3\x81\x84\xe3\x81\xa6",290,291,0,0,0,0,0,0,0,0,10,2,True
18,"\xe8\xa3\x85\xe5\x82\x99\xe3\x81\xab\xe3\x81\xa4\xe3\x81\x84\xe3\x81\xa6",35,36,0,0,0,37,36,0,0,0,1,7,True
19,"\xe9\x83\xbd\xe5\xb8\x82\xe8\xbb\xa2\xe9\x80\x81\xe7\xb6\xb2\xe3\x81\xae\xe4\xbd\xbf\xe3\x81\x84\xe6\x96\xb9",45,0,0,0,0,0,0,0,0,0,3,3,True
20,"\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\x83\xe3\x83\x97\xe3\x81\xab\xe3\x81\xa4\xe3\x81\x84\xe3\x81\xa6",135,136,0,0,0,137,136,0,0,0,5,6,True
21,"\xe6\x84\x9b\xe8\x94\xb5\xe5\x93\x81\xe3\x82\xad\xe3\x83\xa3\xe3\x83\x93\xe3\x83\x8d\xe3\x83\x83\xe3\x83\x88\xe3\x81\xab\xe3\x81\xa4\xe3\x81\x84\xe3\x81\xa6",1320,1321,0,0,0,0,0,0,0,0,11,7,True
22,"\xe3\x83\xa2\xe3\x82\xb0\xe3\x83\xac\xe3\x82\xbf\xe3\x83\xbc\xe3\x81\xab\xe3\x81\xa4\xe3\x81\x84\xe3\x81\xa6",40,41,0,0,0,40,42,0,0,0,7,2,True
23,"\xe8\x89\xaf\xe6\x9c\xa8\xe3\x82\x92\xe6\x8e\xa2\xe3\x81\x97\xe3\x81\xa6\xe3\x81\xbf\xe3\x82\x88\xe3\x81\x86",890,891,892,0,0,890,893,894,0,0,1,13,True
