0,,,0,0,0,0
1,"Stance","Sheathe/unsheathe your main arm.",16,10,1,-3
2,"Character","Displays vital information about your character, including attributes, currently equipped gear, titles, currency in possession, and more.",1,13,1,0
3,"Actions & Traits","View and manage the actions and traits available to your character, as well as set them to your hotbars.",4,11,1,-2
4,"Journal","Displays a list of all current and completed quests, levequests, and company missions. From this list, objectives and locations can be confirmed, and duty can be abandoned.",5,32,2,0
5,"Timers","Displays time remaining for various duties such as instanced raids, certain quests, and levequest allowance allotment.",47,34,2,2
6,"Achievements","Displays a list of in-game achievements, as well as the conditions for obtaining them.",6,21,1,8
7,"Gathering Log","Displays information on items previously gathered, as well as mining and logging locations categorized by area.",23,43,3,1
8,"Hunting Log","Displays a list of hunting objectives for Disciples of War and Magic. Information on monster habitat, kills recorded, and experience earned is also available.",21,40,3,-2
9,"Crafting Log","Opens the crafting interface from which you can select items to synthesize.",22,42,3,0
10,"Inventory","Displays a list of all crystals and items in your inventory. From this list, items can be equipped, used, discarded, or sorted.",2,15,1,2
11,"Key Items","Displays a list of items used only in specific quests. If a quest is abandoned, all key items associated with it will be discarded.",3,31,2,-1
12,"Party Members","Displays a list of your current party members. From this list you can change member order, and if you are leader, kick other players or dissolve the party altogether.",17,60,5,0
13,"Friend List","Displays a list of players on your friend list. From this list you can send /tell messages or invite players to a party.",18,75,6,4
14,"Blacklist","Displays a list of players you have added to your blacklist. Not only will text from these players be hidden, but they will be unable to trade with you or invite you to parties.",19,76,6,5
15,"Player Search","Search for other players using variables such as name, class, level, and online status.",20,70,6,-1
16,"Map","Opens the map of your current location. Maps contain information on party members, aetherytes, shops, guilds, and quest destinations. Maps can also be zoomed in or out, or swapped with region or world maps.",7,50,4,0
17,"Emotes","Displays a list of available emote commands which can be executed from the list, or set to your hotbar.",9,71,6,0
18,"Signs","Mark targets with various different signs to make them easier for party members to distinguish.",10,62,5,2
19,"System Configuration","Adjust system-related settings such as graphics, sound, \x02\x08\x1a\xe1\xe9L\x01\xff\x0bcontroller\xff\x08gamepad\x03 functionality, and more.",29,83,7,1
20,"Keybind","Map various in-game functions to your keyboard to better suit your play style.",28,86,7,4
21,"User Macros","Create and save multi-step macros to execute complex commands with a single button press. Macros can be assigned icons and set to your hotbar for easy access.",30,85,7,3
22,"HUD Layout","Adjust the location and size of all user-interface components.",31,84,7,2
23,"Log Out","Log out and return to the title screen.",27,87,7,6
24,"Exit Game","Log out and exit the game.",26,88,7,7
25,"Armoury Chest","Display gear stored in your Armoury Chest. All gear obtained is automatically moved to the chest and sorted by type. From here it can be equipped, repaired, or returned to your inventory.",32,14,1,1
26,,,0,0,0,0
27,"Free Company","Opens the Free Company interface, where you can access company information, view and leave messages, and execute company commands.",8,72,6,1
28,"Linkshells","Displays a list of all linkshell members for all your linkshells.",11,74,6,3
29,"Fishing Log","Displays information on your previous catches, as well as fishing hole locations categorized by area.",24,44,3,2
30,"Active Help","Displays a list of all previously viewed active help tutorials.",33,81,7,-1
31,"Recommendations","Displays a list of nearby quests and duties currently available.",25,30,2,-2
32,"Support Desk","Search for answers to frequently asked questions, report issues, and confirm messages from the FINAL FANTASY XIV support team.",13,80,7,-2
33,"Duty Finder","Discover and join party-based duties such as instanced raids and guildhests without having to gather a party yourself.",46,33,2,1
34,"Character Configuration","Adjust character-related settings such as camera type, targeting functionality, and display filters.",48,82,7,0
35,"Teleport","Instantly travel to any aetheryte to which you have previously attuned. A fee will be collected upon your arrival.",0,0,4,1
36,"Return","Instantly return to your current home point. No aetheryte usage fee is required, but you can only use the spell once every 15 minutes (earth time).",0,0,4,2
37,"License","Displays the FINAL FANTASY XIV end user license agreement.",0,0,7,5
