1179648,"Reginald Eventman I",1,0,0,0,0,0,0,0
1179649,"Reginald Eventman II",0,0,0,0,0,0,0,0
1179650,"Gridania",16,2,4,18,8,12,0,0
1179651,"Jagdh\xc3\xbctte der Hawthornes",6,0,0,0,0,0,0,0
1179652,"Buscarrons Horst",21,24,0,0,0,0,0,0
1179653,"M\xc3\xbchlenbruch",10,25,23,0,0,0,0,0
1179654,"Camp Seelenruhe",14,20,22,108,0,0,0,0
1179655,"M\xc3\xbchlenhain",17,27,0,0,0,0,0,0
1179656,"Herbstk\xc3\xbcrbis-See",19,26,94,0,0,0,0,0
1179657,"Gut Zwieselgrund",3,0,0,0,0,0,0,0
1179658,"Ul'dah",42,32,44,30,48,52,38,28
1179659,"Horizont",33,36,34,0,0,0,0,0
1179660,"Bucht des Abendsterns",31,37,0,0,0,0,0,0
1179661,"Silberbasar",29,35,0,0,0,0,0,0
1179662,"Kohlenstaub-Bahnhof",43,0,0,0,0,0,0,0
1179663,"Camp Knochenbleich",46,56,110,0,0,0,0,0
1179664,"Klein-Ala Mhigo",50,58,0,0,0,0,0,0
1179665,"Vergessene Oase",54,59,0,0,0,0,0,0
1179666,"Camp Blauer Dunst",40,60,0,0,0,0,0,0
1179667,"Goldbasar",57,0,0,0,0,0,0,0
1179668,"Erdseim-Fabrik",61,0,0,0,0,0,0,0
1179669,"Limsa Lominsa",62,88,64,86,68,72,76,0
1179670,"Sommerfurt-H\xc3\xb6fe",63,0,0,0,0,0,0,0
1179671,"T\xc3\xb6lpelturm-Siedlung",66,93,0,0,0,0,0,0
1179672,"Bierhafen",70,0,0,0,0,0,0,0
1179673,"Weinhafen",74,0,0,0,0,0,0,0
1179674,"Camp Bronzesee",79,0,0,0,0,0,0,0
1179675,"Moraby-Trockendocks",87,90,0,0,0,0,0,0
1179676,"Gockelburg",89,91,0,0,0,0,0,0
1179677,"Sonnenk\xc3\xbcste",84,0,0,0,0,0,0,0
1179678,"\xef\xbc\x88\xe7\xa9\xba\xe3\x81\x8d\xef\xbc\x89",0,0,0,0,0,0,0,0
1179679,"Observatorium",98,0,0,0,0,0,0,0
1179680,"Camp Drachenkopf",99,101,102,96,0,0,0,0
1179681,"Wei\xc3\x9fenfels",100,0,0,0,0,0,0,0
1179682,"Geisterzoll",104,106,0,0,0,0,0,0
1179683,"Sankt Coinach-Forschungslager",107,0,0,0,0,0,0,0
1179684,"Fundamente",140,0,0,0,0,0,0,0
1179685,"Falkenhorst",141,112,114,0,0,0,0,0
1179686,"Urteilsfels",113,118,0,0,0,0,0,0
1179687,"Fiederhag",116,120,122,124,0,0,0,0
1179688,"Trin\xc3\xa4r-Annex",123,128,0,0,0,0,0,0
1179689,"Gro\xc3\x9fwest Kurzrast",126,130,0,0,0,0,0,0
1179690,"Moglingen",132,134,0,0,0,0,0,0
1179691,"Asha-Wolkenweg",135,136,0,0,0,0,0,0
1179692,"Kreidetempel",137,133,0,0,0,0,0,0
1179693,"Ok' Zundo",138,0,0,0,0,0,0,0
1179694,"Camp Wolkenwipfel",139,0,0,0,0,0,0,0
