0,,,0,0,0,1,0,0
1,"filon de minerai","filons de minerai",0,0,0,1,0,0
2,"carri\xc3\xa8re de pierre","carri\xc3\xa8res de pierre",0,0,0,1,1,0
3,"arbre mature","arbres matures",0,0,1,1,0,0
4,"carr\xc3\xa9 de v\xc3\xa9g\xc3\xa9tation","carr\xc3\xa9s de v\xc3\xa9g\xc3\xa9tation",0,0,0,1,0,0
5,"filon de minerai intact","filons de minerai intacts",0,0,0,1,0,0
6,"carri\xc3\xa8re de pierre intacte","carri\xc3\xa8res de pierre intactes",0,0,0,1,1,0
7,"arbre mature intact","arbres matures intacts",0,0,1,1,0,0
8,"carr\xc3\xa9 de v\xc3\xa9g\xc3\xa9tation intact","carr\xc3\xa9s de v\xc3\xa9g\xc3\xa9tation intacts",0,0,0,1,0,0
9,"filon de minerai \xc3\xa9ph\xc3\xa9m\xc3\xa8re","filons de minerai \xc3\xa9ph\xc3\xa9m\xc3\xa8res",0,0,0,1,0,0
10,"carri\xc3\xa8re de minerai \xc3\xa9ph\xc3\xa9m\xc3\xa8re","carri\xc3\xa8res de minerai \xc3\xa9ph\xc3\xa9m\xc3\xa8res",0,0,0,1,1,0
11,"arbre mature \xc3\xa9ph\xc3\xa9m\xc3\xa8re","arbres matures \xc3\xa9ph\xc3\xa9m\xc3\xa8res",0,0,1,1,0,0
12,"carr\xc3\xa9 de v\xc3\xa9g\xc3\xa9tation \xc3\xa9ph\xc3\xa9m\xc3\xa8re","carr\xc3\xa9s de v\xc3\xa9g\xc3\xa9tation \xc3\xa9ph\xc3\xa9m\xc3\xa8res",0,0,0,1,0,0
13,"filon de minerai l\xc3\xa9gendaire","filons de minerai l\xc3\xa9gendaires",0,0,0,1,0,0
14,"carri\xc3\xa8re de minerai l\xc3\xa9gendaire","carri\xc3\xa8res de minerai l\xc3\xa9gendaires",0,0,0,1,1,0
15,"arbre mature l\xc3\xa9gendaire","arbres matures l\xc3\xa9gendaires",0,0,1,1,0,0
16,"carr\xc3\xa9 de v\xc3\xa9g\xc3\xa9tation l\xc3\xa9gendaire","carr\xc3\xa9s de v\xc3\xa9g\xc3\xa9tation l\xc3\xa9gendaires",0,0,0,1,0,0
17,"filon de minerai cach\xc3\xa9","filons de minerai cach\xc3\xa9s",0,0,0,1,0,0
18,"carri\xc3\xa8re de minerai cach\xc3\xa9e","carri\xc3\xa8res de minerai cach\xc3\xa9es",0,0,0,1,1,0
19,"arbre mature cach\xc3\xa9","arbres matures cach\xc3\xa9s",0,0,1,1,0,0
20,"carr\xc3\xa9 de v\xc3\xa9g\xc3\xa9tation cach\xc3\xa9","carr\xc3\xa9s de v\xc3\xa9g\xc3\xa9tation cach\xc3\xa9s",0,0,0,1,0,0
21,,,0,0,0,1,0,0
