0,,,,,,0,0,0,1,0,0,,,0,0,0,0,100,0,100,0,0,0,0,0,0,8,0,0,10,100,100,3,0,20,True,False
1,"bombino","bombini","Vous appelez votre mascotte bombino, un bombo miniature cr\xc3\xa9\xc3\xa9 par la fusion occulte d'\xc3\xa9nergies \xc3\xa9th\xc3\xa9r\xc3\xa9es et ombrales. Garanti sans explosion ou rembours\xc3\xa9.","Un b\xc3\xa9b\xc3\xa9 bombo mis au monde artificiellement par une technique d'alchimie de pointe. Cette entit\xc3\xa9 de gaz venue du N\xc3\xa9ant engloutit avec d\xc3\xa9lectation charbon, c\xc3\xa9ruleum et cristaux de feu. Garanti sans explosion ou rembours\xc3\xa9.","Tchik tchik tchik...",0,0,0,1,0,0,,,427,0,4503,3,100,0,100,30,0,0,0,2,0,8,1,0,10,100,100,3,0,20,True,False
2,"pantin P001","pantins P001","Vous appelez votre mascotte pantin P001, une marionnette m\xc3\xa9canique fabriqu\xc3\xa9e conjointement par les guildes des alchimistes et des orf\xc3\xa8vres.","La guilde des orf\xc3\xa8vres a sollicit\xc3\xa9 l'aide de celle des alchimistes pour d\xc3\xa9velopper cet automate magique destin\xc3\xa9 au grand public. Le mod\xc3\xa8le P001 propose des fonctions de base et a \xc3\xa9t\xc3\xa9 d\xc3\xa9clin\xc3\xa9 en divers sous-mod\xc3\xa8les sp\xc3\xa9cialis\xc3\xa9s.","Dzi-zz... Dz-zz-zi\x02\x1d\x01\x03! Tout neuf, tout beau\x02\x1d\x01\x03!",0,0,0,1,0,0,,,419,0,4501,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
3,"b\xc3\xa9b\xc3\xa9 chocobo","b\xc3\xa9b\xc3\xa9s chocobos","Vous appelez votre mascotte b\xc3\xa9b\xc3\xa9 chocobo, un jeune chocobo qui vous prend pour sa m\xc3\xa8re.","Ce minuscule chocobo trottine \xc3\xa0 bonne allure. Encore tout jeune, il vous prend pour sa m\xc3\xa8re et vous suit partout. S'il conserve sa coquille sur lui apr\xc3\xa8s \xc3\xa9closion, c'est parce qu'il a voulu imiter votre armure.","Kw\xc3\xa9\xc3\xa9\xc3\xa9\xc3\xa9\x02\x1d\x01\x03!",0,0,0,1,0,0,,,423,0,4502,1,100,0,100,30,0,30,0,2,0,8,3,0,10,100,100,3,0,20,True,False
4,"poup\xc3\xa9e Cait Sith","poup\xc3\xa9es Cait Sith","Vous appelez votre mascotte poup\xc3\xa9e Cait Sith, un pantin cr\xc3\xa9\xc3\xa9 sur le mod\xc3\xa8le du c\xc3\xa9l\xc3\xa8bre f\xc3\xa9lin. Sa queue lui permet de rester toujours en \xc3\xa9quilibre sur ses pattes arri\xc3\xa8res.","Le chat du folklore hyurois est repr\xc3\xa9sent\xc3\xa9 ici sous la forme d'un automate. Serendipity, ma\xc3\xaetre de la guilde des orf\xc3\xa8vres, a con\xc3\xa7u cette poup\xc3\xa9e m\xc3\xa9canique \xc3\xa0 l'intention des orphelins du Fl\xc3\xa9au, lui donnant un toucher de peluche."," \x02\x1d\x01\x03...    ",0,0,0,1,1,0,,,430,0,4504,201,100,0,100,30,0,0,0,1,0,8,0,0,10,100,100,3,0,20,True,False
5,"b\xc3\xa9b\xc3\xa9h\xc3\xa9moth","b\xc3\xa9b\xc3\xa9h\xc3\xa9moths","Vous appelez votre mascotte b\xc3\xa9b\xc3\xa9h\xc3\xa9moth. \xc3\x89tonnamment adorable, ce petit b\xc3\xa9h\xc3\xa9moth grogne comme un marcassin. Il faut esp\xc3\xa9rer que sa m\xc3\xa8re ne viendra pas le chercher...","Vendu par un marchand uldien comme prog\xc3\xa9niture de la c\xc3\xa9l\xc3\xa8bre cr\xc3\xa9ature, ce petit animal violet grogne comme un marcassin et poss\xc3\xa8de une crini\xc3\xa8re noire et des cornes saillantes. Vous aimeriez voir \xc3\xa0 quoi ressemblent ses parents...","Gruic gruiiic\x02\x1d\x01\x03!",0,0,0,1,0,0,,,428,0,4505,5,100,0,100,30,0,0,0,2,0,8,5,0,10,100,100,3,0,20,True,False
6,"pantin P003L","pantins P003L","Vous appelez votre mascotte pantin P003L, un automate con\xc3\xa7u sp\xc3\xa9cialement pour amuser les unit\xc3\xa9s du Maelstrom lors de leurs moments perdus.","Un pantin officiel du Maelstrom. Programm\xc3\xa9 pour servir de porte-drapeau lors des parades officielles, il arbore la banni\xc3\xa8re de la compagnie avec z\xc3\xa8le. Mais sa petite taille affecte fortement sa visibilit\xc3\xa9.","Longue vie \xc3\xa0 l'Amirale\x02\x1d\x01\x03! Dzz\x02\x1d\x01\x03!",0,0,0,1,0,0,,,420,0,4506,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
7,"pantin P003G","pantin s P003G","Vous appelez votre mascotte pantin P003G, un automate con\xc3\xa7u sp\xc3\xa9cialement pour amuser les unit\xc3\xa9s de l'Ordre des deux vip\xc3\xa8res lors de leurs moments perdus.","Un pantin officiel de l'Ordre des deux vip\xc3\xa8res. Programm\xc3\xa9 pour servir de porte-drapeau lors des parades officielles, il arbore la banni\xc3\xa8re de la compagnie avec z\xc3\xa8le. Mais sa petite taille affecte fortement sa visibilit\xc3\xa9.","Longue vie \xc3\xa0 notre Oracle\x02\x1d\x01\x03! Dzz\x02\x1d\x01\x03!",0,0,0,1,0,0,,,421,0,4507,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
8,"pantin P003U","pantins P003U","Vous appelez votre mascotte pantin P003U, un automate con\xc3\xa7u sp\xc3\xa9cialement pour amuser les unit\xc3\xa9s des Immortels lors de leurs moments perdus.","Un pantin officiel des Immortels. Programm\xc3\xa9 pour servir de porte-drapeau lors des parades officielles, il arbore la banni\xc3\xa8re de la compagnie avec z\xc3\xa8le. Mais sa petite taille affecte fortement sa visibilit\xc3\xa9.","Longue vie au G\xc3\xa9n\xc3\xa9ral\x02\x1d\x01\x03! Dzz\x02\x1d\x01\x03!",0,0,0,1,0,0,,,422,0,4508,200,100,0,100,30,0,0,0,1,0,8,2,0,10,100,100,3,0,20,True,False
9,"b\xc3\xa9b\xc3\xa9 chocobo du Maelstrom","b\xc3\xa9b\xc3\xa9s chocobos du Maelstrom","Vous appelez votre mascotte b\xc3\xa9b\xc3\xa9 chocobo du Maelstrom, un jeune chocobo qui trotte \xc3\xa0 bonne allure et semble d\xc3\xa9vou\xc3\xa9 \xc3\xa0 sa grande compagnie.","Ce poussin a jur\xc3\xa9 fid\xc3\xa9lit\xc3\xa9 au Maelstrom. C'est une unit\xc3\xa9 de nettoyage de la compagnie qui l'a un beau jour trouv\xc3\xa9 pr\xc3\xa8s de l'\xc3\xa9curie. Il est depuis devenu une sorte de mascotte, mais a demand\xc3\xa9 \xc3\xa0 rejoindre la l\xc3\xa9gion des aventuriers.","Kw\xc3\xa9 kw\xc3\xa9\x02\x1d\x01\x03!",0,0,0,1,0,0,,,424,0,4509,1,100,0,100,30,0,30,0,2,0,8,3,0,10,100,100,3,0,20,True,False
