0,,,0,0,0
1,"\xe5\xa7\xbf\xe3\x81\xaa\xe3\x81\x8d\xe5\xa3\xb0",,0,1,109
2,"\xe7\xa2\xa7\xe6\xb5\xb7\xe3\x81\xae\xe5\xae\x9d",,1,2,109
3,"\xe3\x83\xaa\xe3\x83\xa0\xe3\x83\xac\xe3\x83\xbc\xe3\x83\xb3\xe3\x81\xae\xe4\xbc\x9d\xe8\xaa\xac",,2,3,109
4,"\xe5\x88\xa5\xe6\x83\xb3",,3,4,109
5,"\xe9\x99\x8d\xe3\x82\x8a\xe6\xb3\xa8\xe3\x81\x90\xe5\x85\x89",,4,5,109
6,"\xe7\x9c\xa0\xe3\x82\x8c\xe3\x82\x8b\xe9\xac\xbc",,5,6,109
7,"\xe9\x82\xa3\xe7\x94\xb1\xe4\xbb\x96\xe3\x81\xae\xe7\xb2\xbe\xe9\x9c\x8a",,6,7,109
8,"\xe6\x8b\x9b\xe3\x81\x8b\xe3\x82\x8c\xe3\x81\x96\xe3\x82\x8b\xe5\xae\xa2",,7,8,109
9,"\xe3\x81\xbb\xe3\x82\x80\xe3\x82\x89\xe3\x81\xae\xe6\x97\xa5",,8,9,109
10,"\xe5\xa4\xaa\xe9\x99\xbd\xe3\x81\xae\xe9\x83\xbd",,9,10,109
11,"\xe5\xb0\x8f\xe3\x81\x95\xe3\x81\xaa\xe7\x8a\xa0\xe7\x89\xb2",,10,11,109
12,"\xe7\x81\xbd\xe5\x8e\x84\xe6\x9d\xa5\xe3\x81\x9f\xe3\x82\x8c\xe3\x82\x8a",,11,12,109
13,"\xe3\x81\x82\xe3\x82\x8b\xe5\xa7\x8b\xe3\x81\xbe\xe3\x82\x8a",,12,13,109
14,"\xe6\xb1\xba\xe6\xad\xbb\xe3\x81\xae\xe6\x95\x91\xe5\x87\xba\xe4\xbd\x9c\xe6\x88\xa6",,13,14,109
15,"\xe5\x88\xa9\xe5\xae\xb3\xe3\x81\xae\xe8\xaa\xbf\xe5\x81\x9c\xe8\x80\x85",,14,15,109
16,"\xe7\x95\xb0\xe8\xb3\xaa\xe3\x81\xaa\xe3\x82\x8b\xe3\x82\x82\xe3\x81\xae",,15,16,109
17,"\xe7\x82\x8e\xe7\x8d\x84\xe3\x81\xae\xe7\xa5\x9e",,16,17,109
18,"\xe3\x82\xa2\xe3\x83\xa9\xe3\x83\x9f\xe3\x82\xb4\xe8\xa7\xa3\xe6\x94\xbe\xe8\xbb\x8d",,17,18,109
19,"\xe9\x87\x8d\xe3\x81\xaa\xe3\x82\x8b\xe6\x9c\xaa\xe6\x9d\xa5",,18,19,109
20,"\xe5\x82\xb5\xe9\xac\xbc\xe7\xb9\x81\xe7\x9b\x9b\xe8\xa8\x98",,59,20,111
21,"\xe5\xae\x88\xe8\xad\xb7\xe8\x80\x85\xe3\x81\xae\xe6\x97\x85\xe7\xab\x8b\xe3\x81\xa1",,60,21,111
22,"\xe3\x82\xb3\xe3\x82\xa4\xe3\x83\xb3\xe3\x81\xae\xe8\xa3\x8f\xe3\x81\xa8\xe8\xa1\xa8\xe3\x81\xa8",,61,22,111
23,"\xe5\x99\x9b\xe3\x81\xbe\xe3\x81\x9b\xe7\x8a\xac",,79,23,111
24,"\xe8\x87\xaa\xe7\x94\xb1\xe3\x81\xae\xe6\xa8\xa9\xe5\x88\xa9",,80,24,111
25,"\xe8\x88\x88\xe5\xa5\xae\xe3\x81\xae\xe4\xbb\xa3\xe5\x84\x9f",,81,25,111
26,"\xe6\x96\xad\xe7\xbd\xaa\xe5\x85\x9a\xe3\x81\xae\xe6\xb4\x97\xe7\xa4\xbc",,99,26,111
27,"\xe4\xbf\xba\xe3\x81\x9f\xe3\x81\xa1\xe3\x81\xae\xe6\xb5\xb7\xe8\xb3\x8a",,100,27,111
28,"\xe7\xac\x91\xe3\x81\xa3\xe3\x81\xa6\xe8\xa6\x8b\xe3\x81\xa6\xe3\x82\x8d",,101,28,111
29,"\xe3\x83\x90\xe3\x83\x87\xe3\x83\xad\xe3\x83\xb3\xe3\x81\xae\xe3\x81\x8a\xe5\x8b\xa7\xe3\x82\x81",,139,29,111
30,"\xe3\x83\x9f\xe3\x83\xa5\xe3\x83\xbc\xe3\x83\x8c\xe3\x81\xae\xe3\x81\x8a\xe5\x8b\xa7\xe3\x82\x81",,140,30,111
31,"\xe3\x83\xa2\xe3\x83\xa2\xe3\x83\x87\xe3\x82\xa3\xe3\x81\xae\xe3\x81\x8a\xe5\x8b\xa7\xe3\x82\x81",,141,31,111
32,"\xe7\x9b\xb8\xe6\xa3\x92\xe3\x82\x92\xe5\xa4\x89\xe6\x9b\xb4\xe3\x81\x97\xe3\x81\x9f\xe3\x81\x84",,143,32,111
33,"\xe7\xa5\x9e\xe5\x8b\x87\xe9\x9a\x8a",,159,33,111
34,"\xe6\x98\x8f\xe3\x81\x84\xe6\xa3\xae",,160,34,111
35,"\xe9\x81\x8e\xe5\x8e\xbb\xe3\x82\x88\xe3\x82\x8a\xe4\xbc\xb8\xe3\x81\xb3\xe3\x82\x8b\xe6\x89\x8",,161,35,111
36,"\xe9\xac\xbc\xe5\x93\xad\xe9\x9a\x8a",,179,36,111
37,"\xe7\x9f\xb3\xe3\x81\xa8\xe9\xbb\x84\xe9\x87\x91",,180,37,111
38,"\xe3\x81\x97\xe3\x81\x9f\xe3\x81\x9f\xe3\x81\x8b\xe3\x81\xa",,181,38,111
39,"\xe5\xbe\xa9\xe8\xae\x90\xe4\xbe\x9d\xe9\xa0\xbc",,239,39,111
40,"\xe3\x82\x84\xe3\x81\xa3\xe3\x81\xa4\xe3\x81\x91\xe4\xbc\x9d\xe9\x81\x93\xe5\xb8\xa",,240,40,111
41,"\xe3\x83\x8a\xe3\x83\xab\xe3\x83\xbb\xe3\x82\xb6\xe3\x83\xab\xe6\x95\x99\xe5\x9b\xa3\xe7\x89\xb9\xe7\xb4\x84",,241,41,111
42,"\xe6\x9c\xa8\xe9\x9c\x8a\xe3\x81\x8c\xe5\x8b\x99\xe3\x82\x81",,259,42,111
43,"\xe7\xab\x9c\xe9\xa8\x8e\xe5\xa3\xab\xe3\x81\xae\xe5\xa4\xa2",,260,43,111
44,"\xe5\x91\xbc\xe3\x81\xb3\xe5\xa3\xb0",,261,44,111
45,"\xe5\xb0\x8f\xe3\x81\x95\xe3\x81\xaa\xe5\x85\x88\xe7\x94\x9f",,299,45,111
46,"\xe5\xb0\x8f\xe3\x81\x95\xe3\x81\xaa\xe9\xac\xbc",,300,46,111
47,"\xe7\xb2\xbe\xe9\x9c\x8a\xe3\x81\x9f\xe3\x81\xa1\xe3\x81\xae\xe8\xb4\x88\xe3\x82\x8a\xe7\x89\xa9",,301,47,111
48,"\xe5\xb7\xa6\xe8\x80\xb3\xe3\x81\xae\xe7\x94\xb7",,319,48,111
49,"\xe3\x82\xbb\xe3\x82\xa4\xe3\x83\xac\xe3\x83\xbc\xe3\x83\xb3\xe3\x81\xae\xe6\xad\x8c\xe5\xa3\xb0",,320,49,111
50,"\xe9\xad\x85\xe6\x83\x91\xe3\x81\xae\xe5\xb3\xb6",,321,50,111
51,"\xe8\xb2\xb4\xe6\x96\xb9\xe3\x81\xae\xe3\x81\x8b\xe3\x81\x9f\xe3\x81\xa1",,359,51,111
52,"\xe3\x83\x95\xe3\x83\xbb\xe3\x83\xa9\xe3\x83\x9f\xe3\x83\xb3\xe3\x81\xae\xe8\x8a\xb1",,360,52,111
53,"\xe5\xbf\x83\xe3\x81\xae\xe8\x87\x93\xe3\x81\xae\xe5\x88\x83",,361,53,111
54,"\xe7\x89\xa9\xe8\xa8\x80\xe3\x82\x8f\xe3\x81\xac\xe3\x82\x82\xe3\x81\xae",,379,54,111
55,"\xe7\xac\xac\xe4\xba\x8c\xe3\x81\xae\xe3\x82\xa2\xe3\x83\x88\xe3\x83\xaa\xe3\x82\xa8",,380,55,111
56,"\xe5\xb8\xab\xe5\xbc\x9f\xe8\xa9\x95\xe4\xbe\xa1\xe5\x88\xb6\xe5\xba\xa6",,381,56,111
57,"\xe8\xb5\xa4\xe3\x81\xae\xe7\xab\xa0",,399,57,111
58,"\xe7\x81\xb0\xe3\x81\xae\xe7\xab\xa0",,400,58,111
59,"\xe7\x99\xbd\xe3\x81\xae\xe7\xab\xa0",,401,59,111
60,"\xe7\x9c\xa0\xe3\x82\x8a\xe3\x81\xae\xe6\xb7\xb5",,419,60,111
61,"\xe3\x83\x89\xe3\x83\xa9\xe3\x82\xb4\xe3\x83\xb3\xe3\x81\xab\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\x9f\xe5\xb0\x91\xe5\xb9\xb4",,420,61,111
62,"\xe5\xa4\xa2\xe3\x81\x8b\xe7\x8f\xbe\xe3\x81\x8",,421,62,111
63,"\xe3\x83\x97\xe3\x83\xab\xe3\x83\x97\xe3\x83\xab\xe5\xaf\xbe\xe6\xb1\xba",,439,63,111
64,"\xe6\xb6\x88\xe3\x81\x88\xe3\x81\x9f\xe7\xbe\x8e\xe9\xa3\x9f\xe5\xae\xb6",,440,64,111
65,"\xe6\xb9\xaf\xe3\x81\x91\xe3\x82\x80\xe3\x82\x8a\xe6\xaf\x92\xe6\xae\xba\xe4\xba\x8b\xe4\xbb\xb6",,441,65,111
66,"\xe6\x99\x82\xe3\x81\xae\xe3\x81\x8b\xe3\x81\x91\xe3\x82\x89",,459,66,111
67,"\xe3\x81\xa8\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x8a\xe3\x81\x8d\xe5\xa4\xa7\xe4\xbd\x9c\xe6\x88\xa6",,460,67,111
68,"\xe5\xbd\xbc\xe5\xa5\xb3\xe3\x81\xae\xe9\x80\x83\xe9\x81\xbf\xe8\xa1\x8c",,461,68,111
69,"\xe3\x82\xb0\xe3\x83\xaa\xe3\x83\x80\xe3\x83\x8b\xe3\x82\xa2\xe3\x81\xae\xe6\xa0\xb9\xe3\x81\xa3\xe3\x81\x93",,479,69,111
70,"\xe6\x86\xa7\xe3\x82\x8c\xe3\x81\xae\xe5\xa4\xa7\xe9\x83\xbd\xe4\xbc\x9a",,480,70,111
71,"\xe3\x83\xa2\xe3\x83\xbc\xe3\x82\xb0\xe3\x83\xaa\xe3\x81\xae\xe8\x8a\xb1\xe7\x95\x91",,481,71,111
72,"\xe3\x82\xb5\xe3\x83\x8f\xe3\x82\xae\xe3\x83\xb3\xe6\x97\x8f\xe3\x82\x92\xe3\x82\x84\xe3\x81\xa3\xe3\x81\xa4\xe3\x81\x91\xe3\x82\x8d",,499,72,111
73,"\xe3\x81\x84\xe3\x81\x91\xe3\x81\x99\xe3\x81\xae\xe3\x83\x8c\xe3\x82\xb7",,500,73,111
74,"\xe3\x81\x86\xe3\x81\xaf\xe3\x81\x86\xe3\x81\xaf\xe6\x9c\x9f\xe9\x96\x93",,501,74,111
75,"\xe6\xa5\xad\xe7\x81\xab\xe3\x81\xae\xe8\xa9\xa6\xe7\xb7\xb4",,626,75,110
76,"\xe3\x83\xa1\xe3\x83\xab\xe3\x83\xb4\xe3\x82\xa1\xe3\x83\xb3\xe7\xa8\x8e\xe9\x96\xa2\xe5\x85\xac\xe7\xa4\xbe\xe3\x81\xae\xe5\xa4\xb1\xe6\x95\x97",,632,76,110
77,"\xe5\xb8\x8c\xe6\x9c\x9b\xe3\x81\xae\xe6\xa9\x8",,633,77,110
78,"\xe3\x83\x90\xe3\x83\xa9\xe3\x82\xaf\xe3\x83\xbc\xe3\x83\x80\xe3\x81\xae\xe5\xbe\xa9\xe8\xae\x90",,635,78,110
79,"\xe6\x84\x9b\xe6\x83\x85\xe3\x81\x9f\xe3\x81\xa3\xe3\x81\xb7\xe3\x82\x8a",,637,79,110
80,"\xe6\xb5\xb7\xe8\xb3\x8a\xe3\x81\x86\xe3\x81\xa3\xe3\x81\x8b\xe3\x82\x8a",,638,80,110
81,"\xe6\x81\xaf\xe5\xad\x90\xe3\x81\xae\xe6\xb6\x88\xe6\x81\xaf",,639,81,110
82,"\xe6\xb0\x97\xe5\x90\x88\xe3\x81\x8c\xe3\x81\xa3\xe3\x81\xa4\xe3\x82\x8a",,640,82,110
83,"\xe3\x81\x95\xe3\x81\x96\xe3\x81\xaa\xe3\x81\xbf\xe3\x81\xae\xe9\x9f\xb3\xe8\x89\xb2",,641,83,110
84,"\xe3\x81\x8a\xe9\xad\x9a\xe9\x9d\xa9\xe5\x91\xbd",,642,84,110
85,"\xe6\x9c\x88\xe3\x81\xae\xe8\x83\xb8\xe9\xa8\x92\xe3\x81\x8e",,643,85,110
86,"\xe9\xbb\x92\xe3\x81\x84\xe9\x96\xa2\xe4\xbf\x82",,645,86,110
87,"\xe5\xbd\xab\xe5\x88\xbb\xe5\xae\xb6\xe3\x81\xae\xe9\x87\x8e\xe6\x9c\x9",,647,87,110
88,"\xe3\x83\x90\xe3\x83\xa9\xe3\x82\xaf\xe3\x83\xbc\xe3\x83\x80\xe9\xa8\x8e\xe5\xa3\xab\xe5\x9b\xa3\xe7\x89\xb9\xe5\x8b\x99",,652,88,110
89,"\xe5\xa4\x9c\xe9\x81\x93\xe3\x81\xab\xe6\xb3\xa8\xe6\x84\x8f",,653,89,110
