0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1,"\xc3\x9cberrascht",0,689,0,0,0,674,674,0,0,402,64001,100,200,1,0,74,True
2,"Ver\xc3\xa4rgert",0,690,0,0,639,639,639,0,0,403,64002,101,201,1,0,69,True
3,"Zornig",0,691,0,0,664,664,664,0,0,404,64003,102,202,1,0,63,True
4,"Err\xc3\xb6ten",0,693,0,0,0,0,0,0,0,405,64004,103,203,1,0,26,True
5,"Verbeugen",0,694,0,0,0,0,0,0,0,406,64005,104,204,1,0,1,True
6,"Anfeuern",0,695,0,0,0,675,675,0,0,407,64006,105,205,1,0,44,True
7,"Klatschen",0,696,0,0,656,645,676,0,0,408,64007,106,206,1,0,42,True
8,"Herbeiwinken",0,697,0,0,0,0,0,0,0,409,64008,107,207,1,0,91,True
9,"Tr\xc3\xb6sten",0,698,0,0,0,677,677,0,0,410,64009,108,208,1,0,27,True
10,"Weinen",0,699,0,0,0,678,678,0,0,411,64010,109,209,1,0,62,True
11,"Tanzen",0,700,0,0,0,0,0,0,0,412,64011,110,210,1,0,31,True
12,"Beschuldigen",0,702,0,0,0,0,0,0,0,413,64012,111,211,1,0,75,True
13,"M\xc3\xbcde",0,703,0,0,657,646,679,0,0,414,64013,112,212,1,0,97,True
14,"Frustriert",0,704,0,0,0,0,0,0,0,415,64014,113,213,1,0,64,True
15,"Tsch\xc3\xbcs",0,705,0,0,637,680,680,0,0,416,64015,114,214,1,0,3,True
16,"Winken",0,706,0,0,663,652,681,0,0,417,64016,115,215,1,0,4,True
17,"Tja",0,707,0,0,660,649,682,0,0,418,64017,116,216,1,0,70,True
18,"Freuen",0,708,0,0,0,683,683,0,0,419,64018,117,217,1,0,22,True
19,"Knien",0,710,0,0,0,0,0,0,0,420,64019,118,218,1,0,5,True
20,"Lachen",0,711,0,0,662,651,685,0,0,421,64020,119,219,1,0,20,True
21,"Totlachen",0,712,0,0,638,635,686,0,0,422,64021,120,220,1,0,21,True
22,"Sp\xc3\xa4hen",0,713,0,0,665,665,665,0,0,423,64022,121,221,1,0,101,True
23,"Ich",0,715,0,0,0,745,745,0,0,424,64023,122,222,1,0,103,True
24,"Nein",0,716,0,0,666,666,666,0,0,425,64024,123,223,1,0,60,True
25,"Niemals",0,717,0,0,667,746,746,0,0,426,64025,124,224,1,0,61,True
26,"Panik",0,719,0,0,0,0,0,0,0,427,64026,125,225,1,0,65,True
27,"Zeigen",0,720,0,0,0,687,687,0,0,428,64027,126,226,1,0,98,True
28,"Anstupsen",0,721,0,0,0,748,748,0,3185,429,64028,127,227,1,0,99,True
29,"Super",0,723,0,0,636,749,749,0,0,430,64029,128,228,1,0,43,True
30,"Auf geht's",0,724,0,0,0,0,0,0,0,431,64030,129,229,1,0,28,True
31,"Salutieren",0,725,0,0,0,750,750,0,0,432,64031,130,230,1,0,6,True
32,"Schockiert",0,729,0,0,0,751,751,0,0,433,64032,131,231,1,0,71,True
33,"Schultern zucken",0,730,0,0,0,752,752,0,0,434,64033,132,232,1,0,72,True
34,"Aufmuntern",0,731,0,0,0,0,0,0,0,435,64034,133,233,1,0,24,True
35,"Beruhigen",0,732,0,0,0,753,753,0,0,436,64035,134,234,1,0,25,True
36,"Taumeln",0,733,0,0,0,0,0,0,0,437,64036,135,235,1,0,73,True
37,"Sich strecken",0,734,0,0,0,588,588,0,0,438,64037,136,236,1,0,100,True
38,"Schmollen",0,735,0,0,0,0,0,0,0,439,64038,137,237,1,0,68,True
39,"Denken",0,736,0,0,669,589,589,0,0,440,64039,138,238,1,0,94,True
40,"Na toll",0,737,0,0,670,590,590,0,0,441,64040,139,239,1,0,66,True
41,"Willkommen",0,738,0,0,0,591,591,0,0,442,64041,140,240,1,0,2,True
42,"Ja",0,739,0,0,671,671,671,0,0,443,64042,141,241,1,0,40,True
43,"Jawohl",0,740,0,0,672,592,592,0,0,444,64043,142,242,1,0,41,True
44,"Sich betrachten",0,714,0,0,0,744,744,0,0,445,64044,143,243,1,0,95,True
45,"Posieren",0,722,0,0,0,0,0,0,0,446,64045,144,244,1,0,90,True
46,"Kusshand",0,692,0,0,0,0,0,0,0,447,64049,148,248,1,0,30,True
47,"Dem\xc3\xbctig",0,701,0,0,0,0,0,0,0,448,64051,150,250,1,0,76,True
48,"Freudentaumel",0,709,0,0,0,684,684,0,0,449,64052,151,251,1,0,23,True
49,"Vernichtet",0,718,0,0,668,747,747,0,0,450,64053,152,252,1,0,67,True
50,"Sitzen",0,654,653,0,0,0,0,0,0,451,64054,0,0,2,1,96,True
51,"Aufstehen",0,655,0,0,655,0,0,0,0,0,64054,0,0,2,1,0,True
52,"Sitzen",0,643,642,0,0,0,0,0,0,0,64054,0,0,2,2,0,False
53,"Aufstehen",0,644,0,0,0,644,0,0,0,0,64054,0,0,2,2,0,True
54,"Ironisch",0,688,0,0,0,673,673,0,0,455,64063,0,0,1,0,102,True
55,"Mahlstrom-Salut",0,726,0,0,0,0,0,0,0,456,64046,145,245,1,0,7,True
56,"Bruderschafts-Salut",0,727,0,0,0,0,0,0,0,457,64047,146,246,1,0,7,True
57,"Legions-Salut",0,728,0,0,0,0,0,0,0,458,64048,147,247,1,0,7,True
58,"Beten",0,742,0,0,0,0,0,0,0,459,64064,178,278,1,0,29,True
59,"Garleischer Salut",23,587,0,0,0,0,0,0,0,460,64066,179,279,1,0,8,True
60,"Visier",0,0,0,0,0,0,0,0,0,461,64065,0,0,2,0,255,False
61,"Visier",0,0,0,0,0,0,0,0,0,0,64065,0,0,2,0,255,False
62,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
63,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
64,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
67,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
68,"Neutrale Miene",0,604,0,0,0,0,0,0,0,469,64101,161,261,3,0,200,False
69,"L\xc3\xa4chelnd",0,605,0,0,0,0,0,0,0,470,64102,162,262,3,0,201,False
70,"Grinsend",0,606,0,0,0,0,0,0,0,471,64103,163,263,3,0,202,False
71,"Zuversichtlich",0,607,0,0,0,0,0,0,0,472,64104,164,264,3,0,203,False
