0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
5,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
7,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
11,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
12,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
13,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
14,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
15,"\xe5\xbf\x85\xe8\xa6\x81MGP\xef\xbc\x9a\x02x06\xe8\x02\xff\x02,\x03MGP","\xe3\x82\x84\xe3\x82\x8","\xe3\x82\x84\xe3\x82\x8b(\xe7\x84\xa1\xe6\x96\x99\xe5\x88\xb8)","\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xb3\xe3\x82\xbb\xe3\x83\xa",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
16,"\x02 \x03\xe8\x02\x03 MGP is required to purchase a ticket.\x02\x10\x01\x03You currently possess \x02x06\xe8\x03\xff\x02,\x03. Proceed?","Yes","No",,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False
17,"I'm afraid you lack the points to play. Why not bolster your funds with a visit to the attendant behind me? ",,,,,,,,,,,44,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False
18,"Thank you for your patronage, but you can only purchase three Mini Cactpot tickets a day. Perhaps another of our amusements would help pass the time till the next drawing?",,,,,,,,,,,45,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False
19,"Come one, come all\xe2\x94\x80drawing number \x02 \x03\xe8\x04\x03 of the Mini Cactpot is here! Care to try your luck with a ticket, \x02\x08\x0e\xe9\x05\xff\x05miss\xff\x04sir\x03?",,,,,,,,,,,16,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
20,"Look! A poor, defenseless chocobo hatchling has wandered her way up the cliffs of Mt. Corel and is now trapped at the top. I would save her myself, I would, but I am no alpinist and, as a Lalafell, have a severe aversion to heights.",,,,,,,,,,,21,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
21,"That, and there appears to be a gang of unruly goblins tossing grenados at any would-be rescuer. Is there naught you can do, wealthy patro...er...kind adventurer!?",,,,,,,,,,,158,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False
22,"Quite the fall, I must say! Your form was impeccable! And they say only coeurls land on their feet! However, despite your victorious bout with gravity, there still is the problem of the stranded hatchling...",,,,,,,,,,,23,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
23,"Attempt the climb once more?","Yes","No",,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,True
24,"You've saved her! I think the little hatchling has learned a very valuable lesson here today. I do believe we can set the chick on her way knowing that she will never again put herself in danger.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
25,"Now, the Jolly Raptor doesn't pay me enough to fend off brutish brigands, so I seek someone with the savvy to steal by these snakes and spirit the ceramics to the attendants awaiting their arrival. Just make certain you stay out of their sight!",,,,,,,,,,,140,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False
26,"Now, the Jolly Raptor doesn't pay me enough to fend off brutish brigands, so I seek someone with the savvy to steal by these snakes and spirit the ceramics to the attendants awaiting their arrival. Just make certain you stay out of their sight!",,,,,,,,,,,143,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False
27,"M-M-My Baby B-B-Bootkins! Won't s-s-someone s-s-save my B-B-Baby Bootkins fwom those t-t-tewwible hobgobwins!",,,,,,,,,,,28,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
28,"Ma said to s-s-stay away fwom the big statue, b-b-but B-B-Bootkins is at the top, and if I...and if I...and if I don't s-s-save her, who will!?",,,,,,,,,,,159,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False
29,"Awe you alwight \x02\x08\x11\xe9\x05\xff\x05Miss\xff\x07Mister\x03 adventuwer? Now I know why Ma towd me to stay away fwom that statue... B-B-But now who'll s-s-save B-B-Bootkins!?",,,,,,,,,,,30,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
30,"Try again to save the hatchling?","Yes","No",,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,True
31,"Thank you! Thank you! You saved my Baby Bootkins! From now on, we'll only play around Mt. Corel!",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
32,"Oh, you do not seem to have enough space, \x02\x08\x0e\xe9\x05\xff\x05miss\xff\x04sir\x03. I will be happy to hand over your prize after you make some room for it in your luggage.",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
33,"This Jumbo Cactpot ticket looks to be in order. Now, let us see what you have won...",,,,,,,,,,,100,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True
34,"I could sense by the way you thrust your pelvis as you strut across the hall that the gods created you for one purpose, and one purpose alone\xe2\x94\x80to dance!",,,,,,,,,,,35,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
35,"Will you not join my troupe of performers on stage and show the world your talent? You need only mimic the motions of the Lords and Ladies of the Dance, and I shall make you a star!",,,,,,,,,,,37,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False
36,"Proceed to the main stage?","Yes","No",,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,True
37,"The Lords and Ladies of the Dance will perform four emotes in succession. Memorize the order and execute the proper emotes when given the cue. The emotes used in the routine will be automatically added to your hotbar.",,,,,,,,,,,277,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False
38,"Simply put, the prizes for Jumbo Cactpot are larger when more people participate. You're sure to rake in the MGP if you join in the fun with all your friends!",,,,,,,,,,,39,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
39,"The participant bonus in Jumbo Cactpot increases all MGP prizes based on the number of tickets sold.",,,,,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False
40,"There are multiple levels to the participant bonus. The higher this level becomes, the larger the subsequent bonus.",,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False
41,"The winning number for the Jumbo Cactpot will be drawn every \x02\x07\x03\xe8\x02\x03\x02\tB\xdd\xff\x07Sunday\xff\x07Monday\xff\x08Tuesday\xff\nWednesday\xff\tThursday\xff\x07Friday\xff\tSaturday\x03 at \x02\x08!\xdb\xff\x1d\x02\t\x19\xdb\x02\x03\x04\x05\x06\x07\x08\t\n\x0b\x0c\r\x02\x03\x04\x05\x06\x07\x08\t\n\x0b\x0c\x03\r\x03:00 \x02\x08\x10\xe0\xdb\r\xff\x05p.m.\xff\x05a.m.\x03 (Earth time).",,,,,,,,,,,42,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False
