0,,,0,0,0,0,True
1,"\xe8\xa8\x8e\xe4\xbc\x90\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe3\x82\xa2\xe3\x83\x83\xe3\x83\x97","24\xe6\x99\x82\xe9\x96\x93\xef\xbc\x88\xe5\x9c\xb0\xe7\x90\x83\xe6\x99\x82\xe9\x96\x93\xef\xbc\x89\xe3\x80\x81\xe6\x95\xb5\xe8\xa8\x8e\xe4\xbc\x90\xe6\x99\x82\xe3\x81\xae\xe7\x8d\xb2\xe5\xbe\x97\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe3\x81\x8c5\xef\xbc\x85\xe5\xa2\x97\xe5\x8a\xa0\xe3\x81\x99\xe3\x82\x8",3500,64213,5,1,True
2,"\xe6\x8e\xa1\xe9\x9b\x86\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe3\x82\xa2\xe3\x83\x83\xe3\x83\x97","24\xe6\x99\x82\xe9\x96\x93\xef\xbc\x88\xe5\x9c\xb0\xe7\x90\x83\xe6\x99\x82\xe9\x96\x93\xef\xbc\x89\xe3\x80\x81\xe6\x8e\xa1\xe9\x9b\x86\xe6\x99\x82\xe3\x81\xae\xe7\x8d\xb2\xe5\xbe\x97\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe3\x81\x8c5\xef\xbc\x85\xe5\xa2\x97\xe5\x8a\xa0\xe3\x81\x99\xe3\x82\x8",3500,64215,5,2,True
3,"\xe8\xa3\xbd\xe4\xbd\x9c\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe3\x82\xa2\xe3\x83\x83\xe3\x83\x97","24\xe6\x99\x82\xe9\x96\x93\xef\xbc\x88\xe5\x9c\xb0\xe7\x90\x83\xe6\x99\x82\xe9\x96\x93\xef\xbc\x89\xe3\x80\x81\xe8\xa3\xbd\xe4\xbd\x9c\xe6\x99\x82\xe3\x81\xae\xe7\x8d\xb2\xe5\xbe\x97\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe3\x81\x8c5\xef\xbc\x85\xe5\xa2\x97\xe5\x8a\xa0\xe3\x81\x99\xe3\x82\x8",3500,64216,5,3,True
4,"\xe3\x83\x90\xe3\x83\x87\xe3\x82\xa3\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe3\x82\xa2\xe3\x83\x83\xe3\x83\x97","24\xe6\x99\x82\xe9\x96\x93\xef\xbc\x88\xe5\x9c\xb0\xe7\x90\x83\xe6\x99\x82\xe9\x96\x93\xef\xbc\x89\xe3\x80\x81\xe3\x83\x90\xe3\x83\x87\xe3\x82\xa3\xe3\x81\xae\xe7\x8d\xb2\xe5\xbe\x97\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe3\x81\x8c10\xef\xbc\x85\xe5\xa2\x97\xe5\x8a\xa0\xe3\x81\x99\xe3\x82\x8",2800,64214,5,4,True
5,"\xe5\xaf\xbe\xe4\xba\xba\xe6\x88\xa6\xe7\xb8\xbe\xe3\x82\xa2\xe3\x83\x83\xe3\x83\x97","24\xe6\x99\x82\xe9\x96\x93\xef\xbc\x88\xe5\x9c\xb0\xe7\x90\x83\xe6\x99\x82\xe9\x96\x93\xef\xbc\x89\xe3\x80\x81\xe5\xaf\xbe\xe4\xba\xba\xe6\x88\xa6\xe7\xb8\xbe\xe3\x81\xae\xe7\x8d\xb2\xe5\xbe\x97\xe9\x87\x8f\xe3\x81\x8c5\xef\xbc\x85\xe4\xb8\x8a\xe6\x98\x87\xe3\x81\x99\xe3\x82\x8",2800,64217,5,5,True
6,"\xe8\xbb\x8d\xe7\xa5\xa8\xe3\x82\xa2\xe3\x83\x83\xe3\x83\x97","24\xe6\x99\x82\xe9\x96\x93\xef\xbc\x88\xe5\x9c\xb0\xe7\x90\x83\xe6\x99\x82\xe9\x96\x93\xef\xbc\x89\xe3\x80\x81\xe8\xbb\x8d\xe7\xa5\xa8\xe3\x81\xae\xe7\x8d\xb2\xe5\xbe\x97\xe9\x87\x8f\xe3\x81\x8c5\xef\xbc\x85\xe4\xb8\x8a\xe6\x98\x87\xe3\x81\x99\xe3\x82\x8",2800,64218,5,6,True
7,"\xe3\x83\x93\xe3\x82\xae\xe3\x83\x8a\xe3\x83\xbc\xe3\x83\x9c\xe3\x83\xbc\xe3\x83\x8a\xe3\x82\xb9","24\xe6\x99\x82\xe9\x96\x93\xef\xbc\x88\xe5\x9c\xb0\xe7\x90\x83\xe6\x99\x82\xe9\x96\x93\xef\xbc\x89\xe3\x80\x81Lv25\xe4\xbb\xa5\xe4\xb8\x8b\xe3\x81\xae\xe3\x83\x90\xe3\x83\x88\xe3\x83\xab\xe3\x82\xaf\xe3\x83\xa9\xe3\x82\xb9\xe3\x81\xae\xe5\x85\xa8\xe3\x83\x95\xe3\x82\xa3\xe3\x82\xb8\xe3\x82\xab\xe3\x83\xab\xe3\x83\x91\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xbc\xe3\x82\xbf\xe3\x81\x8c10\xef\xbc\x85\xe4\xb8\x8a\xe6\x98\x87\xe3\x81\x99\xe3\x82\x8",1750,64201,5,8,True
8,"\xe7\x8d\xb2\xe5\xbe\x97\xe5\x8a\x9b\xe3\x82\xa2\xe3\x83\x83\xe3\x83\x97","24\xe6\x99\x82\xe9\x96\x93\xef\xbc\x88\xe5\x9c\xb0\xe7\x90\x83\xe6\x99\x82\xe9\x96\x93\xef\xbc\x89\xe3\x80\x81\xe3\x82\xae\xe3\x83\xa3\xe3\x82\xb6\xe3\x83\xa9\xe3\x83\xbc\xe3\x81\xae\xe7\x8d\xb2\xe5\xbe\x97\xe5\x8a\x9b\xe3\x81\x8c5\xe4\xb8\x8a\xe6\x98\x87\xe3\x81\x99\xe3\x82\x8",2800,64202,5,9,True
9,"\xe8\xad\x98\xe8\xb3\xaa\xe5\x8a\x9b\xe3\x82\xa2\xe3\x83\x83\xe3\x83\x97","24\xe6\x99\x82\xe9\x96\x93\xef\xbc\x88\xe5\x9c\xb0\xe7\x90\x83\xe6\x99\x82\xe9\x96\x93\xef\xbc\x89\xe3\x80\x81\xe3\x82\xae\xe3\x83\xa3\xe3\x82\xb6\xe3\x83\xa9\xe3\x83\xbc\xe3\x81\xae\xe8\xad\x98\xe8\xb3\xaa\xe5\x8a\x9b\xe3\x81\x8c5\xe4\xb8\x8a\xe6\x98\x87\xe3\x81\x99\xe3\x82\x8",2800,64203,5,10,True
