0,,0,0,0,0
1,"Hauptwaffe",60102,0,0,0
2,"Hauptwerkzeug",60113,0,0,0
3,"Hauptwerkzeug",60120,0,0,0
4,"R\xc3\xbcstung",60126,0,0,0
5,"Accessoire",60135,0,0,0
6,"Arznei",60136,0,0,0
7,"Material",60137,0,0,0
8,"Sonstige",60159,0,0,0
9,"Faustk\xc3\xa4mpfer-Waffe",60101,1,1,2
10,"Gladiatoren-Waffe",60102,1,0,1
11,"Marodeur-Waffe",60103,1,2,3
12,"Waldl\xc3\xa4ufer-Waffe",60105,1,4,5
13,"Pikenier-Waffe",60104,1,3,4
14,"Thaumaturgen-Waffe",60108,1,9,7
15,"Druiden-Waffe",60107,1,8,6
16,"Hermetiker-Waffe",60109,1,10,26
17,"Schild",60110,2,0,0
18,"Wurfwaffe",60111,0,0,0
19,"Zimmermannszeug",60112,1,12,8
20,"Schmiedezeug",60113,1,13,9
21,"Plattnerzeug",60114,1,14,10
22,"Goldschmiedezeug",60115,1,15,11
23,"Gerberzeug",60116,1,16,12
24,"Weberzeug",60117,1,17,13
25,"Alchemistenzeug",60118,1,18,14
26,"Gourmetzeug",60119,1,19,15
27,"Minenarbeiterzeug",60120,1,20,16
28,"G\xc3\xa4rtnerzeug",60121,1,21,17
29,"Fischerzeug",60122,1,22,18
30,"Angelk\xc3\xb6der",60123,1,23,18
31,"Kopf",60124,2,1,0
32,"Unterhemd",60125,0,0,0
33,"Rumpf",60126,2,2,0
34,"Unterw\xc3\xa4sche",60127,0,0,0
35,"Beine",60128,2,3,0
36,"H\xc3\xa4nde",60129,2,4,0
37,"F\xc3\xbc\xc3\x9fe",60130,2,5,0
38,"Taille",60131,2,6,0
39,"Halskette",60132,2,8,0
40,"Ohrring",60133,2,9,0
41,"Armreif",60134,2,10,0
42,"Ring",60135,2,11,0
43,"Arznei",60136,3,0,0
44,"Zutat",60137,3,1,0
45,"Gericht",60146,3,2,0
46,"Meeresfr\xc3\xbcchte",60138,3,3,0
47,"Baustein",60139,3,4,0
48,"Metall",60140,3,5,0
49,"Nutzholz",60141,3,6,0
50,"Stoff",60142,3,7,0
51,"Leder",60143,3,8,0
52,"Knochen & Horn",60144,3,9,0
53,"Reagenz",60145,3,10,0
54,"Farbstoff",60147,3,11,0
55,"Waffen-Einzelteil",60148,3,12,0
56,"Mobiliar",60164,4,3,0
57,"Materia",60150,3,13,0
58,"Kristall",60151,3,14,0
59,"Katalysator",60152,3,15,0
60,"Verschiedenes",60153,3,16,0
61,"Jobkristall",60157,0,0,0
62,"Pfeil",60153,0,0,0
63,"Auftragsgegenstand",60158,0,0,0
64,"Sonstige",60159,0,0,0
65,"Bauelement au\xc3\x9fen",60160,4,0,0
66,"Bauelement innen",60161,4,1,0
67,"Gartenm\xc3\xb6bel",60168,4,2,0
68,"Stuhl/Bett",60165,4,4,0
69,"Tisch/Sockel",60162,4,5,0
70,"Tischdekoration",60163,4,6,0
71,"Wandm\xc3\xb6bel",60166,4,7,0
72,"Teppich",60167,4,8,0
73,"Schurken-Waffe",60106,1,5,29
74,"Saisonaler Gegenstand",60154,3,17,0
75,"Begleiter",60155,3,18,0
76,"Dunkelritter-Waffe",60170,1,6,32
77,"Maschinisten-Waffe",60172,1,7,31
78,"Astrologen-Waffe",60171,1,11,33
79,"Luftschiff-Bauteil",60169,3,19,0
80,,0,0,0,0
81,,0,0,0,0
82,,0,0,0,0
83,,0,0,0,0
84,,0,0,0,0
85,,0,0,0,0
86,,0,0,0,0
87,,0,0,0,0
88,,0,0,0,0
89,,0,0,0,0
90,,0,0,0,0
91,,0,0,0,0
92,,0,0,0,0
93,,0,0,0,0
94,,0,0,0,0
95,,0,0,0,0
96,,0,0,0,0
97,,0,0,0,0
98,,0,0,0,0
99,,0,0,0,0
100,,0,0,0,0
