100000,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100001,"Travail de base","La synth\xc3\xa8se progresse au d\xc3\xa9triment de la solidit\xc3\xa9.\x02\x10\x01\x03Efficacit\xc3\xa9\x02\x1d\x01\x03: 100\x02\x10\x01\x03Taux de r\xc3\xa9ussite\x02\x1d\x01\x03: 90%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1501,9,1,0,8,False
100002,"Ouvrage de base","La qualit\xc3\xa9 de la synth\xc3\xa8se augmente au d\xc3\xa9triment de la solidit\xc3\xa9.\x02\x10\x01\x03Efficacit\xc3\xa9\x02\x1d\x01\x03: 100\x02\x10\x01\x03Taux de r\xc3\xa9ussite\x02\x1d\x01\x03: 70%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1502,9,5,18,8,False
100003,"R\xc3\xa9paration de ma\xc3\xaetre","Restaure 30 points de solidit\xc3\xa9.",0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1507,9,7,92,8,False
100004,"Ouvrage standard","La qualit\xc3\xa9 de la synth\xc3\xa8se augmente au d\xc3\xa9triment de la solidit\xc3\xa9.\x02\x10\x01\x03Efficacit\xc3\xa9\x02\x1d\x01\x03: 125\x02\x10\x01\x03Taux de r\xc3\xa9ussite\x02\x1d\x01\x03: 80%",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1516,9,18,32,8,False
100005,"R\xc3\xa9paration de ma\xc3\xaetre II","Restaure 60 points de solidit\xc3\xa9.",0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1520,9,25,160,8,False
100006,"Marque du vent","La synth\xc3\xa8se progresse au d\xc3\xa9triment de la solidit\xc3\xa9. L'efficacit\xc3\xa9 est doubl\xc3\xa9e si l'\xc3\xa9l\xc3\xa9ment de la recette est le vent.\x02\x10\x01\x03Efficacit\xc3\xa9\x02\x1d\x01\x03: 100 (200)\x02\x10\x01\x03Taux de r\xc3\xa9ussite\x02\x1d\x01\x03: 90%",0,100006,100006,100006,100006,100006,100006,100006,100006,239,246,1509,33,37,6,8,False
100007,"Travail standard","La synth\xc3\xa8se progresse au d\xc3\xa9triment de la solidit\xc3\xa9.\x02\x10\x01\x03Efficacit\xc3\xa9\x02\x1d\x01\x03: 150\x02\x10\x01\x03Taux de r\xc3\xa9ussite\x02\x1d\x01\x03: 90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1515,9,31,15,8,False
100008,"Ouvrage avanc\xc3\xa9","La qualit\xc3\xa9 de la synth\xc3\xa8se augmente au d\xc3\xa9triment de la solidit\xc3\xa9.\x02\x10\x01\x03Efficacit\xc3\xa9\x02\x1d\x01\x03: 150\x02\x10\x01\x03Taux de r\xc3\xa9ussite\x02\x1d\x01\x03: 90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1517,9,43,48,8,False
100009,"B\xc3\xa9n\xc3\xa9diction de Byregot","La qualit\xc3\xa9 de la synth\xc3\xa8se augmente au d\xc3\xa9triment de la solidit\xc3\xa9.\x02\x10\x01\x03Efficacit\xc3\xa9\x02\x1d\x01\x03: 100 + 20 pour chaque bonus de contr\xc3\xb4le accord\xc3\xa9 par Calme int\xc3\xa9rieur.\x02\x10\x01\x03Taux de r\xc3\xa9ussite\x02\x1d\x01\x03: 90%\x02\x10\x01\x03Calme int\xc3\xa9rieur prend fin.",0,100009,100009,100009,100009,100009,100009,100009,100009,240,247,1521,33,50,24,8,False
100010,"Observation","Vous ne faites rien pendant un tour.",0,100010,100023,100040,100082,100053,100070,100099,100113,242,249,1518,9,13,14,8,False
100011,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100012,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100013,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100014,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100015,"Travail de base","La synth\xc3\xa8se progresse au d\xc3\xa9triment de la solidit\xc3\xa9.\x02\x10\x01\x03Efficacit\xc3\xa9\x02\x1d\x01\x03: 100\x02\x10\x01\x03Taux de r\xc3\xa9ussite\x02\x1d\x01\x03: 90%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1551,10,1,0,9,False
